"C57BL6_1stInf_5dpi_rep1","C57BL6_1stInf_5dpi_rep2","C57BL6_2ndInf_5dpi_rep1","NMRI_1stInf_3dpi_rep1","NMRI_1stInf_3dpi_rep2","NMRI_1stInf_5dpi_rep1","NMRI_1stInf_5dpi_rep2","NMRI_1stInf_5dpi_rep3","NMRI_1stInf_7dpi_rep1","NMRI_1stInf_7dpi_rep2","NMRI_2ndInf_3dpi_rep2","NMRI_2ndInf_5dpi_rep1","NMRI_2ndInf_7dpi_rep1","NMRI_2ndInf_7dpi_rep2","NMRI_oocysts_rep1","NMRI_oocysts_rep2","NMRI_sporozoites_rep1","NMRI_sporozoites_rep2","Rag_1stInf_5dpi_rep1","Rag_1stInf_5dpi_rep2","Rag_2ndInf_5dpi_rep1"
"EfaB_MINUS_1001.g107",20.5235705461142,8.8750575334548,20.9602422598613,64.2476991008793,59.2903149109967,30.0092544119653,29.9614168556412,29.5661116565779,147.371924442741,128.63569357869,27.3647607281523,43.8822289154154,117.153442754539,46.9110183911182,228.5294324811,74.8149862272144,7.77483488390923,13.3749111424115,29.8524662488934,21.8918085825218,9.95082208296447
"EfaB_PLUS_1001.g99",10.2617852730571,4.4375287667274,20.9602422598613,21.4158997002931,18.2431738187682,9.65815084523022,10.7861100680308,8.44746047330797,214.857950900139,94.8415706893735,0,13.3125863001822,45.669986158549,0,2.87526645020731,8.20365099943201,0.717677066207005,1.38361149749085,29.8524662488934,0,4.97541104148224
"EfaB_PLUS_1001.g100",5.13089263652856,0,13.9734948399076,21.4158997002931,6.84119018203808,10.6929527215049,23.969133484513,17.3244528350892,254.197366322866,135.990457527935,0,14.2987038038994,73.2209017215867,23.4555091955591,0.569628259003336,1.73316570410535,7.81470583203184,4.05859372597315,14.9262331244467,21.8918085825218,14.9262331244467
"EfaB_MINUS_1001.g108",0,4.4375287667274,3.49337370997689,0,0,0,0,0.214765944236643,10.6715708503772,5.20356816962386,0,0,1.24103223256927,0,0,0.0192573967122817,0.159483792490446,0.18448153299878,0,0,0
"EfaB_PLUS_1001.g101",51.3089263652856,35.5002301338192,38.4271108097458,21.4158997002931,11.4019836367301,20.2361255804824,33.5567868783181,39.5885223876212,252.880565806624,163.301922865151,27.3647607281523,30.5696426152332,88.6097014054456,23.4555091955591,2.0886369496789,4.39068645040023,29.4646306626098,100.819157783833,14.9262331244467,21.8918085825218,29.8524662488934
"EfaB_PLUS_1001.g102",123.141423276685,31.0627013670918,59.3873530696071,73.765876745454,91.215869093841,63.4678484115129,82.6935105215697,72.0897686154333,66.9099262315423,77.0506001876427,54.7295214563046,73.95881277879,79.3019596611761,23.4555091955591,123.256705186246,119.222543045736,156.65295517374,134.025833723613,29.8524662488934,0,99.5082208296447
"EfaB_MINUS_1001.g109",41.0471410922284,62.1254027341836,34.9337370997689,35.6931661671552,27.3647607281523,75.8854709268089,136.624060861724,85.1189025657896,21.7272085179916,24.0119961346889,54.7295214563046,113.403512927478,22.7108898560176,70.3665275866773,146.340212253476,172.334443178209,71.5683518800875,146.478337201031,29.8524662488934,153.242660077653,44.7786993733401
"EfaB_MINUS_1001.g110",0,0,6.98674741995378,14.2772664668621,9.1215869093841,21.8458173880207,38.3506135752207,20.6533249707572,121.968647816907,92.0653653251328,0,27.6112901040816,89.3543207449871,70.3665275866773,555.71305439054,337.370333002463,7.65522203954139,4.05859372597315,44.7786993733401,0,4.97541104148224
"EfaB_MINUS_1001.g111",10.2617852730571,17.7501150669096,3.49337370997689,9.51817764457472,11.4019836367301,11.1528646665159,10.7861100680308,13.6018431349874,6.06276904353048,7.20941288305429,0,12.326468796465,6.0810579395894,0,2.06151179448826,3.65890537533352,96.706984671394,36.6195843002577,29.8524662488934,0,9.95082208296447
"EfaB_MINUS_1001.g112",15.3926779095857,8.8750575334548,3.49337370997689,7.13863323343104,4.56079345469205,7.24361313392267,8.38919671957954,8.34007750118965,3.78580148419551,4.81112029090921,0,5.4236462704446,4.34361281399243,0,1.05788105243477,0.250346157259662,12.3799293920708,21.4920985943578,14.9262331244467,0,0
"EfaB_PLUS_1001.g103",205.235705461142,137.563391768549,118.774706139214,157.049931135483,148.225787277492,161.314114712595,178.570044459622,198.944853011211,240.562994310945,213.898629006103,54.7295214563046,154.8204480836,238.402291876556,211.099582760032,23.4361340847087,10.5530533983304,73.4024154937276,168.708361927384,223.893496866701,109.459042912609,144.286920202985
"EfaB_MINUS_1001.g113",164.188564368914,168.626093135641,150.215069529006,99.9408652680345,114.019836367301,191.898259055824,218.119114709068,110.67604992995,211.511082921358,229.814570753975,136.823803640762,175.528915661662,257.514188258123,164.188564368914,588.073364532967,92.5895633926504,157.729470773051,119.728514916208,179.11479749336,229.863990116479,144.286920202985
"EfaB_PLUS_1001.g104",354.03159192047,381.627473938556,426.191592617181,321.238495504397,399.069427285554,333.321182146695,302.011081904863,246.801864251943,310.764921833092,348.537321618465,328.377128737828,311.120072422777,449.377771413331,328.377128737828,376.931156529064,331.554599195354,236.394851418963,220.547672700041,477.639459982295,350.268937320349,368.180417069686
"EfaB_PLUS_1001.g105",46.178033728757,44.375287667274,104.801211299307,40.4522549894425,61.5707116383427,64.9625622327985,68.312030430862,26.1298565487916,33.8527466050526,46.9047890597101,0,65.0837552453352,63.1685406377756,140.733055173355,30.9226769173239,45.5822580179708,117.579426013581,53.0384407371491,104.483631871127,87.5672343300873,124.385276037056
"EfaB_MINUS_1001.g114",71.8324969113998,75.4379890343658,83.8409690394454,109.459042912609,79.8138854571109,78.4149866243692,65.9151170824106,75.9913499357323,59.1188565104443,75.9168618713559,27.3647607281523,73.95881277879,75.4547597402114,93.8220367822365,25.7960225862939,20.2395239446081,202.743771203479,192.598720450726,59.7049324977868,43.7836171650437,54.7295214563046
"EfaB_MINUS_1001.g115",5.13089263652856,0,17.4668685498844,73.765876745454,6.84119018203808,16.5568300203947,3.59537002267694,6.83671589153314,1532.28943405609,1275.99340476751,0,4.4375287667274,1876.44073564473,375.288147128946,15900.1963444912,14338.6724440307,2.07328930237579,1.8448153299878,29.8524662488934,21.8918085825218,4.97541104148224
"EfaB_MINUS_1001.g116",518.220156289384,417.127704072376,517.01930907658,418.799816361287,535.893230926316,415.990354262416,395.490702494464,457.737815816366,281.054610185384,284.408431215168,273.647607281523,426.00276160583,246.841311058027,234.555091955591,33.0384390221935,45.7748319850936,704.798749963402,330.590907133813,432.860760608955,394.052554485393,507.491926231188
"EfaB_PLUS_10183.g898",15.3926779095857,4.4375287667274,17.4668685498844,9.51817764457472,9.1215869093841,8.62334896895556,10.7861100680308,3.25728348758909,17.1732733993216,16.4828109060152,27.3647607281523,10.3542337890306,20.7252382839067,0,26.3385256901066,68.017125187779,2.33245046517277,0,0,21.8918085825218,19.9016441659289
"EfaB_PLUS_10212.g899",138.534101186271,88.750575334548,213.09579630859,59.488610278592,88.935472366495,96.0066185210385,70.7089437793132,76.5998534444028,50.5596531548719,64.8120404143933,54.7295214563046,88.2575165826894,59.4454439400678,70.3665275866773,8.30029748833432,6.41271310518981,225.350598789,437.036751674109,59.7049324977868,98.5131386213483,34.8278772903757
"EfaB_MINUS_10212.g911",20.5235705461142,44.375287667274,20.9602422598613,7.13863323343104,15.9627770914222,43.2317228310305,21.5722201360617,28.5280762594341,8.80610345236781,3.57563622828902,0,19.722350074344,2.60616768839546,0,0.786629500528416,0.866582852052677,0.199354740613057,0,14.9262331244467,87.5672343300873,9.95082208296447
"EfaB_PLUS_10331.g900",400.209625649227,297.314427370736,282.963270508128,452.113438117299,421.873394559015,422.774055451328,391.895332471787,312.412860216237,473.417218933057,516.534083921573,492.565693106742,406.773470283345,475.811757967056,304.921619542269,61.7368532138853,14.3275031539376,221.263826606432,279.58176325965,298.524662488934,448.782075941698,427.885349567472
"EfaB_PLUS_10331.g901",236.021061280314,146.438449302004,181.655432918798,211.779452591787,237.161259643987,169.132617777782,149.807084278206,194.184207913965,254.938066613252,239.974610280698,191.553325097066,168.133034383783,235.920227411417,304.921619542269,217.787871025609,98.848217324142,291.31708245786,362.7829346421,134.33609812002,87.5672343300873,134.33609812002
"EfaB_MINUS_10331.g912",76.9633895479283,102.06316163473,125.761453559168,78.5249655677414,61.5707116383427,70.8264395316883,116.250297399888,65.5394073162156,51.2729201011696,52.5153402146676,82.0942821844569,94.1742216049926,86.3758433868209,23.4555091955591,224.406408892124,149.283339313608,893.507947427722,461.941758628944,59.7049324977868,120.40494720387,74.6311656222336
"EfaB_MINUS_10331.g913",436.125874104927,510.315808173651,719.634984255239,464.011160173017,563.257991654468,500.49917415818,426.650576024331,471.232275979235,227.504722524879,269.001218198963,465.200932378589,426.00276160583,272.902987941982,328.377128737828,453.451219321846,229.702227984096,815.0020505743,507.96990111214,656.754257475655,481.61978881548,631.877202268244
"EfaB_MINUS_10331.g914",82.0942821844569,142.000920535277,146.721695819029,76.1454211565977,77.5334887297649,87.1533135795775,89.8842505669236,103.195036205707,5.8433022908235,9.94201292743777,0,96.146456612427,13.2790448884911,0,0,0.0577721901368451,47.2869444734171,95.9303971593654,164.188564368914,120.40494720387,104.483631871127
"EfaB_MINUS_10331.g915",35.9162484556999,17.7501150669096,17.4668685498844,16.6568108780057,36.4863476375364,23.5704871818119,19.1753067876104,19.5079066014951,29.1890781100291,27.9800802416926,27.3647607281523,15.2848213076166,41.2022701212996,46.9110183911182,51.4021690862534,19.1803671254326,1.7343862433336,0.276722299498169,14.9262331244467,0,24.8770552074112
"EfaB_MINUS_10331.g916",102.617852730571,119.81327670164,146.721695819029,85.6635988011724,123.141423276685,84.1638859370062,86.2888805442467,60.3134360064573,11.0830710117028,15.6543098287288,27.3647607281523,97.6256328680028,15.8852125768866,46.9110183911182,0.678128879765876,0.173316570410535,83.9682167462196,107.183770672291,164.188564368914,164.188564368914,164.188564368914
"EfaB_MINUS_10331.g917",15.3926779095857,4.4375287667274,31.440363389792,47.5908882228736,52.4491247289586,27.7096946869105,27.5645035071899,30.2819981373667,51.1631867248161,53.2566306522397,54.7295214563046,28.1043488559402,57.2115859214431,93.8220367822365,23.6802604814244,10.3412220344953,21.3309572455971,78.0356884584838,29.8524662488934,10.9459042912609,34.8278772903757
"EfaB_MINUS_10331.g918",41.0471410922284,48.8128164340014,52.4006056496533,49.9704326340172,66.1315050930347,48.7506661711621,31.1598735298669,23.158927653518,49.5171860795137,63.4893457120587,0,35.0071713819606,46.4146054980905,46.9110183911182,14.4577077166085,12.9794853840779,59.9459705023463,21.6765801273566,14.9262331244467,0,29.8524662488934
"EfaB_PLUS_10358.g902",507.958371016327,687.816958842747,492.565693106741,349.793028438121,401.3498240129,398.858634310758,514.137913242803,794.02549016691,40.2995824658203,53.794429597145,273.647607281523,488.128164340014,59.197237493554,93.8220367822365,33.7165679019593,142.620280051158,301.005722851655,581.854755078151,656.754257475655,733.375587514482,721.434601014924
"EfaB_MINUS_10358.g919",189.843027551557,173.063621902369,268.98977566822,128.495398201759,189.27292836972,151.081073936101,131.830234164821,203.633909460377,50.7791199075789,60.0735956565794,54.7295214563046,122.278570460933,72.3521791587882,117.277545977796,52.4600501386881,79.0323561072041,76.1535109141878,47.1350316811882,134.33609812002,98.5131386213483,228.868907908183
"EfaB_PLUS_10358.g903",215.497490734199,252.939139703462,164.188564368914,133.254487024046,145.945390550146,157.404863180002,143.814800907078,186.84637148588,59.5852233599467,55.6113179245276,109.459042912609,132.139745498105,54.7295214563046,70.3665275866773,135.381649556459,142.04255814979,95.5706626498995,83.4778936819478,149.262331244467,131.350851495131,194.041030617807
"EfaB_PLUS_10358.g904",15.3926779095857,8.8750575334548,17.4668685498844,14.2772664668621,11.4019836367301,8.16343702394459,8.38919671957954,5.2975599578372,4.52650177458158,4.6657692247186,0,6.4097637741618,5.83285149307555,23.4555091955591,96.8096788753764,162.147280317412,6.00057769245302,1.56809303048963,0,10.9459042912609,24.8770552074112
"EfaB_MINUS_10358.g920",410.471410922284,128.688334235095,628.80726779584,751.936033921402,736.568142932766,507.167897360839,263.660468329643,424.413300135647,206.490780953185,267.300610724533,328.377128737828,291.890781100291,242.621801467291,586.387729888978,20.0997399962606,204.898701018677,161.058694941289,51.9315515391565,403.008294360061,175.134468660175,243.79514103263
