"C57BL6_1stInf_5dpi_rep1","C57BL6_1stInf_5dpi_rep2","C57BL6_2ndInf_5dpi_rep1","NMRI_1stInf_3dpi_rep1","NMRI_1stInf_3dpi_rep2","NMRI_1stInf_5dpi_rep1","NMRI_1stInf_5dpi_rep2","NMRI_1stInf_5dpi_rep3","NMRI_1stInf_7dpi_rep1","NMRI_1stInf_7dpi_rep2","NMRI_2ndInf_3dpi_rep2","NMRI_2ndInf_5dpi_rep1","NMRI_2ndInf_7dpi_rep1","NMRI_2ndInf_7dpi_rep2","NMRI_oocysts_rep1","NMRI_oocysts_rep2","NMRI_sporozoites_rep1","NMRI_sporozoites_rep2","Rag_1stInf_5dpi_rep1","Rag_1stInf_5dpi_rep2","Rag_2ndInf_5dpi_rep1"
"EfaB_25458_tRNA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_2601_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_2601_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_26415_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EfaB_26415_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"EfaB_26792_tRNA1",0,0,0,0,0,0,1,3,20,29,0,0,4,0,0,6,71,8,0,0,0
"EfaB_26831_tRNA1",0,0,0,0,0,7,0,14,9,15,0,2,2,0,0,0,30,1,0,0,0
"EfaB_27383_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_28105_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_28105_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_3088_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_31151_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_31151_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_31498_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EfaB_32574_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_32658_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_3286_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_33184_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_34010_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_3469_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_3469_tRNA2",0,0,0,0,0,0,2,0,15,11,0,0,0,0,0,0,0,0,0,0,0
"EfaB_3469_tRNA3",0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,3,1,0,0,0,0
"EfaB_36188_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_37748_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_3833_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_3833_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_3881_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_3881_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"EfaB_4114_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_4114_tRNA2",0,0,0,0,0,1,2,1,3,7,0,0,0,0,5,15,3,0,0,0,0
"EfaB_42416_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_42996_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_42996_tRNA2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,28,0,2,0,0,0
"EfaB_43533_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_43533_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"EfaB_43533_tRNA3",0,0,0,0,2,3,0,21,35,45,0,0,1,0,1,5,96,8,0,0,0
"EfaB_43533_tRNA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_45924_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_4849_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_49504_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_49504_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"EfaB_50714_tRNA1",0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,4,193,103,0,0,0
"EfaB_52892_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_53301_tRNA1",0,0,0,0,0,0,0,0,11,14,0,0,0,0,1,27,0,0,0,0,0
"EfaB_53301_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"EfaB_5504_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_56725_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_56725_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_56725_tRNA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_56725_tRNA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_56725_tRNA5",0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,4,1,0,0,0,0
"EfaB_56725_tRNA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_5788_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_5788_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_5788_tRNA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_5792_tRNA1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"EfaB_5792_tRNA2",0,0,0,0,0,10,0,58,33,43,0,3,2,0,1,4,164,34,0,0,0
"EfaB_6035_tRNA1",0,0,2,1,5,39,0,103,74,109,0,8,7,0,17,213,508,44,0,1,2
"EfaB_6035_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_6743_tRNA1",0,0,0,2,0,2,0,4,44,55,0,0,4,0,11,162,1,0,0,0,0
"EfaB_6929_tRNA1",0,0,0,0,0,0,0,4,2,10,0,0,0,0,0,71,0,0,0,0,0
"EfaB_7427_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_762_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_7742_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_8675_tRNA1",0,0,0,0,3,32,1,75,8,12,0,6,3,0,15,31,117,10,0,0,0
"EfaB_8817_tRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_8817_tRNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_8817_tRNA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EfaB_8817_tRNA4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"EfaB_MINUS_1001.g107",4,1,6,48,45,460,46,1253,8752,15499,1,146,899,2,15152,5493,700,242,2,2,2
"EfaB_MINUS_1001.g108",0,1,2,0,0,0,0,12,664,652,0,0,15,0,0,3,11,1,0,0,0
"EfaB_MINUS_1001.g109",9,14,12,30,27,1407,224,4388,1564,3516,2,465,201,3,11430,17372,7485,2922,3,16,10
"EfaB_MINUS_1001.g110",0,0,2,16,12,521,79,1338,11037,16595,0,140,1023,5,54302,36793,1015,100,4,0,1
"EfaB_MINUS_1001.g111",18,12,49,81,76,2213,262,7243,4867,12316,7,600,760,3,1810,1480,60382,5958,7,12,21
"EfaB_MINUS_1001.g112",16,8,45,76,66,2053,246,6504,4521,11490,6,555,700,3,1643,1085,49172,5304,5,12,19
"EfaB_MINUS_1001.g113",45,55,60,101,136,4168,421,7035,17964,38440,7,834,2761,9,53790,10997,19135,2591,15,25,38
"EfaB_MINUS_1001.g114",21,23,27,96,70,1489,115,4548,4647,10971,2,327,726,7,2013,725,17475,4153,3,3,11
"EfaB_MINUS_1001.g115",1,0,5,46,7,220,5,308,100712,164728,0,17,15322,18,1108951,965914,171,30,2,2,1
"EfaB_MINUS_1001.g116",154,125,224,443,656,10266,915,32200,28038,58333,11,2348,3081,14,4013,5165,109324,9472,43,52,151
"EfaB_MINUS_10212.g911",6,10,4,3,10,695,32,1305,487,423,0,61,19,0,57,78,21,0,1,6,2
"EfaB_MINUS_10331.g912",17,27,40,57,61,1273,188,3233,3675,7432,3,386,792,1,16824,11829,87406,8875,5,9,18
"EfaB_MINUS_10331.g913",131,164,331,493,700,11875,958,30718,21819,49344,26,2298,3299,25,46450,22151,105883,12220,73,74,176
"EfaB_MINUS_10331.g914",17,31,38,45,51,1256,117,4274,327,1143,0,305,110,0,0,5,3909,1619,16,10,18
"EfaB_MINUS_10331.g915",9,8,5,14,43,483,26,950,2442,4563,2,65,450,2,4720,1287,152,4,1,0,7
"EfaB_MINUS_10331.g916",19,26,41,57,89,1216,105,2173,610,1753,1,320,124,2,40,8,7042,1543,11,14,31
"EfaB_MINUS_10331.g917",3,0,10,32,46,434,54,1352,3226,6566,2,110,510,3,1535,804,1990,1397,2,2,9
"EfaB_MINUS_10331.g918",9,15,13,38,49,738,45,1024,2835,7696,0,123,416,1,928,1084,5318,366,2,0,6
"EfaB_MINUS_10358.g919",51,51,109,131,211,3383,264,12715,4632,10851,4,614,816,9,5214,6669,8349,1008,10,10,57
"EfaB_MINUS_10358.g920",107,46,249,775,883,11765,576,28996,19077,49259,12,1469,2777,32,1170,17356,20732,1281,36,25,71
"EfaB_MINUS_10358.g921",0,0,0,10,0,5,2,50,5281,7253,0,11,584,0,10219,23877,113,5,0,1,2
"EfaB_MINUS_1048.g117",7,2,13,17,21,341,21,977,1196,2507,2,104,205,5,492,684,3823,377,0,0,5
"EfaB_MINUS_1048.g118",0,0,3,0,2,28,2,42,6527,5764,0,11,270,2,673,1519,632,6,0,0,0
"EfaB_MINUS_1048.g119",16,0,19,89,125,1416,94,2332,9950,21979,10,306,1329,9,9441,3660,22137,2795,7,0,9
"EfaB_MINUS_1048.g120",15,9,24,77,89,1604,122,3148,6295,15983,0,271,1042,4,1501,7251,10139,800,3,0,14
"EfaB_MINUS_1048.g121",1,1,2,14,15,297,31,466,2971,6754,0,73,262,2,32,535,865,189,2,1,1
"EfaB_MINUS_1048.g122",30,48,31,71,90,2206,226,8795,2915,7122,2,536,380,4,88,215,27121,14047,12,19,27
"EfaB_MINUS_1048.g123",3,6,2,4,0,52,13,299,16912,18247,0,22,487,0,22,16,24163,1241,0,7,7
"EfaB_MINUS_1048.g124",10,4,11,33,40,745,29,1081,3064,8284,1,132,569,1,2609,4041,6674,312,1,0,4
"EfaB_MINUS_1048.g125",47,50,56,116,159,2724,227,6166,8803,22843,5,709,1523,7,12940,8351,78071,11731,16,25,37
"EfaB_MINUS_1048.g126",13,20,15,53,68,1283,147,6461,3021,6443,0,383,465,2,4411,8924,8468,1451,7,6,15
"EfaB_MINUS_1048.g127",0,0,1,28,0,17,10,46,31805,60745,0,2,3808,7,16770,46078,106,7,0,1,0
"EfaB_MINUS_1048.g128",4,6,12,23,13,203,16,898,886,2101,0,50,140,2,12,23,3621,1041,1,3,4
"EfaB_MINUS_1048.g129",30,33,57,129,197,2776,353,5814,6526,15566,3,710,830,5,13697,7836,7989,769,9,21,38
"EfaB_MINUS_1048.g130",77,124,120,208,336,5482,506,16300,3261,9017,7,1236,539,4,124,135,11493,1851,30,43,115
"EfaB_MINUS_1048.g131",129,95,164,401,630,9300,753,18610,18945,41107,16,1755,2807,20,22357,5447,38729,5425,47,39,119
"EfaB_MINUS_1048.g132",5,7,10,19,15,439,35,1491,11012,14538,0,91,631,0,7525,33698,3308,485,1,1,3
"EfaB_MINUS_1048.g133",53,10,69,285,343,3144,237,4679,19932,43111,5,615,3110,19,34291,6744,14763,1588,24,9,45
"EfaB_MINUS_1054.g134",0,0,0,4,2,55,9,210,2296,8020,0,25,156,0,7682,6063,2000,229,0,0,0
"EfaB_MINUS_106.g1",0,1,0,2,0,3,0,17,4019,4874,0,9,137,1,2250,380,185,34,0,0,0
"EfaB_MINUS_1068.g135",37,46,37,76,135,2702,242,6569,17421,36040,7,559,2888,7,20356,9987,19338,3895,10,15,29
"EfaB_MINUS_1068.g136",12,0,10,19,14,256,58,908,3621,5219,1,133,331,1,1295,1389,655,253,0,2,4
"EfaB_MINUS_1068.g137",0,2,4,7,2,111,16,500,63,117,0,18,10,0,10,20,7164,4044,1,1,0
"EfaB_MINUS_1068.g138",6,3,12,18,17,311,33,1046,23140,17790,0,71,567,2,3962,5799,10529,3915,1,0,3
"EfaB_MINUS_1068.g139",18,14,31,37,30,881,106,2817,2564,5626,3,257,527,10,1645,2048,8288,911,8,6,14
"EfaB_MINUS_1068.g140",13,18,29,65,135,1334,94,3565,2568,6036,4,204,439,5,3318,2923,5616,1224,11,3,20
"EfaB_MINUS_1068.g141",1,0,1,3,0,38,2,30,9702,15428,1,9,1120,0,2577,1587,242,11,0,2,0
"EfaB_MINUS_1068.g142",0,0,0,2,0,4,6,16,7475,13448,0,2,1449,1,48749,14954,792,25,0,0,0
"EfaB_MINUS_1068.g143",0,0,0,2,0,7,0,16,10821,9268,0,6,347,0,76,146,273,62,0,0,0
"EfaB_MINUS_1068.g144",56,67,105,150,249,3348,303,7603,3702,9180,7,871,618,5,652,1323,18361,3035,17,15,93
"EfaB_MINUS_1068.g145",6,23,29,34,60,944,60,2528,1033,2958,5,162,214,2,10,11,2561,589,7,1,18
"EfaB_MINUS_1068.g146",17,11,21,29,54,913,42,1689,2705,6568,2,148,500,2,1763,934,2347,946,5,2,11
"EfaB_MINUS_1068.g147",31,17,54,66,113,2016,133,5574,6438,14471,5,286,1122,6,3042,3921,681,301,3,8,31
"EfaB_MINUS_1068.g148",2,1,9,7,5,240,31,724,7959,16377,0,136,1063,2,11922,24667,2127,1521,1,1,0
"EfaB_MINUS_1068.g149",11,10,12,71,59,1285,95,2509,4239,10952,0,282,836,3,336,615,7913,1174,7,5,10
"EfaB_MINUS_1068.g150",1,0,0,0,0,4,1,28,65,122,0,5,4,0,1909,5887,230,16,0,0,0
"EfaB_MINUS_1068.g151",78,172,54,91,133,9569,566,17249,458,1757,3,973,112,0,20,60,90,59,18,76,64
"EfaB_MINUS_1068.g152",4,0,0,10,0,11,0,123,5188,13447,0,11,1193,3,14122,8943,13033,1675,0,0,0
"EfaB_MINUS_1068.g153",9,9,29,27,47,741,42,823,3594,9158,2,138,578,1,575,488,6621,585,0,2,8
"EfaB_MINUS_1068.g154",3,3,6,6,16,388,30,965,4449,7994,1,63,532,2,3891,5008,4892,1023,3,0,6
"EfaB_MINUS_1068.g155",3,0,7,15,18,325,36,606,2291,5538,1,108,398,2,6812,2833,707,251,1,1,3
"EfaB_MINUS_1068.g156",100,71,159,343,477,5863,488,10910,32444,72495,19,1513,4413,26,5285,3502,135049,12458,18,13,80
"EfaB_MINUS_1068.g157",52,87,30,152,140,4978,441,12684,5247,10764,10,1119,779,0,12654,21664,56073,8986,19,42,35
"EfaB_MINUS_1068.g158",69,95,124,274,315,4842,504,12858,19666,41964,17,1279,2476,11,24097,13155,15260,2391,28,30,91
"EfaB_MINUS_1068.g159",146,95,340,404,614,8931,533,15713,23258,54277,22,1467,4908,32,5474,9239,17700,5278,55,23,139
"EfaB_MINUS_1068.g160",55,58,64,139,203,3355,313,9468,16170,31934,9,838,1835,10,15914,19764,25652,7541,14,14,44
"EfaB_MINUS_1068.g161",33,52,44,103,82,3028,260,10298,13353,22164,10,552,1728,7,9169,6628,13270,3654,7,20,35
"EfaB_MINUS_1068.g162",14,5,7,64,39,639,39,1944,2963,5951,0,148,493,4,9544,29272,6733,1261,3,0,6
"EfaB_MINUS_1068.g163",56,46,95,184,260,3947,326,13607,12207,24485,8,825,1951,7,21140,18285,50739,10746,23,5,66
"EfaB_MINUS_1068.g164",3,5,9,22,2,207,45,1229,17519,24664,0,104,1774,2,65395,49064,2700,846,0,5,3
"EfaB_MINUS_1072.g165",24,3,11,69,68,1001,86,2784,5078,11062,2,297,640,11,402,939,8749,1922,5,3,2
"EfaB_MINUS_10824.g922",9,4,13,24,38,575,37,614,2486,5886,1,81,408,3,2491,1088,1556,321,3,1,4
"EfaB_MINUS_10824.g923",95,72,109,335,521,5345,400,8928,19346,38730,14,1078,2047,11,9266,6783,16285,1669,17,14,92
"EfaB_MINUS_10824.g924",27,28,43,174,172,2465,169,5121,7740,16049,7,421,940,7,1534,502,5904,733,14,3,27
"EfaB_MINUS_10824.g925",2,2,13,51,38,607,45,558,20140,33019,1,183,2036,8,27241,4517,1443,95,2,0,3
"EfaB_MINUS_10824.g926",13,4,22,55,71,894,41,1539,2771,7028,2,149,488,0,670,611,1843,26,0,1,17
"EfaB_MINUS_10843.g927",0,0,0,0,0,0,0,0,385,671,0,0,82,0,462,202,1,1,0,0,0
