"C57BL6_1stInf_5dpi_rep1","C57BL6_1stInf_5dpi_rep2","C57BL6_2ndInf_5dpi_rep1","NMRI_1stInf_3dpi_rep1","NMRI_1stInf_3dpi_rep2","NMRI_1stInf_5dpi_rep1","NMRI_1stInf_5dpi_rep2","NMRI_1stInf_5dpi_rep3","NMRI_1stInf_7dpi_rep1","NMRI_1stInf_7dpi_rep2","NMRI_2ndInf_3dpi_rep2","NMRI_2ndInf_5dpi_rep1","NMRI_2ndInf_7dpi_rep1","NMRI_2ndInf_7dpi_rep2","NMRI_oocysts_rep1","NMRI_oocysts_rep2","NMRI_sporozoites_rep1","NMRI_sporozoites_rep2","Rag_1stInf_5dpi_rep1","Rag_1stInf_5dpi_rep2","Rag_2ndInf_5dpi_rep1"
"EfaB_MINUS_17195.g1560",5,10,13,34,12,894,140,4492,568,1382,5,376,105,0,950,2490,2412,1747,1,5,16
"EfaB_MINUS_17195.g1561",7,2,8,88,33,1230,439,6664,2001,5156,12,846,313,6,1412,3529,24848,10295,3,1,8
"EfaB_MINUS_17195.g1562",94,103,126,308,377,5856,482,24654,18355,37465,10,1260,2976,13,30404,44442,8027,2730,43,41,95
"EfaB_MINUS_17195.g1563",33,34,64,242,245,4520,270,12214,32123,56751,16,880,4477,15,107273,82531,5827,2388,9,5,19
"EfaB_MINUS_17400.g1564",5,12,4,20,18,1096,82,2536,2771,6734,1,120,414,0,2890,4103,667,52,4,9,6
"EfaB_MINUS_17400.g1565",9,4,21,25,40,715,81,1400,1563,4187,1,136,379,5,101,92,2797,513,4,2,14
"EfaB_MINUS_17400.g1566",72,118,82,186,249,6135,558,24622,8390,19132,8,1353,1033,15,2377,8279,34672,21611,23,52,89
"EfaB_MINUS_17400.g1567",45,30,55,177,133,3331,266,9702,8470,18525,8,600,1785,6,35740,65987,3934,829,5,6,29
"EfaB_MINUS_17400.g1568",10,13,30,50,45,1084,122,3417,6209,10846,5,324,548,5,633,1081,8179,1719,7,6,11
"EfaB_MINUS_17400.g1569",21,39,35,61,78,1812,221,6627,5742,9860,3,409,464,1,2500,1847,6897,3549,4,20,31
"EfaB_MINUS_17400.g1570",0,0,1,8,1,17,9,128,6972,5608,0,5,130,3,19,77,34,3,0,1,1
"EfaB_MINUS_17400.g1571",9,3,19,35,49,557,41,1010,1297,3207,0,124,250,3,38,93,4802,590,4,3,10
"EfaB_MINUS_17400.g1572",47,52,39,127,164,3526,351,8752,10786,25002,3,714,1770,0,45397,10303,22868,4274,13,14,54
"EfaB_MINUS_17400.g1573",32,14,60,139,189,1736,141,2956,6286,15647,3,260,1066,4,90,40,627,267,7,2,25
"EfaB_MINUS_17400.g1574",18,5,19,57,42,804,102,2138,11948,23810,5,274,1912,6,35186,85993,3075,144,0,0,3
"EfaB_MINUS_17400.g1575",11,13,17,35,34,759,76,1670,16401,20110,0,203,695,2,2173,2819,17075,717,2,5,10
"EfaB_MINUS_17400.g1576",329,760,155,698,760,35921,2185,107198,88217,150323,17,4692,8791,20,168657,85890,40160,6979,131,328,287
"EfaB_MINUS_17400.g1577",28,29,48,60,102,1537,135,5387,2916,6490,0,258,392,4,4660,4616,2418,688,2,9,16
"EfaB_MINUS_17400.g1578",15,3,24,38,45,819,52,1011,4849,14380,3,190,1230,10,92,29,8225,767,1,2,0
"EfaB_MINUS_17400.g1579",51,35,15,82,105,4628,206,7666,4870,11509,2,468,888,9,12784,3611,11685,1318,24,45,32
"EfaB_MINUS_17400.g1580",25,21,33,102,99,1508,99,3428,3496,9815,10,351,743,7,3287,1544,29156,2625,0,9,12
"EfaB_MINUS_17400.g1581",7,8,12,35,39,587,37,1035,1675,4305,1,116,321,3,61,44,1732,336,0,3,5
"EfaB_MINUS_17452.g1582",3,1,3,28,13,389,61,877,898,2097,5,163,182,0,8321,2345,2883,577,0,1,4
"EfaB_MINUS_17452.g1583",5,0,11,11,11,198,22,288,2535,5155,1,52,432,1,6234,3637,905,53,0,0,2
"EfaB_MINUS_17575.g1584",6,4,12,39,33,491,31,693,2469,5050,1,91,405,1,6220,996,2151,150,0,0,6
"EfaB_MINUS_17575.g1585",12,10,19,25,29,591,46,740,3948,8416,1,87,554,0,1856,857,4294,537,2,2,9
"EfaB_MINUS_17702.g1586",43,47,64,99,176,2091,164,3788,2241,6691,5,449,451,3,12,14,5995,835,10,11,43
"EfaB_MINUS_17702.g1587",21,9,24,43,53,1069,91,2390,5725,13666,0,245,901,1,9762,35749,11415,1215,4,10,18
"EfaB_MINUS_17764.g1588",4,11,8,15,31,498,35,1494,1514,3245,1,100,245,0,3245,11752,1355,413,0,3,6
"EfaB_MINUS_17764.g1589",72,125,130,258,285,5463,694,16647,3875,8594,10,1419,546,6,8329,1308,10963,2784,31,45,79
"EfaB_MINUS_17764.g1590",5,1,7,17,19,300,25,686,13114,29926,0,67,1847,1,1442,1160,2243,134,3,3,6
"EfaB_MINUS_17764.g1591",6,17,16,41,34,1077,46,2111,1060,2480,3,179,172,2,57,74,2248,737,1,3,10
"EfaB_MINUS_17764.g1592",17,17,36,82,98,1376,63,2969,7267,16038,3,237,1328,6,6830,16900,29431,5066,4,2,15
"EfaB_MINUS_17901.g1593",50,64,78,130,150,2661,266,5143,10522,22238,4,701,1603,6,12971,3803,21982,2940,16,29,49
"EfaB_MINUS_17901.g1594",34,34,44,92,111,2245,213,4098,3674,10606,5,437,731,5,9080,3938,9948,1090,7,8,26
"EfaB_MINUS_17901.g1595",45,47,45,170,235,3292,325,4394,6973,17782,10,787,1191,11,13615,564,6585,1111,13,18,54
"EfaB_MINUS_17901.g1596",13,20,20,48,72,1120,84,2579,2851,6404,5,236,413,1,5182,5102,10596,2123,8,1,13
"EfaB_MINUS_17901.g1597",95,117,157,420,419,6595,814,24057,13045,27768,18,2049,1747,11,24,32,13774,3373,30,44,151
"EfaB_MINUS_17907.g1598",2,1,4,18,12,480,184,1943,11256,24605,2,208,1498,6,261,309,990,445,2,3,4
"EfaB_MINUS_17907.g1599",127,265,120,233,222,13207,906,45718,10224,24197,10,2064,1947,9,17277,43452,20270,1164,50,119,111
"EfaB_MINUS_17907.g1600",53,110,35,87,143,6568,481,23173,2838,7572,5,839,357,4,1311,1811,308811,120477,13,69,69
"EfaB_MINUS_17907.g1601",31,58,53,105,113,2293,232,9998,22777,44289,3,513,4129,4,102695,118275,33129,11839,11,27,47
"EfaB_MINUS_17907.g1602",11,2,12,30,27,515,31,1436,2672,5730,2,107,496,7,30218,75558,11658,3175,7,2,5
"EfaB_MINUS_17907.g1603",23,53,15,68,60,2843,277,8874,693,2323,0,495,113,4,58,124,16413,4844,5,15,28
"EfaB_MINUS_17907.g1604",12,11,25,45,31,1022,101,3173,1000,2697,1,236,210,2,101,153,4475,2769,5,12,12
"EfaB_MINUS_17907.g1605",44,73,64,191,165,3466,351,15911,3003,7830,3,785,522,7,2157,4741,59467,19341,16,20,47
"EfaB_MINUS_17907.g1606",13,12,15,41,52,936,114,2354,2538,6504,2,249,417,2,3192,2999,11064,741,1,9,13
"EfaB_MINUS_17907.g1607",15,17,17,42,63,829,62,2253,1194,3242,1,204,275,2,1679,1530,2816,601,6,8,17
"EfaB_MINUS_17907.g1608",76,109,76,183,156,5359,673,25139,9892,22253,10,1470,1439,10,30508,24074,39151,7691,19,52,62
"EfaB_MINUS_17907.g1609",18,19,32,37,72,996,95,2197,577,2040,3,209,155,0,27,23,3965,823,4,9,19
"EfaB_MINUS_17907.g1610",9,19,8,30,25,1467,98,4289,2735,5755,2,216,444,1,3534,7819,2813,851,5,7,10
"EfaB_MINUS_17907.g1611",41,65,52,103,101,3174,204,8856,13015,24159,4,466,2419,11,77352,118495,6343,1077,15,24,26
"EfaB_MINUS_17907.g1612",33,36,64,119,184,2673,190,9588,6362,13196,2,443,1017,10,738,2207,9525,3671,8,11,43
"EfaB_MINUS_17907.g1613",14,19,36,42,43,1081,153,4665,4877,8313,2,349,501,2,12987,37771,7597,1221,1,8,20
"EfaB_MINUS_17907.g1614",19,15,34,65,94,1401,87,3754,2193,5893,2,204,459,2,2911,4888,10288,1011,2,4,17
"EfaB_MINUS_17907.g1615",26,14,23,46,85,1174,69,3920,1738,4936,0,206,336,1,2024,750,5773,1001,1,4,23
"EfaB_MINUS_17907.g1616",19,42,39,142,163,4330,1412,31078,1459,5453,0,2450,323,4,31,233,3167,2167,6,79,38
"EfaB_MINUS_17907.g1617",9,2,12,26,36,539,46,1455,1831,3980,2,92,351,1,3831,8822,8135,1757,3,5,8
"EfaB_MINUS_17907.g1618",5,3,18,34,18,285,34,443,2376,7623,1,89,685,2,2114,957,383,28,2,1,4
"EfaB_MINUS_17907.g1619",26,24,43,71,118,1717,147,3241,2971,7720,1,318,559,2,4938,1504,11404,3065,8,8,30
"EfaB_MINUS_17907.g1620",73,77,93,416,622,7923,444,12046,13974,34098,17,1289,1831,19,21706,3199,14240,1251,26,30,81
"EfaB_MINUS_17907.g1621",0,0,2,2,0,41,5,92,57,161,0,10,10,0,146815,1073934,169,8,0,0,1
"EfaB_MINUS_17907.g1622",20,33,52,154,172,3366,264,13299,8246,17179,2,709,1267,12,10959,26046,12331,2736,16,23,33
"EfaB_MINUS_17907.g1623",6,1,3,8,9,279,57,1093,5548,12488,1,115,1011,6,2747,5269,860,39,2,1,5
"EfaB_MINUS_17907.g1624",55,75,55,255,244,4728,507,16758,27292,59668,12,1040,3649,3,244927,203888,29704,13790,19,23,49
"EfaB_MINUS_17907.g1625",29,7,52,281,183,2991,221,4986,6209,17226,20,701,1080,13,154,144,101,0,16,6,23
"EfaB_MINUS_17907.g1626",6,9,10,12,28,688,63,1234,3201,6294,0,160,430,4,3489,8119,3863,792,2,3,10
"EfaB_MINUS_17907.g1627",2,0,4,24,21,319,17,562,4150,5813,0,34,310,4,229571,889467,2522,164,0,0,3
"EfaB_MINUS_17907.g1628",48,14,52,120,163,2578,207,6516,7359,17655,9,462,1292,5,34137,32208,11740,2282,10,2,34
"EfaB_MINUS_17907.g1629",11,13,12,100,72,1668,145,4997,2607,5287,10,473,411,0,13245,10072,21985,6969,2,1,12
"EfaB_MINUS_17907.g1630",7,12,2,27,22,522,188,4128,1813,3014,0,294,247,1,4067,2271,60010,13333,0,5,4
"EfaB_MINUS_17907.g1631",172,312,74,338,368,15818,1890,52257,28026,43363,15,3346,2826,10,15668,16587,18100,2983,57,134,151
"EfaB_MINUS_17907.g1632",34,26,60,210,279,2856,308,5436,7148,21743,8,719,1287,12,2252,1353,100665,6007,10,14,52
"EfaB_MINUS_17907.g1633",1,7,7,33,18,474,34,1135,4076,7807,0,81,485,0,9324,21265,1675,523,4,2,6
"EfaB_MINUS_17907.g1634",4,10,14,20,31,402,28,794,1866,3793,0,84,226,4,1398,488,1569,162,2,2,4
"EfaB_MINUS_17907.g1635",212,177,544,908,1166,17036,1238,55642,45083,110171,41,2797,8842,72,4722,11417,11083,3390,69,51,236
"EfaB_MINUS_17907.g1636",9,6,16,63,15,802,146,4911,773,1462,3,261,72,0,478,963,12853,8948,4,0,10
"EfaB_MINUS_17907.g1637",7,8,17,73,33,815,87,1813,5768,10358,5,135,852,1,33854,54718,1134,250,3,2,6
"EfaB_MINUS_17907.g1638",2,10,6,19,10,408,22,1014,16158,30358,1,58,2736,1,326988,183028,9987,1095,2,1,3
"EfaB_MINUS_17907.g1639",10,2,12,4,6,241,47,812,10586,13650,0,96,1080,2,8194,16532,129,7,3,6,5
"EfaB_MINUS_17907.g1640",0,0,0,8,2,4,0,17,10813,11730,0,9,371,0,549,1101,1390,39,0,0,0
"EfaB_MINUS_17907.g1641",47,63,46,139,207,4192,252,6421,6413,12543,4,603,636,6,10,19,4697,760,15,26,46
"EfaB_MINUS_17907.g1642",3,1,4,33,16,407,81,1660,3651,6624,5,179,593,0,25167,18250,13799,4309,0,1,2
"EfaB_MINUS_17907.g1643",4,1,9,12,10,243,19,265,2325,4093,1,70,380,1,6340,2016,4965,966,0,1,3
"EfaB_MINUS_17907.g1644",47,61,76,205,261,3352,248,6164,5037,11110,4,659,649,3,1468,1419,10936,2335,11,22,51
"EfaB_MINUS_17907.g1645",154,185,206,480,613,10567,896,30594,22543,50439,20,2191,3234,20,13037,4180,90988,13907,33,58,119
"EfaB_MINUS_17907.g1646",18,23,22,111,55,1725,110,6301,1338,3800,3,287,220,1,58,45,993,1498,3,12,35
"EfaB_MINUS_17907.g1647",13,25,14,52,32,1451,202,5032,5400,6242,3,479,312,0,441,105,23342,8241,2,24,17
"EfaB_MINUS_17907.g1648",13,2,14,38,67,929,61,1972,2074,5585,5,123,417,3,341,1653,1715,140,3,2,13
"EfaB_MINUS_17907.g1649",15,16,50,120,87,1910,201,8205,32085,46050,9,436,2230,4,2357,11902,548,153,12,12,26
"EfaB_MINUS_17933.g1650",0,0,0,13,0,0,0,0,18377,27287,0,0,1278,3,2,4,0,0,0,0,0
"EfaB_MINUS_18472.g1651",7,1,26,33,64,736,67,676,1198,3180,1,148,270,7,2239,2815,6660,750,1,1,14
"EfaB_MINUS_18472.g1652",5,15,23,32,41,850,66,1701,919,2419,7,160,158,2,6,11,5973,1354,6,1,10
"EfaB_MINUS_18472.g1653",29,41,57,87,126,2127,190,3129,5274,12728,4,428,1191,4,5242,5097,11356,1040,8,15,35
"EfaB_MINUS_18472.g1654",3,1,2,19,7,187,17,672,408,987,0,51,44,0,167,70,617,9,0,0,1
"EfaB_MINUS_18472.g1655",0,0,2,2,0,27,3,24,9562,13641,0,0,1309,0,106664,40947,101,48,0,0,0
"EfaB_MINUS_18472.g1656",364,366,345,1729,1783,33125,1955,95956,46794,118014,60,5154,6241,38,69423,28810,131633,41316,110,128,321
"EfaB_MINUS_18472.g1657",68,55,78,158,281,4124,423,12939,8052,18726,5,920,1193,9,5293,3123,20249,2899,16,24,71
"EfaB_MINUS_18472.g1658",125,152,131,330,578,7701,741,29922,9363,24770,2,1775,1549,3,9451,9677,27666,9712,37,50,139
"EfaB_MINUS_18472.g1659",27,35,46,108,95,1700,184,8707,8176,12064,5,476,811,2,7781,17097,9052,1373,9,8,46
"EfaB_MINUS_18472.g1660",1,1,3,26,17,137,8,302,22359,42750,2,75,3888,6,141513,137091,12308,1403,0,0,2
"EfaB_MINUS_18587.g1661",2,1,4,24,14,133,18,217,8442,14717,1,45,1465,2,31332,2398,196,19,1,1,3
"EfaB_MINUS_18587.g1662",188,109,276,723,790,14245,785,45831,42576,92319,35,2210,7329,42,24390,65293,23559,6347,66,25,150
"EfaB_MINUS_18587.g1663",39,68,60,161,154,3327,251,12935,5283,11850,2,584,828,10,8383,11844,43444,12733,14,21,38
"EfaB_MINUS_18587.g1664",29,13,26,72,73,1512,101,3507,3147,7679,4,294,618,1,3325,1611,10989,1061,8,4,20
"EfaB_MINUS_18587.g1665",0,0,1,12,4,84,16,259,31984,44508,0,19,2932,4,29662,45364,291,14,1,0,0
"EfaB_MINUS_18749.g1666",66,96,78,285,209,7840,327,20977,28588,59662,6,973,4296,33,13294,14990,9141,1560,22,43,51
"EfaB_MINUS_18749.g1667",12,8,14,55,36,1084,102,2031,4912,9502,2,224,974,2,48782,29761,17251,3341,1,6,5
"EfaB_MINUS_18749.g1668",15,1,19,77,30,338,34,1053,7834,23047,2,96,1618,17,135,260,1386,166,3,7,3
"EfaB_MINUS_18749.g1669",41,41,32,84,84,1616,153,6022,2095,5185,5,374,486,2,2633,9978,11433,1364,16,8,17
"EfaB_MINUS_18749.g1670",52,41,42,182,138,3632,246,7798,13153,32152,6,644,2262,12,48759,19410,29758,2359,14,27,47
"EfaB_MINUS_18749.g1671",7,17,21,24,24,550,99,1425,1797,4020,3,205,416,2,6268,25062,4709,590,1,8,8
"EfaB_MINUS_18869.g1672",4,5,22,20,8,426,28,1455,712,1967,2,134,176,2,344,979,2455,586,6,0,6
"EfaB_MINUS_18869.g1673",44,23,62,304,240,3555,222,8997,19890,50710,20,807,3985,22,3704,6300,1648,173,25,10,28
"EfaB_MINUS_18869.g1674",115,90,195,383,468,7958,615,12080,24673,53689,16,1479,3239,8,17326,3185,45424,3371,25,18,86
"EfaB_MINUS_18869.g1675",8,53,30,67,61,1628,261,8408,4689,7566,3,591,601,0,6052,7584,13284,4720,10,12,44
"EfaB_MINUS_18869.g1676",0,0,5,84,24,904,284,7259,1585,3763,11,654,185,3,375,423,987,684,0,0,5
"EfaB_MINUS_18869.g1677",2,2,3,23,18,359,26,989,14092,29090,1,119,1375,5,3508,2943,767,931,0,0,1
"EfaB_MINUS_18869.g1678",69,170,50,327,172,8985,2099,37567,4233,11998,13,3637,526,6,2131,1557,29189,6622,35,190,102
"EfaB_MINUS_18869.g1679",18,4,34,68,66,1042,42,2015,1379,3420,1,198,251,5,14,72,192,12,3,0,18
"EfaB_MINUS_18869.g1680",1,0,1,3,0,19,0,64,8233,29809,2,10,2121,16,1493,532,47,0,0,0,1
"EfaB_MINUS_18869.g1681",7,11,5,25,27,515,33,814,1288,3163,1,69,261,5,545,434,3739,113,0,5,5
"EfaB_MINUS_1903.g204",183,171,145,599,788,11845,962,28438,12702,31954,20,2434,1687,10,3114,903,26679,9215,52,64,156
"EfaB_MINUS_1903.g205",40,36,46,120,145,3276,256,7765,16250,31164,8,712,2355,13,51648,50118,43963,6602,3,17,23
"EfaB_MINUS_1903.g206",0,0,3,3,7,193,50,1212,5932,9444,2,92,579,1,4319,8825,13,0,0,0,5
"EfaB_MINUS_1903.g207",28,59,18,114,74,3079,307,10504,1279,3302,3,534,189,2,94,344,4169,1534,8,62,26
"EfaB_MINUS_19047.g1682",144,130,269,650,798,12853,778,34930,17389,45982,25,2259,2179,22,4793,1841,24824,7817,67,57,197
"EfaB_MINUS_19047.g1683",6,9,14,26,56,658,56,1304,1774,4349,0,123,342,1,1056,1239,4522,599,3,2,15
"EfaB_MINUS_19047.g1684",6,3,14,42,28,488,36,716,2725,6851,0,103,517,6,216,126,6249,1316,0,1,7
"EfaB_MINUS_19047.g1685",24,20,71,219,149,2399,221,4351,101422,183078,14,704,9372,25,43533,27803,10338,1916,10,6,11
"EfaB_MINUS_19222.g1686",130,116,300,538,722,10584,794,33903,22325,52677,16,1968,3865,31,1748,5566,20053,6499,45,40,146
"EfaB_MINUS_19222.g1687",208,124,389,699,1067,15943,1109,35929,38264,92964,37,2674,7309,53,7193,25251,9511,2263,86,46,209
"EfaB_MINUS_19222.g1688",0,0,0,23,0,13,0,22,22469,25260,0,6,924,2,1722,4794,18,9,0,0,1
"EfaB_MINUS_19222.g1689",26,24,33,128,98,2412,559,9954,12579,17419,4,1032,879,7,10514,6315,87248,7727,10,24,37
"EfaB_MINUS_19222.g1690",33,10,73,150,126,2302,177,6769,17194,35337,16,482,2923,18,11635,15063,10269,2290,17,6,33
"EfaB_MINUS_19222.g1691",3,2,6,16,16,291,47,588,525,1754,2,99,132,0,21,30,4124,496,3,1,2
"EfaB_MINUS_19222.g1692",21,26,32,75,83,1519,120,2788,4936,12040,4,291,861,6,7277,4069,2267,297,3,6,17
"EfaB_MINUS_19222.g1693",6,2,13,20,24,396,32,305,3847,7573,3,102,588,1,2071,4440,5858,637,2,0,4
"EfaB_MINUS_19222.g1694",6,1,6,28,18,303,15,384,972,2549,0,54,232,3,2169,1218,2817,102,5,2,2
"EfaB_MINUS_19222.g1695",2,2,3,10,10,188,23,471,953,2332,2,18,196,1,3271,816,2643,364,0,0,3
"EfaB_MINUS_1925.g208",0,0,1,6,12,143,6,405,158,321,1,19,19,3,5,9,3344,1227,0,0,4
"EfaB_MINUS_193.g2",7,17,12,14,24,567,51,2061,875,2111,1,155,119,3,573,7888,4969,585,2,7,9
"EfaB_MINUS_19717.g1696",35,34,51,147,142,2772,362,4807,28822,51027,8,854,3901,14,68953,11184,17153,4188,5,13,25
"EfaB_MINUS_19717.g1697",32,70,72,119,126,3179,373,13711,13314,16599,3,748,1084,8,21405,43823,15908,5053,13,26,56
"EfaB_MINUS_19717.g1698",18,17,16,44,78,1385,113,2102,3860,10422,3,330,651,4,337,187,19612,2503,3,11,16
"EfaB_MINUS_19717.g1699",70,66,127,216,293,4866,493,12083,20947,46964,12,1081,2970,15,6511,5810,35668,5893,20,21,70
"EfaB_MINUS_19717.g1700",10,24,26,76,64,1425,113,5412,10760,14674,0,277,808,9,14878,27546,7245,2134,3,7,12
"EfaB_MINUS_19717.g1701",431,643,542,1103,1546,26424,2467,99041,40662,99470,52,5951,6916,47,1031,727,42651,11245,168,213,556
"EfaB_MINUS_19717.g1702",12,12,21,49,59,975,75,1739,8250,16318,1,173,937,0,11582,12665,6457,559,3,2,5
"EfaB_MINUS_19717.g1703",22,17,45,113,127,2190,132,6906,11106,25599,5,467,1307,3,2131,2473,29250,5439,7,9,24
"EfaB_MINUS_19717.g1704",15,17,23,81,75,1382,77,3270,7159,16841,5,293,835,1,1368,192,8310,2388,4,4,14
"EfaB_MINUS_19717.g1705",13,41,40,69,138,1857,169,5743,4116,9793,2,348,664,6,4804,3275,7107,699,12,17,20
"EfaB_MINUS_19717.g1706",126,136,239,474,472,9656,779,32367,49171,94820,14,1567,7251,49,19581,57658,41704,15709,50,28,105
"EfaB_MINUS_19717.g1707",31,27,38,72,95,1563,107,5309,2672,7143,3,302,753,3,14626,163233,3521,1329,6,7,22
"EfaB_MINUS_19717.g1708",892,2256,348,3019,5301,239055,22346,522882,14262,53824,57,28580,1447,19,2702,1427,1399,40,262,2648,1145
"EfaB_MINUS_19717.g1709",5,2,5,60,16,500,51,3765,14871,23351,3,309,1015,1,6881,96707,10773,3196,0,1,2
"EfaB_MINUS_19717.g1710",20,12,22,98,86,1099,162,2612,4090,11512,5,355,652,8,4819,4986,7409,1450,4,8,21
"EfaB_MINUS_19717.g1711",1,1,2,2,4,47,9,286,566,583,0,15,25,0,9807,16405,753,53,1,1,3
"EfaB_MINUS_19717.g1712",12,40,29,101,68,2649,257,9025,17510,29618,10,750,2560,11,92424,65337,27869,9907,6,29,11
"EfaB_MINUS_19717.g1713",2,0,0,11,0,149,8,323,3191,5126,0,24,402,0,10510,28593,454,20,0,0,0
"EfaB_MINUS_19717.g1714",32,28,40,91,91,1778,150,5530,6095,13333,5,395,951,6,7092,6176,8246,1796,13,8,21
"EfaB_MINUS_19717.g1715",77,78,35,395,284,12069,862,31492,174300,287030,7,1606,16792,56,10669,14259,1957,1876,15,74,59
"EfaB_MINUS_19717.g1716",57,93,76,206,164,5036,442,21492,8317,18213,11,1219,1193,8,24,46,45325,26185,17,43,69
"EfaB_MINUS_19717.g1717",1,0,0,17,0,48,8,143,25196,19728,0,11,436,4,435,1280,89,13,0,0,0
"EfaB_MINUS_19717.g1718",5,8,33,100,76,1816,204,5882,89346,86977,31,440,2291,12,45,59,17605,2061,16,45,31
"EfaB_MINUS_19717.g1719",0,0,0,29,0,9,0,30,30668,30349,0,2,951,2,26,12,581,14,1,0,1
"EfaB_MINUS_19717.g1720",0,0,0,4,0,0,0,4,16371,14190,0,0,311,0,0,1,1,0,0,0,0
"EfaB_MINUS_19717.g1721",0,0,0,6,0,0,0,0,17774,13372,0,0,267,0,0,7,2,0,0,0,0
"EfaB_MINUS_19717.g1722",0,0,0,28,0,0,0,1,33751,42429,0,0,1341,0,0,0,0,0,0,0,0
"EfaB_MINUS_19717.g1723",0,0,0,4,0,0,0,0,10736,11756,0,0,314,2,1,7,2,0,0,0,0
"EfaB_MINUS_1974.g209",87,103,60,210,276,6681,578,8048,12268,26352,9,1307,1869,12,3863,1434,40167,3539,28,37,77
"EfaB_MINUS_1974.g210",5,0,10,8,16,379,25,834,4678,8471,0,91,549,1,37137,29018,5927,892,1,3,9
"EfaB_MINUS_1974.g211",0,2,0,6,13,277,29,1093,425,1154,4,106,83,2,5742,4842,11223,1525,1,0,0
"EfaB_MINUS_1974.g212",0,0,2,6,7,192,11,770,306,709,0,72,63,0,3425,470,2683,787,4,0,0
"EfaB_MINUS_1974.g213",44,65,58,197,217,4633,428,9784,7553,19925,9,942,1536,6,3635,3130,58284,4516,23,23,48
"EfaB_MINUS_1974.g214",3,2,8,23,39,560,52,407,1166,3022,1,115,240,0,790,1892,2886,506,2,2,8
"EfaB_MINUS_1974.g215",32,43,67,155,195,2530,244,5970,6033,11599,5,499,905,3,9396,9557,21850,2749,16,15,34
"EfaB_MINUS_1974.g216",72,59,131,204,279,4656,363,12733,13396,30278,9,869,1819,14,9108,11230,48165,5691,24,30,48
"EfaB_MINUS_1974.g217",12,15,13,36,32,865,58,3586,1148,2640,1,167,146,1,824,232,3031,2232,3,9,14
"EfaB_MINUS_1974.g218",34,42,66,144,173,3265,273,9053,12158,28598,14,708,1912,13,17396,5453,20005,5176,17,14,37
"EfaB_MINUS_1974.g219",16,22,34,40,69,1335,107,1440,1020,2963,3,217,233,3,43,6,4944,618,9,9,24
"EfaB_MINUS_1974.g220",5,7,14,31,32,767,68,820,3026,7519,3,139,643,2,1778,4947,10246,968,4,4,15
"EfaB_MINUS_1974.g221",2,0,6,7,5,190,19,261,12447,24577,1,37,1531,2,3391,4823,2759,325,2,0,0
"EfaB_MINUS_1974.g222",20,11,20,53,68,1091,133,4265,10026,19375,4,303,1500,1,56171,59802,4315,2772,6,6,14
"EfaB_MINUS_1974.g223",36,49,23,77,100,5466,609,10944,2201,4152,3,901,250,2,2489,1887,32676,9672,6,45,10
"EfaB_MINUS_1974.g224",71,109,120,335,405,6279,733,13164,14786,35645,21,1881,2485,9,17359,1982,31660,3207,28,43,102
"EfaB_MINUS_1974.g225",0,0,2,25,1,6,3,37,62266,162862,2,9,9219,26,33,122,177,10,0,0,1
"EfaB_MINUS_1974.g226",10,4,31,52,55,874,82,1305,5400,10878,3,259,1000,3,1181,2103,11866,3291,4,0,11
"EfaB_MINUS_1974.g227",0,1,1,16,0,12,0,68,34843,35201,0,6,1060,3,7,63,524,79,0,0,0
"EfaB_MINUS_1974.g228",0,0,1,22,1,8,4,43,57238,74175,0,2,2655,4,2781,318,96,3,0,0,1
"EfaB_MINUS_1974.g229",5,6,10,68,34,732,29,1993,7236,12411,2,169,704,3,30464,75602,1250,644,4,0,0
"EfaB_MINUS_20371.g1725",138,114,209,638,806,11208,658,25680,22237,56148,16,1703,3482,28,23766,8153,15279,2077,35,48,145
"EfaB_MINUS_20371.g1726",56,117,48,134,164,7428,685,15510,587,1814,3,1095,63,0,499,289,44883,14386,31,89,49
"EfaB_MINUS_20371.g1727",22,13,16,44,47,1033,86,2391,23580,21470,2,151,745,7,1027,2450,2060,100,7,9,7
"EfaB_MINUS_20371.g1728",4,1,5,22,22,405,132,1937,3433,8013,3,154,615,4,3142,4739,5356,330,2,1,0
"EfaB_MINUS_20371.g1729",65,42,94,218,258,5124,323,7479,25220,52056,13,1098,3694,12,11405,9387,16954,2208,17,12,46
"EfaB_MINUS_20371.g1730",2,0,0,13,0,1,6,28,33294,37909,0,1,1095,1,24,144,73,2,0,0,0
"EfaB_MINUS_20371.g1731",1,0,2,8,0,38,2,206,11566,22459,0,11,1692,0,3107,1201,51,7,1,0,0
"EfaB_MINUS_20371.g1732",2,0,0,7,2,60,3,237,765,1292,0,53,78,0,1377,11973,912,96,0,0,1
"EfaB_MINUS_20371.g1733",7,3,8,19,40,348,28,512,922,2609,0,92,214,1,35,36,5840,707,2,0,8
"EfaB_MINUS_20371.g1734",12,14,25,40,51,600,78,984,1446,4129,0,151,337,5,7871,9793,3124,417,4,0,13
"EfaB_MINUS_20371.g1735",81,61,117,304,399,7406,532,20520,22139,53517,10,1559,3364,35,50462,7485,81450,15799,30,27,71
"EfaB_MINUS_20371.g1736",40,84,27,78,78,4146,530,11367,3454,8540,3,953,345,3,265,221,35205,7381,10,65,30
"EfaB_MINUS_20371.g1737",11,4,8,27,43,644,49,494,2804,6858,1,118,532,6,8312,7630,2900,450,2,2,3
