go,gene
GO:0005525,EfaB_PLUS_49504.g2696
GO:0007165,EfaB_PLUS_49504.g2696
GO:0005525,EfaB_PLUS_49504.g2696
GO:0007264,EfaB_PLUS_49504.g2696
GO:0005622,EfaB_PLUS_49504.g2696
GO:0016844,EfaB_PLUS_49504.g2699
GO:0009058,EfaB_PLUS_49504.g2699
GO:0007031,EfaB_PLUS_49504.g2701
GO:0005779,EfaB_PLUS_49504.g2701
GO:0005737,EfaB_PLUS_49504.g2702
GO:0004816,EfaB_PLUS_49504.g2702
GO:0000166,EfaB_PLUS_49504.g2702
GO:0005524,EfaB_PLUS_49504.g2702
GO:0006421,EfaB_PLUS_49504.g2702
GO:0000166,EfaB_PLUS_49504.g2702
GO:0006418,EfaB_PLUS_49504.g2702
GO:0005737,EfaB_PLUS_49504.g2702
GO:0004812,EfaB_PLUS_49504.g2702
GO:0005524,EfaB_PLUS_49504.g2702
GO:0004812,EfaB_PLUS_49504.g2702
GO:0005524,EfaB_PLUS_49504.g2702
GO:0006418,EfaB_PLUS_49504.g2702
GO:0000166,EfaB_PLUS_49504.g2702
GO:0005737,EfaB_PLUS_49504.g2702
GO:0003676,EfaB_PLUS_49504.g2702
GO:0004812,EfaB_PLUS_49504.g2702
GO:0000166,EfaB_PLUS_49504.g2702
GO:0005524,EfaB_PLUS_49504.g2702
GO:0005737,EfaB_PLUS_49504.g2702
GO:0006418,EfaB_PLUS_49504.g2702
GO:0004674,EfaB_PLUS_49504.g2707
GO:0006468,EfaB_PLUS_49504.g2707
GO:0016772,EfaB_PLUS_49504.g2707
GO:0004672,EfaB_PLUS_49504.g2707
GO:0006468,EfaB_PLUS_49504.g2707
GO:0005524,EfaB_PLUS_49504.g2707
GO:0005488,EfaB_PLUS_49504.g2710
GO:0006886,EfaB_PLUS_49504.g2710
GO:0030117,EfaB_PLUS_49504.g2710
GO:0016192,EfaB_PLUS_49504.g2710
GO:0016021,EfaB_PLUS_49504.g2712
GO:0042765,EfaB_PLUS_49504.g2712
GO:0016772,EfaB_PLUS_49504.g2713
GO:0016773,EfaB_PLUS_49504.g2713
GO:0005488,EfaB_PLUS_49504.g2715
GO:0008138,EfaB_PLUS_49504.g2716
GO:0006470,EfaB_PLUS_49504.g2716
GO:0006470,EfaB_PLUS_49504.g2716
GO:0008138,EfaB_PLUS_49504.g2716
GO:0004725,EfaB_PLUS_49504.g2716
GO:0016791,EfaB_PLUS_49504.g2716
GO:0016311,EfaB_PLUS_49504.g2716
GO:0016311,EfaB_PLUS_49504.g2716
GO:0016791,EfaB_PLUS_49504.g2716
GO:0009166,EfaB_PLUS_497.g44
GO:0016787,EfaB_PLUS_497.g44
GO:0055085,EfaB_PLUS_497.g45
GO:0016021,EfaB_PLUS_497.g45
GO:0005515,EfaB_PLUS_4993.g466
GO:0003918,EfaB_PLUS_4993.g466
GO:0003677,EfaB_PLUS_4993.g466
GO:0006265,EfaB_PLUS_4993.g466
GO:0005694,EfaB_PLUS_4993.g466
GO:0005524,EfaB_PLUS_4993.g466
GO:0005524,EfaB_PLUS_4993.g466
GO:0003918,EfaB_PLUS_4993.g466
GO:0003677,EfaB_PLUS_4993.g466
GO:0006265,EfaB_PLUS_4993.g466
GO:0005524,EfaB_PLUS_4993.g466
GO:0005694,EfaB_PLUS_4993.g466
GO:0006265,EfaB_PLUS_4993.g466
GO:0003677,EfaB_PLUS_4993.g466
GO:0005524,EfaB_PLUS_4993.g466
GO:0003918,EfaB_PLUS_4993.g466
GO:0006265,EfaB_PLUS_4993.g466
GO:0003677,EfaB_PLUS_4993.g466
GO:0003918,EfaB_PLUS_4993.g466
GO:0005694,EfaB_PLUS_4993.g466
GO:0005524,EfaB_PLUS_4993.g466
GO:0006265,EfaB_PLUS_4993.g466
GO:0003918,EfaB_PLUS_4993.g466
GO:0005694,EfaB_PLUS_4993.g466
GO:0003677,EfaB_PLUS_4993.g466
GO:0005524,EfaB_PLUS_4993.g466
GO:0006265,EfaB_PLUS_4993.g466
GO:0003918,EfaB_PLUS_4993.g466
GO:0005524,EfaB_PLUS_4993.g466
GO:0003677,EfaB_PLUS_4993.g466
GO:0005694,EfaB_PLUS_4993.g466
GO:0005524,EfaB_PLUS_50054.g2720
GO:0004386,EfaB_PLUS_50054.g2720
GO:0003676,EfaB_PLUS_50054.g2720
GO:0008026,EfaB_PLUS_50054.g2720
GO:0005524,EfaB_PLUS_50054.g2720
GO:0003676,EfaB_PLUS_50054.g2720
GO:0003676,EfaB_PLUS_50054.g2723
GO:0000166,EfaB_PLUS_50054.g2723
GO:0016818,EfaB_PLUS_50054.g2725
GO:0005524,EfaB_PLUS_50054.g2725
GO:0005524,EfaB_PLUS_50054.g2725
GO:0004386,EfaB_PLUS_50054.g2725
GO:0003676,EfaB_PLUS_50054.g2725
GO:0006508,EfaB_PLUS_50054.g2727
GO:0004190,EfaB_PLUS_50054.g2727
GO:0004190,EfaB_PLUS_50054.g2727
GO:0006508,EfaB_PLUS_50054.g2727
GO:0005524,EfaB_PLUS_50054.g2729
GO:0006241,EfaB_PLUS_50054.g2729
GO:0006228,EfaB_PLUS_50054.g2729
GO:0004550,EfaB_PLUS_50054.g2729
GO:0006165,EfaB_PLUS_50054.g2729
GO:0006183,EfaB_PLUS_50054.g2729
GO:0008152,EfaB_PLUS_50714.g2735
GO:0003824,EfaB_PLUS_50714.g2735
GO:0005525,EfaB_PLUS_50714.g2738
GO:0005525,EfaB_PLUS_50714.g2738
GO:0003924,EfaB_PLUS_50714.g2738
GO:0016021,EfaB_PLUS_50714.g2738
GO:0006812,EfaB_PLUS_50714.g2738
GO:0055085,EfaB_PLUS_50714.g2738
GO:0015299,EfaB_PLUS_50714.g2738
GO:0006298,EfaB_PLUS_5086.g471
GO:0005524,EfaB_PLUS_5086.g471
GO:0030983,EfaB_PLUS_5086.g471
GO:0006298,EfaB_PLUS_5086.g471
GO:0030983,EfaB_PLUS_5086.g471
GO:0005524,EfaB_PLUS_5086.g471
GO:0005524,EfaB_PLUS_5086.g471
GO:0006298,EfaB_PLUS_5086.g471
GO:0030983,EfaB_PLUS_5086.g471
GO:0030983,EfaB_PLUS_5086.g471
GO:0005524,EfaB_PLUS_5086.g471
GO:0006298,EfaB_PLUS_5086.g471
GO:0005840,EfaB_PLUS_52892.g2739
GO:0005622,EfaB_PLUS_52892.g2739
GO:0003735,EfaB_PLUS_52892.g2739
GO:0006412,EfaB_PLUS_52892.g2739
GO:0016491,EfaB_PLUS_52892.g2741
GO:0055114,EfaB_PLUS_52892.g2741
GO:0005515,EfaB_PLUS_52892.g2742
GO:0005634,EfaB_PLUS_52892.g2742
GO:0000398,EfaB_PLUS_52892.g2742
GO:0006396,EfaB_PLUS_52892.g2742
GO:0005622,EfaB_PLUS_52892.g2742
GO:0015992,EfaB_PLUS_52892.g2744
GO:0016820,EfaB_PLUS_52892.g2744
GO:0016471,EfaB_PLUS_52892.g2744
GO:0005634,EfaB_PLUS_52892.g2750
GO:0016021,EfaB_PLUS_52892.g2751
GO:0006465,EfaB_PLUS_52892.g2751
GO:0008233,EfaB_PLUS_52892.g2751
GO:0005787,EfaB_PLUS_52892.g2751
GO:0000166,EfaB_PLUS_52892.g2752
GO:0050662,EfaB_PLUS_52892.g2752
GO:0044237,EfaB_PLUS_52892.g2752
GO:0003824,EfaB_PLUS_52892.g2752
GO:0005515,EfaB_PLUS_52892.g2753
GO:0006468,EfaB_PLUS_52892.g2756
GO:0005524,EfaB_PLUS_52892.g2756
GO:0004672,EfaB_PLUS_52892.g2756
GO:0006468,EfaB_PLUS_52892.g2756
GO:0004674,EfaB_PLUS_52892.g2756
GO:0004672,EfaB_PLUS_52892.g2756
GO:0005524,EfaB_PLUS_52892.g2756
GO:0006468,EfaB_PLUS_52892.g2756
GO:0016772,EfaB_PLUS_52892.g2756
GO:0030036,EfaB_PLUS_52892.g2757
GO:0003779,EfaB_PLUS_52892.g2757
GO:0008290,EfaB_PLUS_52892.g2757
GO:0005737,EfaB_PLUS_52892.g2757
GO:0005515,EfaB_PLUS_52892.g2758
GO:0005875,EfaB_PLUS_52892.g2761
GO:0007017,EfaB_PLUS_52892.g2761
GO:0009116,EfaB_PLUS_52892.g2763
GO:0004588,EfaB_PLUS_52892.g2763
GO:0003676,EfaB_PLUS_52892.g2765
GO:0016021,EfaB_PLUS_52892.g2766
GO:0015116,EfaB_PLUS_52892.g2766
GO:0008272,EfaB_PLUS_52892.g2766
GO:0005086,EfaB_PLUS_52892.g2767
GO:0005622,EfaB_PLUS_52892.g2767
GO:0032012,EfaB_PLUS_52892.g2767
GO:0005622,EfaB_PLUS_52892.g2767
GO:0032313,EfaB_PLUS_52892.g2767
GO:0005097,EfaB_PLUS_52892.g2767
GO:0005515,EfaB_PLUS_53301.g2768
GO:0004812,EfaB_PLUS_53301.g2769
GO:0000166,EfaB_PLUS_53301.g2769
GO:0006418,EfaB_PLUS_53301.g2769
GO:0005737,EfaB_PLUS_53301.g2769
GO:0005524,EfaB_PLUS_53301.g2769
GO:0005524,EfaB_PLUS_53301.g2769
GO:0005737,EfaB_PLUS_53301.g2769
GO:0004812,EfaB_PLUS_53301.g2769
GO:0006418,EfaB_PLUS_53301.g2769
GO:0000166,EfaB_PLUS_53301.g2769
GO:0004827,EfaB_PLUS_53301.g2769
GO:0005737,EfaB_PLUS_53301.g2769
GO:0006433,EfaB_PLUS_53301.g2769
GO:0005524,EfaB_PLUS_53301.g2769
GO:0006457,EfaB_PLUS_53301.g2770
GO:0005524,EfaB_PLUS_53301.g2770
GO:0051082,EfaB_PLUS_53301.g2770
GO:0006457,EfaB_PLUS_53301.g2770
GO:0051082,EfaB_PLUS_53301.g2770
GO:0005524,EfaB_PLUS_53301.g2770
GO:0044267,EfaB_PLUS_53301.g2770
GO:0005524,EfaB_PLUS_53301.g2770
GO:0016706,EfaB_PLUS_53301.g2771
GO:0055114,EfaB_PLUS_53301.g2771
GO:0016491,EfaB_PLUS_53301.g2771
GO:0055114,EfaB_PLUS_53301.g2771
GO:0016705,EfaB_PLUS_53301.g2771
GO:0005506,EfaB_PLUS_53301.g2771
GO:0031418,EfaB_PLUS_53301.g2771
GO:0005515,EfaB_PLUS_53301.g2772
GO:0005634,EfaB_PLUS_53301.g2774
GO:0006355,EfaB_PLUS_53301.g2774
GO:0008152,EfaB_PLUS_53301.g2776
GO:0006629,EfaB_PLUS_53301.g2776
GO:0008616,EfaB_PLUS_53301.g2778
GO:0006400,EfaB_PLUS_53301.g2778
GO:0008479,EfaB_PLUS_53301.g2778
GO:0042626,EfaB_PLUS_53301.g2779
GO:0006468,EfaB_PLUS_53301.g2780
GO:0005524,EfaB_PLUS_53301.g2780
GO:0004672,EfaB_PLUS_53301.g2780
GO:0016772,EfaB_PLUS_53301.g2780
GO:0005524,EfaB_PLUS_53301.g2780
GO:0006468,EfaB_PLUS_53301.g2780
GO:0004674,EfaB_PLUS_53301.g2780
GO:0004672,EfaB_PLUS_53301.g2780
GO:0005524,EfaB_PLUS_53301.g2780
GO:0006468,EfaB_PLUS_53301.g2780
GO:0008270,EfaB_PLUS_53301.g2783
GO:0008237,EfaB_PLUS_53301.g2783
GO:0006508,EfaB_PLUS_53301.g2783
GO:0003824,EfaB_PLUS_53301.g2783
GO:0046872,EfaB_PLUS_53301.g2783
GO:0006508,EfaB_PLUS_53301.g2783
GO:0004222,EfaB_PLUS_53301.g2783
GO:0004222,EfaB_PLUS_53301.g2783
GO:0008270,EfaB_PLUS_53301.g2783
GO:0006508,EfaB_PLUS_53301.g2783
GO:0005634,EfaB_PLUS_53301.g2784
GO:0006260,EfaB_PLUS_53301.g2784
GO:0005515,EfaB_PLUS_53301.g2785
GO:0005200,EfaB_PLUS_54020.g2787
GO:0003676,EfaB_PLUS_5504.g477
GO:0003723,EfaB_PLUS_5504.g477
GO:0000166,EfaB_PLUS_5504.g477
GO:0003676,EfaB_PLUS_5504.g480
GO:0000166,EfaB_PLUS_5504.g480
GO:0016772,EfaB_PLUS_5519.g483
GO:0006468,EfaB_PLUS_5519.g483
GO:0004672,EfaB_PLUS_5519.g483
GO:0005524,EfaB_PLUS_5519.g483
GO:0005524,EfaB_PLUS_5519.g483
GO:0004672,EfaB_PLUS_5519.g483
GO:0006468,EfaB_PLUS_5519.g483
GO:0003676,EfaB_PLUS_5519.g486
GO:0008270,EfaB_PLUS_5670.g489
GO:0004185,EfaB_PLUS_5670.g489
GO:0006508,EfaB_PLUS_5670.g489
GO:0003677,EfaB_PLUS_5670.g489
GO:0005515,EfaB_PLUS_5670.g490
GO:0003824,EfaB_PLUS_5670.g491
GO:0000166,EfaB_PLUS_5670.g491
GO:0005488,EfaB_PLUS_5670.g495
GO:0016787,EfaB_PLUS_5670.g497
GO:0006355,EfaB_PLUS_5670.g498
GO:0003700,EfaB_PLUS_5670.g498
GO:0005515,EfaB_PLUS_56725.g2788
GO:0008270,EfaB_PLUS_56725.g2788
GO:0005515,EfaB_PLUS_56725.g2788
GO:0005509,EfaB_PLUS_56725.g2790
GO:0006468,EfaB_PLUS_56725.g2793
GO:0005524,EfaB_PLUS_56725.g2793
GO:0004672,EfaB_PLUS_56725.g2793
GO:0016772,EfaB_PLUS_56725.g2793
GO:0006468,EfaB_PLUS_56725.g2793
GO:0004674,EfaB_PLUS_56725.g2793
GO:0004672,EfaB_PLUS_56725.g2793
GO:0005524,EfaB_PLUS_56725.g2793
GO:0006468,EfaB_PLUS_56725.g2793
GO:0007018,EfaB_PLUS_56725.g2794
GO:0030286,EfaB_PLUS_56725.g2794
GO:0003777,EfaB_PLUS_56725.g2794
GO:0017111,EfaB_PLUS_56725.g2794
GO:0000166,EfaB_PLUS_56725.g2794
GO:0005515,EfaB_PLUS_56725.g2794
GO:0016887,EfaB_PLUS_56725.g2794
GO:0005524,EfaB_PLUS_56725.g2794
GO:0016747,EfaB_PLUS_56725.g2796
GO:0003824,EfaB_PLUS_56725.g2797
GO:0008152,EfaB_PLUS_56725.g2797
GO:0031072,EfaB_PLUS_56725.g2799
GO:0006457,EfaB_PLUS_56725.g2799
GO:0051082,EfaB_PLUS_56725.g2799
GO:0031072,EfaB_PLUS_56725.g2799
GO:0033179,EfaB_PLUS_56725.g2801
GO:0015991,EfaB_PLUS_56725.g2801
GO:0015078,EfaB_PLUS_56725.g2801
GO:0008152,EfaB_PLUS_56725.g2803
GO:0055114,EfaB_PLUS_56725.g2803
GO:0016491,EfaB_PLUS_56725.g2803
GO:0016491,EfaB_PLUS_56725.g2803
GO:0016620,EfaB_PLUS_56725.g2803
GO:0008152,EfaB_PLUS_56725.g2803
GO:0055114,EfaB_PLUS_56725.g2803
GO:0055114,EfaB_PLUS_56725.g2803
GO:0008152,EfaB_PLUS_56725.g2803
GO:0016491,EfaB_PLUS_56725.g2803
GO:0008026,EfaB_PLUS_56725.g2804
GO:0005524,EfaB_PLUS_56725.g2804
GO:0003676,EfaB_PLUS_56725.g2804
GO:0004386,EfaB_PLUS_56725.g2804
GO:0003676,EfaB_PLUS_56725.g2804
GO:0005524,EfaB_PLUS_56725.g2804
GO:0016310,EfaB_PLUS_56725.g2805
GO:0005524,EfaB_PLUS_56725.g2805
GO:0016301,EfaB_PLUS_56725.g2805
GO:0003824,EfaB_PLUS_56725.g2805
GO:0005524,EfaB_PLUS_56725.g2805
GO:0005524,EfaB_PLUS_56725.g2805
GO:0046854,EfaB_PLUS_56725.g2806
GO:0008287,EfaB_PLUS_56725.g2809
GO:0004722,EfaB_PLUS_56725.g2809
GO:0006470,EfaB_PLUS_56725.g2809
GO:0003824,EfaB_PLUS_56725.g2809
GO:0004672,EfaB_PLUS_56725.g2810
GO:0005524,EfaB_PLUS_56725.g2810
GO:0006468,EfaB_PLUS_56725.g2810
GO:0006468,EfaB_PLUS_56725.g2810
GO:0005524,EfaB_PLUS_56725.g2810
GO:0004672,EfaB_PLUS_56725.g2810
GO:0006468,EfaB_PLUS_56725.g2810
GO:0004674,EfaB_PLUS_56725.g2810
GO:0016772,EfaB_PLUS_56725.g2810
GO:0005524,EfaB_PLUS_56725.g2810
GO:0006355,EfaB_PLUS_56725.g2811
GO:0003700,EfaB_PLUS_56725.g2811
GO:0003676,EfaB_PLUS_56725.g2817
GO:0000166,EfaB_PLUS_56725.g2817
GO:0009055,EfaB_PLUS_56725.g2818
GO:0015035,EfaB_PLUS_56725.g2818
GO:0045454,EfaB_PLUS_56725.g2818
GO:0003909,EfaB_PLUS_56725.g2819
GO:0051103,EfaB_PLUS_56725.g2819
GO:0006310,EfaB_PLUS_56725.g2819
GO:0003910,EfaB_PLUS_56725.g2819
GO:0005524,EfaB_PLUS_56725.g2819
GO:0006260,EfaB_PLUS_56725.g2819
GO:0006281,EfaB_PLUS_56725.g2819
GO:0006310,EfaB_PLUS_56725.g2819
GO:0005524,EfaB_PLUS_56725.g2819
GO:0003910,EfaB_PLUS_56725.g2819
GO:0006281,EfaB_PLUS_56725.g2819
GO:0003677,EfaB_PLUS_56725.g2819
GO:0006281,EfaB_PLUS_56725.g2819
GO:0006310,EfaB_PLUS_56725.g2819
GO:0003910,EfaB_PLUS_56725.g2819
GO:0006281,EfaB_PLUS_56725.g2819
GO:0003910,EfaB_PLUS_56725.g2819
GO:0006310,EfaB_PLUS_56725.g2819
GO:0003723,EfaB_PLUS_56725.g2820
GO:0006457,EfaB_PLUS_56725.g2821
GO:0003755,EfaB_PLUS_56725.g2821
GO:0016567,EfaB_PLUS_56725.g2821
GO:0004842,EfaB_PLUS_56725.g2821
GO:0000151,EfaB_PLUS_56725.g2821
GO:0003755,EfaB_PLUS_56725.g2821
GO:0006457,EfaB_PLUS_56725.g2821
GO:0003723,EfaB_PLUS_56725.g2823
GO:0005488,EfaB_PLUS_56725.g2825
GO:0005488,EfaB_PLUS_56725.g2827
GO:0005524,EfaB_PLUS_56725.g2829
GO:0006096,EfaB_PLUS_56725.g2829
GO:0004396,EfaB_PLUS_56725.g2829
GO:0005524,EfaB_PLUS_56725.g2829
GO:0016773,EfaB_PLUS_56725.g2829
GO:0005975,EfaB_PLUS_56725.g2829
GO:0016773,EfaB_PLUS_56725.g2829
GO:0005975,EfaB_PLUS_56725.g2829
GO:0005524,EfaB_PLUS_56725.g2829
GO:0016773,EfaB_PLUS_56725.g2829
GO:0005524,EfaB_PLUS_56725.g2829
GO:0005975,EfaB_PLUS_56725.g2829
GO:0051536,EfaB_PLUS_56725.g2831
GO:0016226,EfaB_PLUS_56725.g2831
GO:0005506,EfaB_PLUS_56725.g2831
GO:0016226,EfaB_PLUS_56725.g2831
GO:0051536,EfaB_PLUS_56725.g2831
GO:0005506,EfaB_PLUS_56725.g2831
GO:0016972,EfaB_PLUS_56725.g2832
GO:0055114,EfaB_PLUS_56725.g2832
GO:0055114,EfaB_PLUS_56725.g2834
GO:0006784,EfaB_PLUS_56725.g2834
GO:0016627,EfaB_PLUS_56725.g2834
GO:0016020,EfaB_PLUS_56725.g2834
GO:0005515,EfaB_PLUS_56725.g2838
GO:0004222,EfaB_PLUS_56725.g2838
GO:0006508,EfaB_PLUS_56725.g2838
GO:0005515,EfaB_PLUS_56725.g2841
GO:0008654,EfaB_PLUS_56725.g2842
GO:0016780,EfaB_PLUS_56725.g2842
GO:0016020,EfaB_PLUS_56725.g2842
GO:0008270,EfaB_PLUS_56725.g2844
GO:0003676,EfaB_PLUS_56725.g2844
GO:0008168,EfaB_PLUS_56725.g2845
GO:0005515,EfaB_PLUS_56725.g2847
GO:0008104,EfaB_PLUS_56725.g2848
GO:0005509,EfaB_PLUS_56725.g2854
GO:0005634,EfaB_PLUS_56725.g2855
GO:0006529,EfaB_PLUS_56725.g2857
GO:0004066,EfaB_PLUS_56725.g2857
GO:0005524,EfaB_PLUS_56725.g2858
GO:0006260,EfaB_PLUS_56725.g2858
GO:0003677,EfaB_PLUS_56725.g2858
GO:0017111,EfaB_PLUS_56725.g2858
GO:0000166,EfaB_PLUS_56725.g2858
GO:0016020,EfaB_PLUS_56725.g2859
GO:0006508,EfaB_PLUS_56725.g2859
GO:0006508,EfaB_PLUS_56725.g2859
GO:0008236,EfaB_PLUS_56725.g2859
GO:0003774,EfaB_PLUS_56725.g2860
GO:0005524,EfaB_PLUS_56725.g2860
GO:0016459,EfaB_PLUS_56725.g2860
GO:0016740,EfaB_PLUS_5727.g499
GO:0016765,EfaB_PLUS_5727.g500
GO:0008270,EfaB_PLUS_5727.g501
GO:0005515,EfaB_PLUS_5727.g501
GO:0008270,EfaB_PLUS_5727.g502
GO:0005515,EfaB_PLUS_5727.g502
GO:0015074,EfaB_PLUS_5727.g504
GO:0003677,EfaB_PLUS_5727.g504
GO:0006310,EfaB_PLUS_5727.g504
GO:0003677,EfaB_PLUS_5727.g504
GO:0016881,EfaB_PLUS_5727.g505
GO:0003677,EfaB_PLUS_5727.g506
GO:0005515,EfaB_PLUS_5727.g506
GO:0043565,EfaB_PLUS_5727.g506
GO:0005622,EfaB_PLUS_5727.g506
GO:0008270,EfaB_PLUS_5727.g507
GO:0005622,EfaB_PLUS_5727.g507
GO:0016021,EfaB_PLUS_5727.g508
GO:0016021,EfaB_PLUS_5767.g509
GO:0055085,EfaB_PLUS_5767.g509
GO:0005515,EfaB_PLUS_5767.g510
GO:0015031,EfaB_PLUS_5767.g512
GO:0007264,EfaB_PLUS_5767.g512
GO:0005525,EfaB_PLUS_5767.g512
GO:0006913,EfaB_PLUS_5767.g512
GO:0006886,EfaB_PLUS_5767.g512
GO:0005525,EfaB_PLUS_5767.g512
GO:0007165,EfaB_PLUS_5767.g512
GO:0003924,EfaB_PLUS_5767.g512
GO:0006184,EfaB_PLUS_5767.g512
GO:0005525,EfaB_PLUS_5767.g512
GO:0005622,EfaB_PLUS_5767.g512
GO:0005525,EfaB_PLUS_5767.g512
GO:0007264,EfaB_PLUS_5767.g512
GO:0005525,EfaB_PLUS_5767.g512
GO:0007264,EfaB_PLUS_5767.g512
GO:0016020,EfaB_PLUS_5767.g512
GO:0005525,EfaB_PLUS_5767.g512
GO:0003924,EfaB_PLUS_5767.g512
GO:0007165,EfaB_PLUS_5767.g512
GO:0006184,EfaB_PLUS_5767.g512
GO:0031072,EfaB_PLUS_5767.g514
GO:0006457,EfaB_PLUS_5767.g514
GO:0051087,EfaB_PLUS_5767.g514
GO:0006457,EfaB_PLUS_5767.g514
GO:0003824,EfaB_PLUS_5788.g517
GO:0050660,EfaB_PLUS_5788.g517
GO:0008762,EfaB_PLUS_5788.g517
GO:0016491,EfaB_PLUS_5788.g517
GO:0055114,EfaB_PLUS_5788.g517
GO:0050660,EfaB_PLUS_5788.g517
GO:0003824,EfaB_PLUS_5788.g517
GO:0016614,EfaB_PLUS_5788.g517
GO:0055114,EfaB_PLUS_5788.g517
GO:0050660,EfaB_PLUS_5788.g517
GO:0003824,EfaB_PLUS_5788.g517
GO:0055114,EfaB_PLUS_5788.g517
GO:0016491,EfaB_PLUS_5788.g517
GO:0050660,EfaB_PLUS_5788.g517
GO:0050660,EfaB_PLUS_5788.g517
GO:0003824,EfaB_PLUS_5788.g517
GO:0050660,EfaB_PLUS_5788.g517
GO:0055114,EfaB_PLUS_5788.g517
GO:0008762,EfaB_PLUS_5788.g517
GO:0003824,EfaB_PLUS_5788.g517
GO:0006355,EfaB_PLUS_5788.g522
GO:0003700,EfaB_PLUS_5788.g522
GO:0008270,EfaB_PLUS_5788.g523
GO:0005515,EfaB_PLUS_5788.g523
GO:0006355,EfaB_PLUS_5788.g525
GO:0003700,EfaB_PLUS_5788.g525
GO:0001510,EfaB_PLUS_5788.g526
GO:0008168,EfaB_PLUS_5788.g526
GO:0008168,EfaB_PLUS_5788.g526
GO:0003676,EfaB_PLUS_5788.g526
GO:0032259,EfaB_PLUS_5788.g526
GO:0005622,EfaB_PLUS_5788.g526
GO:0006412,EfaB_PLUS_5788.g526
GO:0003735,EfaB_PLUS_5788.g526
GO:0005840,EfaB_PLUS_5788.g526
GO:0005849,EfaB_PLUS_5788.g527
GO:0006378,EfaB_PLUS_5788.g527
GO:0003729,EfaB_PLUS_5788.g527
GO:0005515,EfaB_PLUS_5788.g528
GO:0004222,EfaB_PLUS_5788.g529
GO:0006508,EfaB_PLUS_5788.g529
GO:0006508,EfaB_PLUS_5788.g529
GO:0004222,EfaB_PLUS_5788.g529
GO:0006812,EfaB_PLUS_5788.g530
GO:0055085,EfaB_PLUS_5788.g530
GO:0008324,EfaB_PLUS_5788.g530
GO:0016020,EfaB_PLUS_5788.g530
GO:0005524,EfaB_PLUS_5788.g531
GO:0016021,EfaB_PLUS_5788.g531
GO:0042626,EfaB_PLUS_5788.g531
GO:0006810,EfaB_PLUS_5788.g531
GO:0055085,EfaB_PLUS_5788.g531
GO:0000166,EfaB_PLUS_5788.g531
GO:0017111,EfaB_PLUS_5788.g531
GO:0042626,EfaB_PLUS_5788.g531
GO:0055085,EfaB_PLUS_5788.g531
GO:0006810,EfaB_PLUS_5788.g531
GO:0005524,EfaB_PLUS_5788.g531
GO:0016021,EfaB_PLUS_5788.g531
GO:0016887,EfaB_PLUS_5788.g531
GO:0005524,EfaB_PLUS_5788.g531
GO:0005524,EfaB_PLUS_5788.g531
GO:0016887,EfaB_PLUS_5788.g531
GO:0006457,EfaB_PLUS_5788.g538
GO:0003755,EfaB_PLUS_5788.g538
GO:0005515,EfaB_PLUS_5788.g538
GO:0003735,EfaB_PLUS_5788.g539
GO:0003723,EfaB_PLUS_5788.g539
GO:0005622,EfaB_PLUS_5788.g539
GO:0005840,EfaB_PLUS_5788.g539
GO:0006412,EfaB_PLUS_5788.g539
GO:0016881,EfaB_PLUS_5792.g541
GO:0004252,EfaB_PLUS_5792.g542
GO:0016021,EfaB_PLUS_5792.g542
GO:0005737,EfaB_PLUS_5792.g543
GO:0006914,EfaB_PLUS_5792.g543
GO:0046654,EfaB_PLUS_5792.g546
GO:0005737,EfaB_PLUS_5792.g546
GO:0003934,EfaB_PLUS_5792.g546
GO:0005737,EfaB_PLUS_5792.g546
GO:0003934,EfaB_PLUS_5792.g546
GO:0046654,EfaB_PLUS_5792.g546
GO:0016491,EfaB_PLUS_5792.g548
GO:0055114,EfaB_PLUS_5792.g548
GO:0050661,EfaB_PLUS_5792.g548
GO:0050660,EfaB_PLUS_5792.g548
GO:0042651,EfaB_PLUS_5792.g548
GO:0055114,EfaB_PLUS_5792.g548
GO:0004324,EfaB_PLUS_5792.g548
GO:0055114,EfaB_PLUS_5792.g548
GO:0016491,EfaB_PLUS_5792.g548
GO:0051603,EfaB_PLUS_5792.g549
GO:0005839,EfaB_PLUS_5792.g549
GO:0004298,EfaB_PLUS_5792.g549
GO:0005840,EfaB_PLUS_5792.g551
GO:0006412,EfaB_PLUS_5792.g551
GO:0005622,EfaB_PLUS_5792.g551
GO:0003735,EfaB_PLUS_5792.g551
GO:0008080,EfaB_PLUS_5792.g555
GO:0016787,EfaB_PLUS_5792.g556
GO:0005515,EfaB_PLUS_5792.g556
GO:0008270,EfaB_PLUS_5792.g559
GO:0005515,EfaB_PLUS_5792.g562
GO:0005488,EfaB_PLUS_5792.g564
GO:0005524,EfaB_PLUS_5792.g566
GO:0004386,EfaB_PLUS_5792.g566
GO:0003676,EfaB_PLUS_5792.g566
GO:0005524,EfaB_PLUS_5792.g566
GO:0003676,EfaB_PLUS_5792.g566
GO:0008026,EfaB_PLUS_5792.g566
GO:0003676,EfaB_PLUS_5792.g566
GO:0008026,EfaB_PLUS_5792.g566
GO:0005524,EfaB_PLUS_5792.g566
GO:0005515,EfaB_PLUS_5792.g568
GO:0005524,EfaB_PLUS_58361.g2861
GO:0051082,EfaB_PLUS_58361.g2866
GO:0006457,EfaB_PLUS_58361.g2866
GO:0016272,EfaB_PLUS_58361.g2866
GO:0005488,EfaB_PLUS_58361.g2867
