go,gene
GO:0003824,EfaB_MINUS_26415.g2246
GO:0003677,EfaB_MINUS_26415.g2246
GO:0003677,EfaB_MINUS_26415.g2246
GO:0003824,EfaB_MINUS_26415.g2246
GO:0016788,EfaB_MINUS_26415.g2246
GO:0006281,EfaB_MINUS_26415.g2246
GO:0004518,EfaB_MINUS_26415.g2246
GO:0004518,EfaB_MINUS_26415.g2246
GO:0006281,EfaB_MINUS_26415.g2246
GO:0055085,EfaB_MINUS_26415.g2248
GO:0016021,EfaB_MINUS_26415.g2248
GO:0005509,EfaB_MINUS_26415.g2249
GO:0006284,EfaB_MINUS_26415.g2252
GO:0004844,EfaB_MINUS_26415.g2252
GO:0016021,EfaB_MINUS_26415.g2252
GO:0005524,EfaB_MINUS_26415.g2252
GO:0055085,EfaB_MINUS_26415.g2252
GO:0006810,EfaB_MINUS_26415.g2252
GO:0042626,EfaB_MINUS_26415.g2252
GO:0005524,EfaB_MINUS_26415.g2252
GO:0016887,EfaB_MINUS_26415.g2252
GO:0000166,EfaB_MINUS_26415.g2252
GO:0017111,EfaB_MINUS_26415.g2252
GO:0016887,EfaB_MINUS_26415.g2252
GO:0005524,EfaB_MINUS_26415.g2252
GO:0006810,EfaB_MINUS_26415.g2252
GO:0005524,EfaB_MINUS_26415.g2252
GO:0055085,EfaB_MINUS_26415.g2252
GO:0042626,EfaB_MINUS_26415.g2252
GO:0016021,EfaB_MINUS_26415.g2252
GO:0006281,EfaB_MINUS_26415.g2252
GO:0016799,EfaB_MINUS_26415.g2252
GO:0005515,EfaB_MINUS_26792.g2254
GO:0008237,EfaB_MINUS_26792.g2256
GO:0008270,EfaB_MINUS_26792.g2256
GO:0008270,EfaB_MINUS_26792.g2256
GO:0004252,EfaB_MINUS_26792.g2257
GO:0006508,EfaB_MINUS_26792.g2257
GO:0001932,EfaB_MINUS_26831.g2258
GO:0005952,EfaB_MINUS_26831.g2258
GO:0008603,EfaB_MINUS_26831.g2258
GO:0005952,EfaB_MINUS_26831.g2258
GO:0001932,EfaB_MINUS_26831.g2258
GO:0008603,EfaB_MINUS_26831.g2258
GO:0016068,EfaB_MINUS_26831.g2259
GO:0033014,EfaB_MINUS_26831.g2261
GO:0033014,EfaB_MINUS_26831.g2261
GO:0004418,EfaB_MINUS_26831.g2261
GO:0018160,EfaB_MINUS_26831.g2261
GO:0033014,EfaB_MINUS_26831.g2261
GO:0004174,EfaB_MINUS_26831.g2262
GO:0055114,EfaB_MINUS_26831.g2262
GO:0005634,EfaB_MINUS_26831.g2263
GO:0003676,EfaB_MINUS_26831.g2264
GO:0008270,EfaB_MINUS_26831.g2264
GO:0006351,EfaB_MINUS_26831.g2264
GO:0008270,EfaB_MINUS_26831.g2264
GO:0003676,EfaB_MINUS_26831.g2264
GO:0006351,EfaB_MINUS_26831.g2264
GO:0005515,EfaB_MINUS_27262.g2269
GO:0005515,EfaB_MINUS_27383.g2272
GO:0005515,EfaB_MINUS_27383.g2277
GO:0008152,EfaB_MINUS_27413.g2280
GO:0003824,EfaB_MINUS_27413.g2280
GO:0031177,EfaB_MINUS_27413.g2280
GO:0005509,EfaB_MINUS_27413.g2281
GO:0005488,EfaB_MINUS_27413.g2282
GO:0005622,EfaB_MINUS_27413.g2284
GO:0008270,EfaB_MINUS_27413.g2284
GO:0003676,EfaB_MINUS_27413.g2284
GO:0005524,EfaB_MINUS_27413.g2286
GO:0006468,EfaB_MINUS_27413.g2286
GO:0004672,EfaB_MINUS_27413.g2286
GO:0005524,EfaB_MINUS_27413.g2286
GO:0004672,EfaB_MINUS_27413.g2286
GO:0005524,EfaB_MINUS_27413.g2286
GO:0006468,EfaB_MINUS_27413.g2286
GO:0016772,EfaB_MINUS_27413.g2286
GO:0006468,EfaB_MINUS_27413.g2286
GO:0004674,EfaB_MINUS_27413.g2286
GO:0005737,EfaB_MINUS_27413.g2287
GO:0006546,EfaB_MINUS_27413.g2287
GO:0004047,EfaB_MINUS_27413.g2287
GO:0005515,EfaB_MINUS_27413.g2289
GO:0004618,EfaB_MINUS_27413.g2290
GO:0006096,EfaB_MINUS_27413.g2290
GO:0006096,EfaB_MINUS_27413.g2290
GO:0004618,EfaB_MINUS_27413.g2290
GO:0005488,EfaB_MINUS_27413.g2292
GO:0055114,EfaB_MINUS_27413.g2293
GO:0004345,EfaB_MINUS_27413.g2293
GO:0006006,EfaB_MINUS_27413.g2293
GO:0000166,EfaB_MINUS_27413.g2293
GO:0050661,EfaB_MINUS_27413.g2293
GO:0055114,EfaB_MINUS_27413.g2293
GO:0004345,EfaB_MINUS_27413.g2293
GO:0006006,EfaB_MINUS_27413.g2293
GO:0005975,EfaB_MINUS_27413.g2293
GO:0006044,EfaB_MINUS_27413.g2293
GO:0004342,EfaB_MINUS_27413.g2293
GO:0006006,EfaB_MINUS_27413.g2293
GO:0055114,EfaB_MINUS_27413.g2293
GO:0004345,EfaB_MINUS_27413.g2293
GO:0050661,EfaB_MINUS_27413.g2293
GO:0006006,EfaB_MINUS_27413.g2293
GO:0004345,EfaB_MINUS_27413.g2293
GO:0055114,EfaB_MINUS_27413.g2293
GO:0006629,EfaB_MINUS_27413.g2295
GO:0008081,EfaB_MINUS_27413.g2295
GO:0055085,EfaB_MINUS_274.g32
GO:0003824,EfaB_MINUS_274.g33
GO:0008152,EfaB_MINUS_274.g33
GO:0031072,EfaB_MINUS_27555.g2298
GO:0003774,EfaB_MINUS_276.g36
GO:0016459,EfaB_MINUS_276.g36
GO:0005524,EfaB_MINUS_276.g36
GO:0042578,EfaB_MINUS_276.g38
GO:0005525,EfaB_MINUS_276.g39
GO:0005622,EfaB_MINUS_276.g39
GO:0007264,EfaB_MINUS_276.g39
GO:0007264,EfaB_MINUS_276.g39
GO:0005525,EfaB_MINUS_276.g39
GO:0005525,EfaB_MINUS_276.g39
GO:0005525,EfaB_MINUS_276.g39
GO:0006886,EfaB_MINUS_276.g39
GO:0007165,EfaB_MINUS_276.g39
GO:0006184,EfaB_MINUS_276.g39
GO:0006913,EfaB_MINUS_276.g39
GO:0003924,EfaB_MINUS_276.g39
GO:0005525,EfaB_MINUS_276.g39
GO:0007264,EfaB_MINUS_276.g39
GO:0015031,EfaB_MINUS_276.g39
GO:0007165,EfaB_MINUS_276.g39
GO:0003924,EfaB_MINUS_276.g39
GO:0016020,EfaB_MINUS_276.g39
GO:0006184,EfaB_MINUS_276.g39
GO:0005525,EfaB_MINUS_276.g39
GO:0055114,EfaB_MINUS_27770.g2299
GO:0016491,EfaB_MINUS_27770.g2299
GO:0003824,EfaB_MINUS_27770.g2300
GO:0005524,EfaB_MINUS_27770.g2303
GO:0000166,EfaB_MINUS_27770.g2303
GO:0017111,EfaB_MINUS_27770.g2303
GO:0005840,EfaB_MINUS_28105.g2306
GO:0006412,EfaB_MINUS_28105.g2306
GO:0003735,EfaB_MINUS_28105.g2306
GO:0005622,EfaB_MINUS_28105.g2306
GO:0009405,EfaB_MINUS_28105.g2308
GO:0016020,EfaB_MINUS_28105.g2308
GO:0055085,EfaB_MINUS_28105.g2310
GO:0003779,EfaB_MINUS_28105.g2311
GO:0030036,EfaB_MINUS_28105.g2311
GO:0016043,EfaB_MINUS_28105.g2311
GO:0005515,EfaB_MINUS_28105.g2313
GO:0005488,EfaB_MINUS_28105.g2313
GO:0005622,EfaB_MINUS_28203.g2327
GO:0008270,EfaB_MINUS_28203.g2327
GO:0005622,EfaB_MINUS_28203.g2329
GO:0005840,EfaB_MINUS_28203.g2329
GO:0003735,EfaB_MINUS_28203.g2329
GO:0006412,EfaB_MINUS_28203.g2329
GO:0004198,EfaB_MINUS_28261.g2331
GO:0006508,EfaB_MINUS_28261.g2331
GO:0005622,EfaB_MINUS_28261.g2331
GO:0016772,EfaB_MINUS_28261.g2332
GO:0005524,EfaB_MINUS_28261.g2332
GO:0006468,EfaB_MINUS_28261.g2332
GO:0004672,EfaB_MINUS_28261.g2332
GO:0000166,EfaB_MINUS_28261.g2334
GO:0017111,EfaB_MINUS_28261.g2334
GO:0005524,EfaB_MINUS_28261.g2334
GO:0003735,EfaB_MINUS_28261.g2336
GO:0005622,EfaB_MINUS_28261.g2336
GO:0005840,EfaB_MINUS_28261.g2336
GO:0006412,EfaB_MINUS_28261.g2336
GO:0004221,EfaB_MINUS_28918.g2339
GO:0006511,EfaB_MINUS_28918.g2339
GO:0005515,EfaB_MINUS_28918.g2339
GO:0006511,EfaB_MINUS_28918.g2339
GO:0004221,EfaB_MINUS_28918.g2339
GO:0003723,EfaB_MINUS_28918.g2340
GO:0000166,EfaB_MINUS_28918.g2341
GO:0017111,EfaB_MINUS_28918.g2341
GO:0005524,EfaB_MINUS_28918.g2341
GO:0045454,EfaB_MINUS_28918.g2342
GO:0005525,EfaB_MINUS_30201.g2344
GO:0019867,EfaB_MINUS_30201.g2344
GO:0009297,EfaB_MINUS_30201.g2344
GO:0005737,EfaB_MINUS_30201.g2345
GO:0000049,EfaB_MINUS_30201.g2345
GO:0005524,EfaB_MINUS_30201.g2345
GO:0043039,EfaB_MINUS_30201.g2345
GO:0004812,EfaB_MINUS_30201.g2345
GO:0005525,EfaB_MINUS_30201.g2346
GO:0008080,EfaB_MINUS_30201.g2347
GO:0004592,EfaB_MINUS_30201.g2347
GO:0015940,EfaB_MINUS_30201.g2347
GO:0003824,EfaB_MINUS_30201.g2347
GO:0009058,EfaB_MINUS_30201.g2347
GO:0005328,EfaB_MINUS_30201.g2350
GO:0016021,EfaB_MINUS_30201.g2350
GO:0006836,EfaB_MINUS_30201.g2350
GO:0055114,EfaB_MINUS_30201.g2352
GO:0016491,EfaB_MINUS_30201.g2352
GO:0016706,EfaB_MINUS_30201.g2352
GO:0005622,EfaB_MINUS_30201.g2354
GO:0003746,EfaB_MINUS_30201.g2354
GO:0006414,EfaB_MINUS_30201.g2354
GO:0003746,EfaB_MINUS_30201.g2354
GO:0005622,EfaB_MINUS_30201.g2354
GO:0006414,EfaB_MINUS_30201.g2354
GO:0005515,EfaB_MINUS_30201.g2354
GO:0006139,EfaB_MINUS_30201.g2355
GO:0019205,EfaB_MINUS_30201.g2355
GO:0005524,EfaB_MINUS_30201.g2355
GO:0005515,EfaB_MINUS_30201.g2358
GO:0009055,EfaB_MINUS_3088.g319
GO:0015035,EfaB_MINUS_3088.g319
GO:0045454,EfaB_MINUS_3088.g319
GO:0000166,EfaB_MINUS_31151.g2363
GO:0005515,EfaB_MINUS_31151.g2364
GO:0008270,EfaB_MINUS_31151.g2364
GO:0005515,EfaB_MINUS_31151.g2364
GO:0005488,EfaB_MINUS_31151.g2370
GO:0020037,EfaB_MINUS_31151.g2371
GO:0009055,EfaB_MINUS_31151.g2371
GO:0009055,EfaB_MINUS_31151.g2371
GO:0005506,EfaB_MINUS_31151.g2371
GO:0020037,EfaB_MINUS_31151.g2371
GO:0005515,EfaB_MINUS_31151.g2373
GO:0016020,EfaB_MINUS_31151.g2377
GO:0005216,EfaB_MINUS_31151.g2377
GO:0006811,EfaB_MINUS_31151.g2377
GO:0055085,EfaB_MINUS_31151.g2377
GO:0008104,EfaB_MINUS_31498.g2379
GO:0005622,EfaB_MINUS_31498.g2381
GO:0008270,EfaB_MINUS_31498.g2381
GO:0006367,EfaB_MINUS_31498.g2385
GO:0005840,EfaB_MINUS_31498.g2388
GO:0003735,EfaB_MINUS_31498.g2388
GO:0005622,EfaB_MINUS_31498.g2388
GO:0006412,EfaB_MINUS_31498.g2388
GO:0005622,EfaB_MINUS_31498.g2388
GO:0003735,EfaB_MINUS_31498.g2388
GO:0006412,EfaB_MINUS_31498.g2388
GO:0005840,EfaB_MINUS_31498.g2388
GO:0016021,EfaB_MINUS_31498.g2390
GO:0005515,EfaB_MINUS_31498.g2390
GO:0006886,EfaB_MINUS_31498.g2393
GO:0008565,EfaB_MINUS_31498.g2393
GO:0005488,EfaB_MINUS_31498.g2393
GO:0006886,EfaB_MINUS_31498.g2393
GO:0006139,EfaB_MINUS_31498.g2395
GO:0008168,EfaB_MINUS_31498.g2395
GO:0000287,EfaB_MINUS_31498.g2397
GO:0000015,EfaB_MINUS_31498.g2397
GO:0006096,EfaB_MINUS_31498.g2397
GO:0004634,EfaB_MINUS_31498.g2397
GO:0004634,EfaB_MINUS_31498.g2397
GO:0000287,EfaB_MINUS_31498.g2397
GO:0000015,EfaB_MINUS_31498.g2397
GO:0006096,EfaB_MINUS_31498.g2397
GO:0000015,EfaB_MINUS_31498.g2397
GO:0006096,EfaB_MINUS_31498.g2397
GO:0004634,EfaB_MINUS_31498.g2397
GO:0000287,EfaB_MINUS_31498.g2397
GO:0000287,EfaB_MINUS_31498.g2397
GO:0006096,EfaB_MINUS_31498.g2397
GO:0004634,EfaB_MINUS_31498.g2397
GO:0000015,EfaB_MINUS_31498.g2397
GO:0005509,EfaB_MINUS_31498.g2398
GO:0030246,EfaB_MINUS_31498.g2399
GO:2001070,EfaB_MINUS_31498.g2399
GO:0006810,EfaB_MINUS_31498.g2401
GO:0006888,EfaB_MINUS_31498.g2401
GO:0005622,EfaB_MINUS_31498.g2401
GO:0008270,EfaB_MINUS_31498.g2402
GO:0018024,EfaB_MINUS_31498.g2402
GO:0034968,EfaB_MINUS_31498.g2402
GO:0005634,EfaB_MINUS_31498.g2402
GO:0042393,EfaB_MINUS_31498.g2402
GO:0005515,EfaB_MINUS_31498.g2402
GO:0006520,EfaB_MINUS_31498.g2403
GO:0003774,EfaB_MINUS_31498.g2406
GO:0016459,EfaB_MINUS_31498.g2406
GO:0005524,EfaB_MINUS_31498.g2406
GO:0005525,EfaB_MINUS_31498.g2407
GO:0007264,EfaB_MINUS_31498.g2407
GO:0005525,EfaB_MINUS_31498.g2407
GO:0005622,EfaB_MINUS_31498.g2407
GO:0007264,EfaB_MINUS_31498.g2407
GO:0005525,EfaB_MINUS_31498.g2407
GO:0006886,EfaB_MINUS_31498.g2407
GO:0006184,EfaB_MINUS_31498.g2407
GO:0003924,EfaB_MINUS_31498.g2407
GO:0006913,EfaB_MINUS_31498.g2407
GO:0005525,EfaB_MINUS_31498.g2407
GO:0007165,EfaB_MINUS_31498.g2407
GO:0007264,EfaB_MINUS_31498.g2407
GO:0005525,EfaB_MINUS_31498.g2407
GO:0015031,EfaB_MINUS_31498.g2407
GO:0005525,EfaB_MINUS_31498.g2407
GO:0007165,EfaB_MINUS_31498.g2407
GO:0003924,EfaB_MINUS_31498.g2407
GO:0016020,EfaB_MINUS_31498.g2407
GO:0006184,EfaB_MINUS_31498.g2407
GO:0007264,EfaB_MINUS_31498.g2407
GO:0005622,EfaB_MINUS_31498.g2407
GO:0005525,EfaB_MINUS_31498.g2407
GO:0000166,EfaB_MINUS_31498.g2409
GO:0046429,EfaB_MINUS_31498.g2411
GO:0016114,EfaB_MINUS_31498.g2411
GO:0055114,EfaB_MINUS_31498.g2411
GO:0005525,EfaB_MINUS_31498.g2412
GO:0003924,EfaB_MINUS_31498.g2412
GO:0005525,EfaB_MINUS_31498.g2412
GO:0019239,EfaB_MINUS_31498.g2414
GO:0009168,EfaB_MINUS_31498.g2414
GO:0008270,EfaB_MINUS_31498.g2415
GO:0004221,EfaB_MINUS_31498.g2415
GO:0006511,EfaB_MINUS_31498.g2415
GO:0005525,EfaB_MINUS_31498.g2416
GO:0003924,EfaB_MINUS_31498.g2416
GO:0009434,EfaB_MINUS_31498.g2417
GO:0048870,EfaB_MINUS_31498.g2417
GO:0016021,EfaB_MINUS_31498.g2419
GO:0005524,EfaB_MINUS_31498.g2421
GO:0006812,EfaB_MINUS_31498.g2421
GO:0015662,EfaB_MINUS_31498.g2421
GO:0016020,EfaB_MINUS_31498.g2421
GO:0003824,EfaB_MINUS_31498.g2421
GO:0008152,EfaB_MINUS_31498.g2421
GO:0006810,EfaB_MINUS_31746.g2422
GO:0005622,EfaB_MINUS_31746.g2422
GO:0005543,EfaB_MINUS_31746.g2422
GO:0005515,EfaB_MINUS_31746.g2422
GO:0016847,EfaB_MINUS_31746.g2423
GO:0042218,EfaB_MINUS_31746.g2423
GO:0030170,EfaB_MINUS_31746.g2423
GO:0003824,EfaB_MINUS_31746.g2423
GO:0003824,EfaB_MINUS_31746.g2423
GO:0030170,EfaB_MINUS_31746.g2423
GO:0016740,EfaB_MINUS_31746.g2423
GO:0030170,EfaB_MINUS_31746.g2423
GO:0009058,EfaB_MINUS_31746.g2423
GO:0004368,EfaB_MINUS_31746.g2424
GO:0009331,EfaB_MINUS_31746.g2424
GO:0055114,EfaB_MINUS_31746.g2424
GO:0006072,EfaB_MINUS_31746.g2424
GO:0055114,EfaB_MINUS_31746.g2424
GO:0016491,EfaB_MINUS_31746.g2424
GO:0005488,EfaB_MINUS_31746.g2425
GO:0005515,EfaB_MINUS_31746.g2427
GO:0016020,EfaB_MINUS_31746.g2430
GO:2001070,EfaB_MINUS_31746.g2432
GO:0030246,EfaB_MINUS_31746.g2432
GO:0005524,EfaB_MINUS_31746.g2432
GO:0003824,EfaB_MINUS_31746.g2432
GO:0016301,EfaB_MINUS_31746.g2432
GO:0005524,EfaB_MINUS_31746.g2432
GO:0016310,EfaB_MINUS_31746.g2432
GO:0005524,EfaB_MINUS_31746.g2432
GO:0005509,EfaB_MINUS_31746.g2435
GO:0005515,EfaB_MINUS_31746.g2435
GO:0005515,EfaB_MINUS_31746.g2436
GO:0005509,EfaB_MINUS_31746.g2436
GO:0030154,EfaB_MINUS_31746.g2436
GO:0016020,EfaB_MINUS_31746.g2436
GO:0005198,EfaB_MINUS_31746.g2438
GO:0005923,EfaB_MINUS_31746.g2438
GO:0005524,EfaB_MINUS_31746.g2438
GO:0008270,EfaB_MINUS_31746.g2438
GO:0008270,EfaB_MINUS_31746.g2442
GO:0005622,EfaB_MINUS_31746.g2442
GO:0035556,EfaB_MINUS_31746.g2448
GO:0005515,EfaB_MINUS_3222.g323
GO:0016020,EfaB_MINUS_3222.g324
GO:0006364,EfaB_MINUS_3222.g325
GO:0005524,EfaB_MINUS_32574.g2451
GO:0045261,EfaB_MINUS_32574.g2451
GO:0015986,EfaB_MINUS_32574.g2451
GO:0046961,EfaB_MINUS_32574.g2451
GO:0046933,EfaB_MINUS_32574.g2451
GO:0016469,EfaB_MINUS_32574.g2451
GO:0046961,EfaB_MINUS_32574.g2451
GO:0015992,EfaB_MINUS_32574.g2451
GO:0046933,EfaB_MINUS_32574.g2451
GO:0046034,EfaB_MINUS_32574.g2451
GO:0015991,EfaB_MINUS_32574.g2451
GO:0016820,EfaB_MINUS_32574.g2451
GO:0033178,EfaB_MINUS_32574.g2451
GO:0015992,EfaB_MINUS_32574.g2451
GO:0016469,EfaB_MINUS_32574.g2451
GO:0046961,EfaB_MINUS_32574.g2451
GO:0046933,EfaB_MINUS_32574.g2451
GO:0046034,EfaB_MINUS_32574.g2451
GO:0005524,EfaB_MINUS_32574.g2453
GO:0005524,EfaB_MINUS_32574.g2453
GO:0006950,EfaB_MINUS_32574.g2453
GO:0051082,EfaB_MINUS_32574.g2453
GO:0006457,EfaB_MINUS_32574.g2453
GO:0006457,EfaB_MINUS_32574.g2453
GO:0005524,EfaB_MINUS_32574.g2453
GO:0051082,EfaB_MINUS_32574.g2453
GO:0006950,EfaB_MINUS_32574.g2453
GO:0001522,EfaB_MINUS_32574.g2457
GO:0003723,EfaB_MINUS_32574.g2457
GO:0009982,EfaB_MINUS_32574.g2457
GO:0009451,EfaB_MINUS_32574.g2457
GO:0003677,EfaB_MINUS_32574.g2458
GO:0003824,EfaB_MINUS_32574.g2461
GO:0016020,EfaB_MINUS_32574.g2465
GO:0008158,EfaB_MINUS_32574.g2465
GO:0016021,EfaB_MINUS_32574.g2465
GO:0005488,EfaB_MINUS_32574.g2466
GO:0000079,EfaB_MINUS_32574.g2467
GO:0019901,EfaB_MINUS_32574.g2467
GO:0006096,EfaB_MINUS_32574.g2470
GO:0004618,EfaB_MINUS_32574.g2470
GO:0004618,EfaB_MINUS_32574.g2470
GO:0006096,EfaB_MINUS_32574.g2470
GO:0006355,EfaB_MINUS_32574.g2471
GO:0003700,EfaB_MINUS_32574.g2471
GO:0005524,EfaB_MINUS_32574.g2473
GO:0006812,EfaB_MINUS_32574.g2473
GO:0015662,EfaB_MINUS_32574.g2473
GO:0016020,EfaB_MINUS_32574.g2473
GO:0046872,EfaB_MINUS_32574.g2473
GO:0000166,EfaB_MINUS_32574.g2473
GO:0016820,EfaB_MINUS_32574.g2473
GO:0016020,EfaB_MINUS_32574.g2473
GO:0006754,EfaB_MINUS_32574.g2473
GO:0015662,EfaB_MINUS_32574.g2473
GO:0003824,EfaB_MINUS_32574.g2473
GO:0008152,EfaB_MINUS_32574.g2473
GO:0016787,EfaB_MINUS_32601.g2474
GO:0004672,EfaB_MINUS_32658.g2475
GO:0005524,EfaB_MINUS_32658.g2475
GO:0006468,EfaB_MINUS_32658.g2475
GO:0005524,EfaB_MINUS_32658.g2475
GO:0006468,EfaB_MINUS_32658.g2475
GO:0004672,EfaB_MINUS_32658.g2475
GO:0016772,EfaB_MINUS_32658.g2475
GO:0007264,EfaB_MINUS_32658.g2476
GO:0005622,EfaB_MINUS_32658.g2476
GO:0005525,EfaB_MINUS_32658.g2476
GO:0006886,EfaB_MINUS_32658.g2476
GO:0005525,EfaB_MINUS_32658.g2476
GO:0005622,EfaB_MINUS_32658.g2476
GO:0005525,EfaB_MINUS_32658.g2476
GO:0006364,EfaB_MINUS_32658.g2477
GO:0043022,EfaB_MINUS_32658.g2477
GO:0005840,EfaB_MINUS_32658.g2477
GO:0006364,EfaB_MINUS_32658.g2477
GO:0006886,EfaB_MINUS_32658.g2478
GO:0030127,EfaB_MINUS_32658.g2478
GO:0006888,EfaB_MINUS_32658.g2478
GO:0006888,EfaB_MINUS_32658.g2478
GO:0030127,EfaB_MINUS_32658.g2478
GO:0006886,EfaB_MINUS_32658.g2478
GO:0016021,EfaB_MINUS_3310.g330
GO:0006506,EfaB_MINUS_3310.g330
GO:0017176,EfaB_MINUS_3310.g330
GO:0045039,EfaB_MINUS_33184.g2480
GO:0042719,EfaB_MINUS_33184.g2480
GO:0006626,EfaB_MINUS_33184.g2480
GO:0005524,EfaB_MINUS_33184.g2481
GO:0000166,EfaB_MINUS_33184.g2481
GO:0017111,EfaB_MINUS_33184.g2481
GO:0000287,EfaB_MINUS_33184.g2482
GO:0004749,EfaB_MINUS_33184.g2482
GO:0009165,EfaB_MINUS_33184.g2482
GO:0009116,EfaB_MINUS_33184.g2482
GO:0016772,EfaB_MINUS_33184.g2485
GO:0005525,EfaB_MINUS_33184.g2486
GO:0005525,EfaB_MINUS_33184.g2486
GO:0003924,EfaB_MINUS_33184.g2486
GO:0030170,EfaB_MINUS_33184.g2487
GO:0008483,EfaB_MINUS_33184.g2487
GO:0008483,EfaB_MINUS_33184.g2487
GO:0030170,EfaB_MINUS_33184.g2487
GO:0003824,EfaB_MINUS_33184.g2487
GO:0030170,EfaB_MINUS_33184.g2487
GO:0030170,EfaB_MINUS_33184.g2487
GO:0003824,EfaB_MINUS_33184.g2487
GO:0003723,EfaB_MINUS_33184.g2488
GO:0055085,EfaB_MINUS_33184.g2489
GO:0016021,EfaB_MINUS_33184.g2489
GO:0016192,EfaB_MINUS_33184.g2490
GO:0006886,EfaB_MINUS_33184.g2490
GO:0030131,EfaB_MINUS_33184.g2490
GO:0030131,EfaB_MINUS_33184.g2490
GO:0016192,EfaB_MINUS_33184.g2490
GO:0006886,EfaB_MINUS_33184.g2490
GO:0005515,EfaB_MINUS_33184.g2490
GO:0006886,EfaB_MINUS_33184.g2490
GO:0016192,EfaB_MINUS_33184.g2490
GO:0030131,EfaB_MINUS_33184.g2490
GO:0006810,EfaB_MINUS_33184.g2490
GO:0005524,EfaB_MINUS_33184.g2491
GO:0004674,EfaB_MINUS_33184.g2491
GO:0006468,EfaB_MINUS_33184.g2491
GO:0016772,EfaB_MINUS_33184.g2491
GO:0004672,EfaB_MINUS_33184.g2491
GO:0005524,EfaB_MINUS_33184.g2491
GO:0006468,EfaB_MINUS_33184.g2491
GO:0005524,EfaB_MINUS_33184.g2491
GO:0006468,EfaB_MINUS_33184.g2491
GO:0004672,EfaB_MINUS_33184.g2491
GO:0005681,EfaB_MINUS_33184.g2492
GO:0007067,EfaB_MINUS_33184.g2492
GO:0005515,EfaB_MINUS_33184.g2495
GO:0006413,EfaB_MINUS_33184.g2495
GO:0003743,EfaB_MINUS_33184.g2495
GO:0005852,EfaB_MINUS_33184.g2495
GO:0005840,EfaB_MINUS_33184.g2496
GO:0003735,EfaB_MINUS_33184.g2496
GO:0006412,EfaB_MINUS_33184.g2496
GO:0003735,EfaB_MINUS_33184.g2496
GO:0005840,EfaB_MINUS_33184.g2496
GO:0006412,EfaB_MINUS_33184.g2496
GO:0003735,EfaB_MINUS_33184.g2496
GO:0006412,EfaB_MINUS_33184.g2496
GO:0005840,EfaB_MINUS_33184.g2496
GO:0000166,EfaB_MINUS_33184.g2498
GO:0003676,EfaB_MINUS_33184.g2498
GO:0004114,EfaB_MINUS_33184.g2500
GO:0007165,EfaB_MINUS_33184.g2500
GO:0005525,EfaB_MINUS_33184.g2502
GO:0003676,EfaB_MINUS_33184.g2503
GO:0000166,EfaB_MINUS_33184.g2503
GO:0005488,EfaB_MINUS_33184.g2507
GO:0003755,EfaB_MINUS_33184.g2509
GO:0006457,EfaB_MINUS_33184.g2509
GO:0016192,EfaB_MINUS_331.g42
GO:0016021,EfaB_MINUS_331.g42
GO:0008233,EfaB_MINUS_33854.g2512
GO:0016020,EfaB_MINUS_33854.g2512
GO:0006465,EfaB_MINUS_33854.g2512
GO:0008236,EfaB_MINUS_33854.g2512
GO:0016021,EfaB_MINUS_33854.g2512
GO:0005634,EfaB_MINUS_33854.g2515
GO:0008026,EfaB_MINUS_33854.g2516
GO:0005524,EfaB_MINUS_33854.g2516
GO:0003676,EfaB_MINUS_33854.g2516
GO:0003676,EfaB_MINUS_33854.g2516
GO:0004386,EfaB_MINUS_33854.g2516
GO:0005524,EfaB_MINUS_33854.g2516
GO:0005524,EfaB_MINUS_33854.g2516
GO:0008026,EfaB_MINUS_33854.g2516
GO:0003676,EfaB_MINUS_33854.g2516
GO:0005524,EfaB_MINUS_33854.g2518
GO:0044267,EfaB_MINUS_33854.g2518
GO:0005737,EfaB_MINUS_33854.g2518
GO:0042026,EfaB_MINUS_33854.g2518
GO:0005524,EfaB_MINUS_33854.g2518
GO:0005737,EfaB_MINUS_33854.g2518
GO:0006457,EfaB_MINUS_33854.g2518
GO:0005515,EfaB_MINUS_33854.g2520
GO:0055085,EfaB_MINUS_33854.g2521
GO:0016021,EfaB_MINUS_33854.g2521
GO:0042626,EfaB_MINUS_34010.g2524
GO:0006810,EfaB_MINUS_34010.g2524
GO:0005524,EfaB_MINUS_34010.g2524
GO:0055085,EfaB_MINUS_34010.g2524
GO:0016021,EfaB_MINUS_34010.g2524
GO:0006810,EfaB_MINUS_34010.g2524
GO:0005524,EfaB_MINUS_34010.g2524
GO:0055085,EfaB_MINUS_34010.g2524
GO:0042626,EfaB_MINUS_34010.g2524
GO:0016021,EfaB_MINUS_34010.g2524
GO:0016887,EfaB_MINUS_34010.g2524
GO:0005524,EfaB_MINUS_34010.g2524
GO:0005524,EfaB_MINUS_34010.g2524
GO:0016887,EfaB_MINUS_34010.g2524
GO:0000166,EfaB_MINUS_34010.g2524
GO:0017111,EfaB_MINUS_34010.g2524
GO:0016787,EfaB_MINUS_34010.g2525
GO:0005515,EfaB_MINUS_34010.g2527
GO:0006030,EfaB_MINUS_34010.g2530
GO:0005576,EfaB_MINUS_34010.g2530
GO:0008061,EfaB_MINUS_34010.g2530
GO:0005515,EfaB_MINUS_34010.g2530
GO:0005515,EfaB_MINUS_34010.g2532
GO:0007596,EfaB_MINUS_34010.g2532
