[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	
ETH_00000715	-3.8	3.84	5.78	
ETH_00000745	1	0	0	
ETH_00000750	1	0	0	
ETH_00000755	5.3	3.93	1.54	
ETH_00000760	-1.1	5.1	5.17	
ETH_00000765	-1.9	5.09	6.01	
ETH_00000770	11.8	5.02	1.45	
ETH_00000775	7.4	4.6	1.7	
ETH_00000780	-3.3	3.11	4.85	
ETH_00000785	8.8	4.21	1.08	
ETH_00000790	11.6	4.01	0.48	
ETH_00000795	-25.9	1.12	5.81	
ETH_00000800	-1.1	4.49	4.66	
ETH_00000805	2.6	4.43	3.04	
ETH_00000810	65.8	8.4	2.36	
ETH_00000815	1.3	0.37	0.04	
ETH_00000820	1.1	0.37	0.2	
ETH_00000825	1.6	7.32	6.65	
ETH_00000830	1.5	6.01	5.41	
ETH_00000835	-4.9	0.32	2.61	
ETH_00000840	1	0.29	0.24	
ETH_00000845	3.6	1.9	0.07	
ETH_00000850	14.6	6.71	2.84	
ETH_00000855	34.3	5.3	0.2	
ETH_00000860	-1.7	0.13	0.86	
ETH_00000865	1.4	4.58	4.06	
ETH_00000870	8.9	3.42	0.26	
ETH_00000875	2.7	9.54	8.08	
ETH_00000880	-6.9	1.3	4.08	
ETH_00000885	1.1	0.17	0	
ETH_00000890	-5.9	0.73	3.3	
ETH_00000895	-3.1	2.86	4.52	
ETH_00000900	-10.1	3.05	6.39	
ETH_00000905	-23.1	4.01	8.54	
ETH_00000910	-19.1	2.99	7.25	
ETH_00000915	8.5	7.43	4.35	
ETH_00000920	-7.8	2.65	5.62	
ETH_00000925	-2.4	4.15	5.4	
ETH_00000930	2	1.4	0.43	
ETH_00000935	1.4	4.65	4.17	
ETH_00000940	-2	1.08	2.11	
ETH_00000945	13.2	4.46	0.74	
ETH_00000950	-1.6	4.65	5.33	
ETH_00000955	-1.2	4.73	5.03	
ETH_00000960	1.4	7.98	7.51	
ETH_00000965	2	6.77	5.75	
ETH_00000970	1.1	0.76	0.68	
ETH_00000975	-6.2	3.41	6.04	
ETH_00000980	2.3	2.28	1.05	
ETH_00000985	-1.3	4.07	4.4	
ETH_00000990	3.1	3.01	1.36	
ETH_00000995	-2.2	0.47	1.6	
ETH_00001000	1	0	0	
ETH_00001005	1.2	0.25	0	
ETH_00001010	-1.3	5.14	5.52	
ETH_00001015	1.8	5.06	4.23	
ETH_00001020	1.1	0.22	0.06	
ETH_00001025	205	8.28	0.6	
ETH_00001030	-2.4	4.91	6.2	
ETH_00001035	-44.9	0.85	6.34	
ETH_00001040	13.5	5	1.24	
ETH_00001045	3.2	2.24	0.59	
ETH_00001050	-14.4	2	5.85	
ETH_00001055	2.2	4.25	3.12	
ETH_00001060	2.4	1.68	0.39	
ETH_00001065	1.9	5.56	4.66	
ETH_00001070	-1	4.59	4.61	
ETH_00001075	-1.6	3.31	4.01	
ETH_00001080	17.2	6.27	2.17	
ETH_00001085	1.2	0.47	0.27	
ETH_00001090	9.6	3.29	0.03	
ETH_00001105	-3.7	0	1.89	
ETH_00001110	1	0	0	
ETH_00001115	1	0	0	
ETH_00001120	2.3	1.62	0.42	
ETH_00001125	1.9	4.88	3.92	
ETH_00001130	1.5	4.47	3.93	
ETH_00001135	4.6	2.57	0.38	
ETH_00001140	2.8	5.38	3.88	
ETH_00001145	-1.1	5.94	6.11	
ETH_00001150	2.9	6.32	4.79	
ETH_00001155	74.7	6.22	0	
ETH_00001160	-2.7	4.5	5.92	
ETH_00001165	-1.8	0.18	1.06	
ETH_00001170	-2.4	1.72	2.99	
ETH_00001175	9.4	9.96	6.73	
ETH_00001180	-2.8	3.39	4.85	
ETH_00001185	-1.2	5.46	5.68	
ETH_00001190	-9.1	1.88	5.06	
ETH_00001195	1.2	0.79	0.46	
ETH_00001200	-1.2	0.81	1.07	
ETH_00001205	-1.5	0.09	0.65	
ETH_00001210	-3.9	4.69	6.66	
ETH_00001215	-22.1	0.67	5.13	
ETH_00001220	1.1	6.3	6.19	
ETH_00001225	-2.2	1.29	2.41	
ETH_00001230	-4.5	2.6	4.77	
ETH_00001235	-21.3	3.1	7.52	
ETH_00001240	3.2	8.12	6.45	
ETH_00001245	1.5	0.71	0.12	
ETH_00001250	3.4	1.84	0.07	
ETH_00001255	1.7	2	1.22	
ETH_00001260	-12.5	0.84	4.48	
ETH_00001265	1.2	0.46	0.24	
ETH_00001270	3.3	5.1	3.38	
ETH_00001275	-1.5	1.11	1.67	
ETH_00001280	-1.6	6.34	7.02	
ETH_00001285	17.3	4.54	0.42	
ETH_00001290	6.8	3.78	1.01	
ETH_00001295	2.4	4.23	2.99	
ETH_00001300	-1.7	1.25	1.99	
ETH_00001305	3.4	1.9	0.16	
ETH_00001310	17.8	4.42	0.27	
ETH_00001315	-37.5	1.9	7.13	
ETH_00001320	2.3	3.66	2.46	
ETH_00001325	2.6	5.34	3.97	
ETH_00001330	-2.6	7	8.36	
ETH_00001335	1.5	7.82	7.21	
ETH_00001340	6	7.17	4.59	
ETH_00001345	1.1	0.53	0.44	
ETH_00001360	-1.1	0.48	0.6	
ETH_00001365	-1.2	0	0.32	
ETH_00001370	111	7.32	0.52	
ETH_00001375	1.9	1.05	0.14	
ETH_00001380	17.2	7.3	3.19	
ETH_00001385	1.1	2.59	2.43	
ETH_00001390	1.2	5.38	5.18	
ETH_00001395	1.6	3.89	3.22	
ETH_00001400	1.2	0.29	0.05	
ETH_00001405	1	1.77	1.7	
ETH_00001410	4.1	3.7	1.66	
ETH_00001415	50.4	6.91	1.25	
ETH_00001420	1.1	0.3	0.13	
ETH_00001425	-21.5	2.51	6.94	
ETH_00001430	1.2	5.41	5.12	
ETH_00001435	1.9	5.18	4.21	
ETH_00001440	1.6	3.69	2.99	
ETH_00001445	-1.6	2	2.66	
ETH_00001450	1.4	3.59	3.06	
ETH_00001455	1.3	0.4	0	
ETH_00001460	1.1	0.17	0	
ETH_00001465	82.6	6.53	0.17	
ETH_00001470	6.4	2.78	0.1	
ETH_00001475	1.2	0.61	0.35	
ETH_00001480	1	0.33	0.31	
ETH_00001485	-1.4	0.84	1.28	
ETH_00001490	-6.8	3.16	5.94	
ETH_00001495	2.9	6.5	4.95	
ETH_00001500	1.4	1.73	1.24	
ETH_00001505	-1.2	0.94	1.25	
ETH_00001510	6.1	5.15	2.54	
ETH_00001515	-2.6	6.36	7.74	
ETH_00001520	8	3.07	0.06	
ETH_00001525	2.1	6.65	5.55	
ETH_00001530	7.1	5.43	2.61	
ETH_00001535	4.4	3.2	1.07	
ETH_00001540	-6.3	3.31	5.96	
ETH_00001545	-1.4	3.67	4.13	
ETH_00001550	-1.2	0.37	0.6	
ETH_00001555	4.5	5.37	3.2	
ETH_00001560	-6	2.39	4.98	
ETH_00001565	4.2	2.67	0.61	
ETH_00001570	-3.7	2.21	4.09	
ETH_00001575	-2.6	2.78	4.16	
ETH_00001580	1.2	1.55	1.31	
ETH_00001585	1.1	2.04	1.87	
ETH_00001590	-1.9	2.73	3.68	
ETH_00001595	-2.6	2.61	4.01	
ETH_00001600	-2.5	4.6	5.94	
ETH_00001605	1.1	5.19	5.11	
ETH_00001610	12.3	5.9	2.27	
ETH_00001615	-1.3	7.03	7.39	
ETH_00001620	1.1	5.4	5.25	
ETH_00001625	-2.3	0.27	1.45	
ETH_00001630	-1.6	1.07	1.76	
ETH_00001635	22.4	5.73	1.24	
ETH_00001640	-1.6	4.13	4.83	
ETH_00001645	1.8	3.12	2.29	
ETH_00001650	-25	3.95	8.59	
ETH_00001655	7.9	3.12	0.14	
ETH_00001660	-1.1	0.33	0.49	
ETH_00001665	3.7	3.06	1.16	
ETH_00001670	-3	0.25	1.83	
ETH_00001675	1.3	4.11	3.72	
ETH_00001680	11.5	4.63	1.11	
ETH_00001685	3.4	1.79	0.03	
ETH_00001690	3.3	2.3	0.58	
ETH_00001695	-113.7	1.27	8.1	
ETH_00001700	-1.7	0.2	0.97	
ETH_00001705	-2	0.45	1.43	
ETH_00001710	-14.6	0.75	4.62	
ETH_00001715	9.5	6.09	2.85	
ETH_00001720	-1.2	5.8	6.11	
ETH_00001725	-13.7	7.13	10.91	
ETH_00001730	-22.3	6.38	10.86	
ETH_00001735	-14.5	1.32	5.18	
ETH_00001740	-5.5	0.58	3.03	
ETH_00001745	-1.8	0.48	1.33	
ETH_00001750	-2.2	0.48	1.62	
ETH_00001755	1.9	2.03	1.07	
ETH_00001760	19.5	5.12	0.83	
ETH_00001765	-5.5	5.03	7.49	
ETH_00001770	-20.9	1.09	5.47	
ETH_00001775	2.3	5.33	4.12	
ETH_00001780	1.3	5.41	5.04	
ETH_00001785	1.6	4.9	4.21	
ETH_00001790	6.5	2.82	0.12	
ETH_00001795	-1.7	5.6	6.32	
ETH_00001800	-47.2	2.99	8.55	
ETH_00001805	83.8	7.46	1.07	
ETH_00001810	7.7	3.89	0.94	
ETH_00001815	-1.8	0.68	1.53	
ETH_00001820	-2.6	0.83	2.21	
ETH_00001825	-2.4	6.57	7.82	
ETH_00001830	1	0	0	
ETH_00001835	1	0	0	
ETH_00001840	1.1	0.18	0.1	
ETH_00001845	-1.1	0.64	0.82	
ETH_00001850	1.3	3.46	3.07	
ETH_00001855	-1.5	6.02	6.58	
ETH_00001860	-1.8	0.87	1.7	
ETH_00001865	2.6	1.62	0.22	
ETH_00001870	105.8	7.2	0.48	
ETH_00001875	1	0	0	
ETH_00001880	-1.3	1.1	1.44	
ETH_00001885	-1	0.29	0.31	
ETH_00001890	-2.6	5.17	6.54	
ETH_00001895	-1.3	0.94	1.34	
ETH_00001900	-3	0.99	2.57	
ETH_00001905	-2.2	3.24	4.37	
ETH_00001910	1.5	4.04	3.5	
ETH_00001915	1	1.87	1.81	
ETH_00001920	-4.2	12.63	14.69	
ETH_00001925	4.6	2.79	0.6	
ETH_00001930	-1.7	5.43	6.18	
ETH_00001935	2.7	6.22	4.8	
ETH_00001940	9.6	4.23	0.97	
ETH_00001945	25.5	5.97	1.29	
ETH_00001950	-23.3	3.51	8.05	
ETH_00001955	-1.8	0.3	1.18	
ETH_00001960	13	3.96	0.26	
ETH_00001965	1.5	8.36	7.77	
ETH_00001970	-1.2	0.76	1.01	
ETH_00001975	6.6	2.78	0.06	
ETH_00001980	-37.4	2.02	7.24	
ETH_00001985	3.6	4.24	2.4	
ETH_00001990	17.8	4.91	0.75	
ETH_00001995	2.6	1.58	0.21	
ETH_00002000	-1.2	5.59	5.89	
ETH_00002005	6.7	3.23	0.48	
ETH_00002010	-7.9	2.07	5.05	
ETH_00002015	-2.4	6.73	7.98	
ETH_00002020	216.3	7.92	0.16	
ETH_00002025	3.4	6.65	4.88	
ETH_00002030	1.9	5.57	4.62	
ETH_00002035	-3.8	2.97	4.91	
ETH_00002040	19.5	5.68	1.39	
ETH_00002045	1.3	0.62	0.3	
ETH_00002050	-40.1	0.85	6.18	
ETH_00002055	-7.2	3.52	6.38	
ETH_00002060	-10.1	5.21	8.55	
ETH_00002065	5.6	3.85	1.37	
ETH_00002070	9.4	7.15	3.92	
ETH_00002075	-1.9	1.55	2.46	
ETH_00002080	-6.7	0.86	3.6	
ETH_00002085	1.6	0.8	0.12	
ETH_00002090	-7.6	6.93	9.86	
ETH_00002095	3.4	7.26	5.49	
ETH_00002100	1.9	6.96	6.04	
ETH_00002105	-24.4	0.71	5.31	
ETH_00002110	-46.5	0.98	6.52	
ETH_00002115	-2.9	2.78	4.31	
ETH_00002120	-10	5.02	8.34	
ETH_00002125	4.8	3.33	1.08	
ETH_00002130	18	7.19	3.02	
ETH_00002135	1	0.45	0.4	
ETH_00002140	1.7	4.65	3.92	
ETH_00002145	-2	0.77	1.8	
ETH_00002150	7.9	3.14	0.16	
ETH_00002155	-7.3	4.8	7.66	
ETH_00002160	7.6	6.9	3.98	
ETH_00002165	1	0	0	
ETH_00002170	3.3	2.23	0.51	
ETH_00002175	-10.9	1.76	5.2	
ETH_00002180	-5.5	4.29	6.76	
ETH_00002185	3	4.65	3.07	
ETH_00002190	5.6	6.9	4.43	
ETH_00002195	-3.5	0.43	2.24	
ETH_00002200	23.1	8.36	3.83	
ETH_00002205	-7.5	4.41	7.33	
ETH_00002210	1.5	2.76	2.22	
ETH_00002215	-6.8	2.64	5.39	
ETH_00002220	-5.1	1.09	3.46	
ETH_00002225	-5.3	0.93	3.35	
ETH_00002230	6.4	9.48	6.79	
ETH_00002235	-6.5	2.63	5.33	
ETH_00002240	-4	3.3	5.28	
ETH_00002245	-4.5	3.75	5.93	
ETH_00002250	4.2	5.64	3.57	
ETH_00002255	2.9	8.83	7.31	
ETH_00002260	1	5.84	5.82	
ETH_00002265	53.5	5.84	0.09	
ETH_00002270	85.9	7.54	1.11	
ETH_00002275	2.5	4.11	2.76	
ETH_00002280	3.3	2.12	0.39	
ETH_00002285	6.1	3.05	0.45	
ETH_00002290	-2.4	2.65	3.94	
ETH_00002295	2	5.15	4.18	
ETH_00002300	-3.1	0.45	2.06	
ETH_00002305	-15.2	2.09	6.01	
ETH_00002310	20.5	5.2	0.84	
ETH_00002315	-1.2	3.75	3.95	
ETH_00002320	-1	0.11	0.11	
ETH_00002325	10	4.94	1.62	
ETH_00002330	1.2	2.75	2.43	
ETH_00002335	2.1	1.57	0.5	
ETH_00002340	2.1	5.05	3.96	
ETH_00002345	-1.2	0.17	0.4	
ETH_00002350	1.1	0.2	0	
ETH_00002355	-2.6	4.39	5.74	
ETH_00002360	-2.3	4.41	5.6	
ETH_00002365	-2.2	2.28	3.4	
ETH_00002370	1.3	2.24	1.81	
ETH_00002375	2.7	5.36	3.94	
ETH_00002380	1	0	0	
ETH_00002385	5.6	2.9	0.42	
ETH_00002390	-3.6	1.17	3.01	
ETH_00002395	4.6	2.19	0	
ETH_00002400	6.3	2.65	0	
ETH_00002405	-1	0.05	0.08	
ETH_00002410	1.9	1.26	0.32	
ETH_00002415	-2.4	2.59	3.85	
ETH_00002420	-10.6	1.04	4.45	
ETH_00002425	-6	0.87	3.45	
ETH_00002430	1.7	1.5	0.71	
ETH_00002435	1.5	1.04	0.46	
ETH_00002440	-1.2	4.34	4.64	
ETH_00002445	-1	2.53	2.57	
ETH_00002450	-8.9	1.13	4.29	
ETH_00002455	-1.1	3.39	3.55	
ETH_00002460	-1.9	3.37	4.3	
ETH_00002465	2.2	1.99	0.86	
ETH_00002470	-7.2	3.98	6.83	
ETH_00002475	-1.1	5.66	5.82	
ETH_00002480	132.2	8.97	1.93	
ETH_00002485	1.8	2.19	1.35	
ETH_00002490	1.7	4.22	3.42	
ETH_00002495	-1.3	0	0.43	
ETH_00002500	1.5	1.02	0.45	
ETH_00002505	2.4	5.26	4.02	
ETH_00002510	24.2	9.55	4.96	
ETH_00002515	-2.2	4.04	5.21	
ETH_00002520	-18.3	6.14	10.33	
ETH_00002525	208.3	7.85	0.15	
ETH_00002530	80.6	6.94	0.61	
ETH_00002535	-1.6	1.62	2.28	
ETH_00002540	-27.5	1.12	5.9	
ETH_00002545	-8.2	1.1	4.13	
ETH_00002550	-1.7	3.26	4	
ETH_00002555	-1.2	1.1	1.36	
ETH_00002560	-1.1	4.5	4.57	
ETH_00002565	-13.1	2.17	5.89	
ETH_00002570	-3	6.03	7.62	
ETH_00002575	-1.4	5.42	5.96	
ETH_00002580	-1.2	3.53	3.77	
ETH_00002585	-1.5	1.48	2.1	
ETH_00002590	-1.2	2.85	3.07	
ETH_00002595	-5.7	1.42	3.92	
ETH_00002600	1.9	5.73	4.83	
ETH_00002605	-1.1	6.34	6.54	
ETH_00002610	-1.1	0	0.13	
ETH_00002615	1.9	3.62	2.67	
ETH_00002620	2.7	2.48	1.02	
ETH_00002625	1.9	9.6	8.69	
ETH_00002630	-5.3	1.29	3.68	
ETH_00002635	4.9	4.6	2.3	
ETH_00002650	21.3	5.63	1.22	
ETH_00002655	37.6	6.75	1.51	
ETH_00002660	-79.5	2.88	9.19	
ETH_00002665	7.3	3.08	0.21	
ETH_00002670	1.5	2.58	2.03	
ETH_00002675	2.2	5.85	4.71	
ETH_00002680	-1.5	1.16	1.75	
ETH_00002685	1.2	0.81	0.58	
ETH_00002690	-7.5	1.74	4.65	
ETH_00002695	3.1	7.72	6.09	
ETH_00002700	6.2	5.53	2.9	
ETH_00002705	36.6	5.24	0.04	
ETH_00002710	-2.4	1.53	2.78	
ETH_00002715	-1.2	6.6	6.81	
ETH_00002720	1.6	2.77	2.13	
ETH_00002725	-2.5	3.21	4.52	
ETH_00002730	2	2.23	1.25	
ETH_00002735	-24.9	2.85	7.49	
ETH_00002740	87.2	7.08	0.63	
ETH_00002745	73.4	6.56	0.36	
ETH_00002750	3.7	5.04	3.14	
ETH_00002755	-2.4	3.48	4.72	
ETH_00002760	5.5	3.22	0.77	
ETH_00002765	-1.5	6.64	7.27	
ETH_00002770	-2.7	0.64	2.05	
ETH_00002775	2.5	4.65	3.35	
ETH_00002780	-29.4	4.89	9.77	
ETH_00002785	-4.1	0.64	2.66	
ETH_00002790	2.4	6.47	5.2	
ETH_00002795	-2.9	5.47	7.02	
ETH_00002800	1.8	5.29	4.43	
ETH_00002805	-5.1	6.87	9.21	
ETH_00002810	-1.1	3.47	3.62	
ETH_00002815	10.1	7.39	4.05	
ETH_00002820	5.6	6.8	4.32	
ETH_00002825	-2.5	5.39	6.72	
ETH_00002830	78.3	6.57	0.28	
ETH_00002835	-1.3	2.46	2.8	
ETH_00002840	-1.1	1.81	1.89	
ETH_00002845	1.2	0.42	0.18	
ETH_00002850	1.2	0.58	0.27	
ETH_00002855	-2.5	3.58	4.9	
ETH_00002860	1.4	4.94	4.44	
ETH_00002865	2.5	1.59	0.27	
ETH_00002870	2	1.16	0.15	
ETH_00002875	-2.1	5.42	6.51	
ETH_00002880	-2.5	3.21	4.54	
ETH_00002885	2.8	2.75	1.25	
ETH_00002890	1964.5	14.26	3.32	
ETH_00002895	1.6	0.69	0	
ETH_00002900	1.4	0.44	0	
ETH_00002905	3	4.17	2.57	
ETH_00002910	-1.4	1.52	2.05	
ETH_00002915	2.3	1.74	0.54	
ETH_00002920	-5.1	1.62	3.97	
ETH_00002925	2.2	4.12	2.99	
ETH_00002930	9.5	5.76	2.51	
ETH_00002935	-6.7	2.29	5.03	
ETH_00002940	-10.8	1.57	5	
ETH_00002945	2.3	6.34	5.13	
ETH_00002950	-76.4	2.81	9.07	
ETH_00002955	-5.7	1.75	4.27	
ETH_00002960	-4.6	1.75	3.94	
ETH_00002965	-1.5	2	2.6	
ETH_00002970	4.7	2.31	0.09	
ETH_00002975	14.4	5.48	1.64	
ETH_00002980	13.9	6.32	2.52	
ETH_00002985	1.3	1.29	0.86	
ETH_00002990	-1.8	5.62	6.45	
ETH_00002995	1.1	0.18	0	
ETH_00003000	1	0	0	
ETH_00003005	1.8	1.45	0.57	
ETH_00003010	1.9	2.4	1.46	
ETH_00003015	1.6	1.22	0.5	
ETH_00003020	2.1	4.19	3.1	
ETH_00003025	-6.1	0.96	3.57	
ETH_00003030	-4.9	1.69	3.99	
ETH_00003035	1.3	2.61	2.2	
ETH_00003040	-1.9	5.26	6.17	
ETH_00003045	1.7	1.22	0.48	
ETH_00003050	14.7	7.25	3.37	
ETH_00003055	-1.7	1.32	2.12	
ETH_00003060	2.8	5.09	3.6	
ETH_00003065	1.6	5.91	5.26	
ETH_00003070	5.5	4.84	2.38	
ETH_00003075	-25.7	2.43	7.11	
ETH_00003080	-2.8	0.29	1.77	
ETH_00003085	-2.1	1.65	2.74	
ETH_00003090	25.1	4.91	0.26	
ETH_00003095	-3	3.61	5.21	
ETH_00003100	-9.1	4.23	7.41	
ETH_00003105	-2.8	4.2	5.68	
ETH_00003110	1.9	1.63	0.68	
ETH_00003115	21.1	5.71	1.31	
ETH_00003120	5.8	5.32	2.79	
ETH_00003125	-1.2	3.12	3.36	
ETH_00003130	1.8	1.18	0.37	
ETH_00003135	4.5	3.61	1.44	
ETH_00003140	1.5	0.61	0	
ETH_00003145	12.4	5.24	1.6	
ETH_00003150	14.1	6.02	2.2	
ETH_00003155	-10	3.47	6.79	
ETH_00003160	4.8	4.39	2.12	
ETH_00003165	-5.4	0.38	2.82	
ETH_00003170	-3.7	1.1	3	
ETH_00003175	-9	1.09	4.26	
ETH_00003180	-15.5	1.95	5.9	
ETH_00003185	-1.2	4.87	5.17	
ETH_00003190	1.4	6.18	5.66	
ETH_00003195	1.8	2.21	1.36	
ETH_00003200	-1.6	2.02	2.7	
ETH_00003205	2.8	4.23	2.74	
ETH_00003210	-1.4	0.66	1.15	
ETH_00003215	-1.4	1.95	2.41	
ETH_00003220	-3.7	3.23	5.13	
ETH_00003225	1.2	7.24	6.93	
ETH_00003230	-23.1	7.12	11.65	
ETH_00003235	-5.3	0.47	2.87	
ETH_00003240	-9.4	0.61	3.85	
ETH_00003245	-1.3	3.46	3.88	
ETH_00003250	1.7	2.59	1.79	
ETH_00003255	-13.9	1.57	5.37	
ETH_00003260	4	6.68	4.7	
ETH_00003265	-12.4	1.13	4.76	
ETH_00003270	-33.2	1.45	6.5	
ETH_00003275	-1.1	0.16	0.31	
ETH_00003280	-8	0.47	3.47	
ETH_00003285	1.2	0.21	0	
ETH_00003290	4.2	2.39	0.33	
ETH_00003295	1.8	1.01	0.2	
ETH_00003300	-1.3	2.04	2.38	
ETH_00003305	-1.6	1.44	2.13	
ETH_00003310	-2.1	4	5.06	
ETH_00003315	6.1	4.53	1.91	
ETH_00003320	5.4	6.04	3.62	
ETH_00003325	2.3	4.38	3.16	
ETH_00003330	-9.7	0.91	4.19	
ETH_00003335	-14.1	0.83	4.64	
ETH_00003340	-2.4	1.95	3.2	
ETH_00003345	1.3	0.72	0.32	
ETH_00003350	1.2	0.81	0.53	
ETH_00003355	24.3	5.27	0.67	
ETH_00003360	-30.8	1.5	6.45	
ETH_00003365	-2.3	5.94	7.12	
ETH_00003370	-1.1	0.23	0.33	
ETH_00003375	-1.2	0.59	0.88	
