[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	
ETH_00009735	-1.1	1.26	1.35	
ETH_00009740	83.7	7.02	0.63	
ETH_00009745	-5.9	0.36	2.92	
ETH_00009750	4.2	6.6	4.53	
ETH_00009755	1.4	6.62	6.1	
ETH_00009760	-31.2	1	5.96	
ETH_00009765	-3.6	1.77	3.64	
ETH_00009770	1.1	2.17	2.05	
ETH_00009775	12	7.72	4.14	
ETH_00009780	12.1	5.04	1.45	
ETH_00009785	1.1	0.2	0.11	
ETH_00009790	-24.7	2.36	6.99	
ETH_00009795	-9.7	5.02	8.29	
ETH_00009800	-5.9	5.31	7.89	
ETH_00009805	10.1	5.62	2.29	
ETH_00009810	44	5.58	0.12	
ETH_00009815	-1.3	0.96	1.3	
ETH_00009820	10.9	6.92	3.47	
ETH_00009825	3.3	4.11	2.37	
ETH_00009830	-2.8	1.15	2.66	
ETH_00009835	-1.1	3.37	3.5	
ETH_00009840	-20	1.06	5.38	
ETH_00009845	2.6	2.07	0.67	
ETH_00009850	-42	1.9	7.29	
ETH_00009855	3.1	2.58	0.96	
ETH_00009860	28.8	7.13	2.29	
ETH_00009865	13.2	9	5.28	
ETH_00009870	3.1	3.11	1.5	
ETH_00009875	-2.3	0.47	1.67	
ETH_00009880	-2.4	0.49	1.74	
ETH_00009885	-22.3	3.78	8.26	
ETH_00009890	-4.3	5.64	7.76	
ETH_00009895	-1.6	5.29	6.01	
ETH_00009900	-75.4	1.45	7.69	
ETH_00009905	-6	0.54	3.11	
ETH_00009910	-2.9	2.76	4.32	
ETH_00009915	-8.9	0.68	3.83	
ETH_00009920	1.2	0.66	0.42	
ETH_00009925	-1.5	0.17	0.74	
ETH_00009930	1.2	4.47	4.24	
ETH_00009935	64.8	7.53	1.51	
ETH_00009940	-2.9	2.57	4.09	
ETH_00009945	1.8	5.25	4.38	
ETH_00009950	-1.2	3.68	3.93	
ETH_00009955	-23.9	2.76	7.33	
ETH_00009960	-4.6	3.75	5.96	
ETH_00009965	1.3	4.93	4.5	
ETH_00009970	-1.1	3.8	3.89	
ETH_00009975	-1.4	0.19	0.67	
ETH_00009980	-5.4	0.3	2.73	
ETH_00009985	-13.2	2.09	5.81	
ETH_00009990	1.1	2.72	2.57	
ETH_00009995	-21.7	1.91	6.34	
ETH_00010000	-6.4	2.89	5.56	
ETH_00010005	2.9	2.61	1.08	
ETH_00010010	1.3	8.38	8	
ETH_00010015	2.5	8.44	7.15	
ETH_00010020	-6.8	6.55	9.32	
ETH_00010025	-4.1	0.56	2.59	
ETH_00010030	-5.3	0.52	2.93	
ETH_00010035	1	0	0	
ETH_00010045	-4.3	1.55	3.66	
ETH_00010050	4.5	6.83	4.65	
ETH_00010055	-49	2.12	7.74	
ETH_00010060	-5.3	5.03	7.42	
ETH_00010065	1.8	1.92	1.11	
ETH_00010070	-6	4.29	6.86	
ETH_00010075	1.6	3.22	2.59	
ETH_00010080	1.2	5.15	4.85	
ETH_00010085	-2.3	2.03	3.22	
ETH_00010090	-1	0.95	0.99	
ETH_00010095	5.5	5.45	3	
ETH_00010100	2.1	1.31	0.21	
ETH_00010105	-1.3	5.99	6.34	
ETH_00010110	1.5	0.61	0	
ETH_00010115	-40.8	1.04	6.39	
ETH_00010120	-1.4	1.77	2.21	
ETH_00010125	1.3	1.03	0.7	
ETH_00010130	9.8	4.76	1.46	
ETH_00010135	20.7	5.2	0.82	
ETH_00010140	-1.1	0	0.09	
ETH_00010145	-1	0.09	0.09	
ETH_00010150	-23.8	0.77	5.35	
ETH_00010155	3.1	2.46	0.81	
ETH_00010160	1	0.34	0.27	
ETH_00010165	3.6	5.72	3.88	
ETH_00010170	-16.9	3.84	7.92	
ETH_00010175	2.8	1.74	0.24	
ETH_00010180	3.7	5.39	3.52	
ETH_00010185	-4.9	4.24	6.52	
ETH_00010190	-11.8	1.33	4.89	
ETH_00010195	-31.3	2.31	7.28	
ETH_00010200	1.4	0.78	0.25	
ETH_00010205	-1	0.31	0.33	
ETH_00010210	1.2	0.69	0.4	
ETH_00010215	-2.3	1.47	2.71	
ETH_00010220	-2.1	1.86	2.93	
ETH_00010225	-2.1	2.42	3.48	
ETH_00010230	-22.3	0.87	5.35	
ETH_00010235	-4.3	4.66	6.78	
ETH_00010240	-2.5	0.24	1.58	
ETH_00010245	4.3	2.13	0.04	
ETH_00010250	248.2	8.38	0.42	
ETH_00010255	12.8	6.88	3.2	
ETH_00010260	1.5	3.51	2.93	
ETH_00010265	2.6	4.5	3.11	
ETH_00010270	1.8	6	5.16	
ETH_00010275	-10.6	1.03	4.43	
ETH_00010280	2.8	1.73	0.27	
ETH_00010285	-3.5	0	1.81	
ETH_00010290	5.2	9.12	6.75	
ETH_00010295	-1.7	1.72	2.47	
ETH_00010300	-17.9	2.11	6.27	
ETH_00010305	-2	1.97	2.98	
ETH_00010310	2	2.17	1.2	
ETH_00010315	239.6	8.44	0.54	
ETH_00010320	-1.1	0.14	0.34	
ETH_00010325	-1.1	0.14	0.21	
ETH_00010330	2.4	5.73	4.45	
ETH_00010335	-9.2	3.44	6.64	
ETH_00010340	-1.9	1.25	2.2	
ETH_00010345	1.4	5.47	5.01	
ETH_00010350	1.1	2.34	2.16	
ETH_00010355	-8.7	0.44	3.56	
ETH_00010360	18.5	4.26	0.05	
ETH_00010365	-2	0.23	1.27	
ETH_00010370	1.1	0.52	0.41	
ETH_00010375	1.3	1.14	0.8	
ETH_00010380	-10.2	0.63	3.99	
ETH_00010385	4.7	2.41	0.17	
ETH_00010390	2.9	1.79	0.27	
ETH_00010395	1.8	5.72	4.87	
ETH_00010400	-7.7	0.87	3.81	
ETH_00010405	1	0	0	
ETH_00010410	-1.4	5.48	5.93	
ETH_00010415	1	5.4	5.37	
ETH_00010420	14.7	4.21	0.33	
ETH_00010425	-9.4	2.09	5.33	
ETH_00010430	-10.4	2.67	6.05	
ETH_00010435	1.9	4.05	3.12	
ETH_00010440	-1.3	5.12	5.53	
ETH_00010445	2.6	3.16	1.76	
ETH_00010450	30.2	5.53	0.62	
ETH_00010455	42.7	5.58	0.16	
ETH_00010460	3.7	6.01	4.13	
ETH_00010465	-1.1	1.79	1.97	
ETH_00010470	7.7	3.85	0.9	
ETH_00010475	2.9	1.52	0	
ETH_00010480	-6.8	1.16	3.92	
ETH_00010485	-3.4	6.38	8.14	
ETH_00010490	-2.6	8.74	10.14	
ETH_00010495	21.4	5.58	1.16	
ETH_00010500	4.8	2.55	0.28	
ETH_00010505	2.3	4.13	2.95	
ETH_00010515	1	0.35	0.28	
ETH_00010520	-5.1	0	2.36	
ETH_00010525	-68.3	1.28	7.37	
ETH_00010530	5.8	3.84	1.29	
ETH_00010535	7.6	3.54	0.62	
ETH_00010540	-6.2	5.32	7.96	
ETH_00010545	3.7	3.74	1.83	
ETH_00010550	-1.1	6.23	6.41	
ETH_00010555	-1.5	5.86	6.42	
ETH_00010560	5.8	4.95	2.42	
ETH_00010565	7.1	5.88	3.06	
ETH_00010570	-1.3	4.35	4.71	
ETH_00010575	-2.6	2.92	4.31	
ETH_00010580	-1.1	0.81	0.99	
ETH_00010585	-1	5.52	5.58	
ETH_00010590	-7.5	7.55	10.47	
ETH_00010595	4	2.12	0.12	
ETH_00010600	6.6	5.34	2.62	
ETH_00010605	-1.4	6.74	7.17	
ETH_00010610	19.8	5.31	1	
ETH_00010615	38.1	6.15	0.9	
ETH_00010620	3.1	5.25	3.61	
ETH_00010625	7.5	7.86	4.94	
ETH_00010630	-5.7	3.72	6.23	
ETH_00010635	1.9	4.82	3.9	
ETH_00010640	1.8	3.5	2.63	
ETH_00010645	6.3	11.94	9.28	
ETH_00010650	3.2	4.17	2.49	
ETH_00010655	-16.3	0.87	4.9	
ETH_00010660	-1.1	4.94	5.02	
ETH_00010665	-1.4	2.02	2.49	
ETH_00010670	13.2	5.01	1.29	
ETH_00010675	241.6	10.5	2.58	
ETH_00010680	-1.8	5.32	6.13	
ETH_00010685	5	7.76	5.45	
ETH_00010690	-9.4	4.97	8.2	
ETH_00010695	6.6	4.37	1.64	
ETH_00010700	1.6	1.76	1.07	
ETH_00010705	11.8	7.92	4.36	
ETH_00010710	1.1	5.17	5.03	
ETH_00010715	-1.1	1.23	1.31	
ETH_00010720	-48.5	2.37	7.97	
ETH_00010725	-2.9	5.49	7.04	
ETH_00010730	2.9	1.72	0.16	
ETH_00010735	1	0.21	0.17	
ETH_00010740	1.6	0.78	0.12	
ETH_00010745	-1.1	0	0.12	
ETH_00010750	-1	0.24	0.25	
ETH_00010755	1.7	0.79	0	
ETH_00010760	-2.6	0.58	1.96	
ETH_00010765	-1.2	0	0.28	
ETH_00010770	1.3	0.91	0.59	
ETH_00010775	-1.6	0.12	0.78	
ETH_00010780	4.9	3.34	1.05	
ETH_00010785	45.4	6.51	1.01	
ETH_00010790	-1.4	0.11	0.59	
ETH_00010792	1.4	0.5	0.06	
ETH_00010795	-4.4	1.04	3.17	
ETH_00010800	-1	0	0.07	
ETH_00010805	1	0	0	
ETH_00010815	-1.7	0.47	1.28	
ETH_00010825	1.1	0.12	0	
ETH_00010830	-1.3	3.32	3.72	
ETH_00010835	27	11.01	6.26	
ETH_00010840	3.7	2.41	0.51	
ETH_00010845	1.3	0.43	0.06	
ETH_00010850	4.5	9.01	6.84	
ETH_00010855	-1.1	0.13	0.31	
ETH_00010860	-1.9	2.55	3.51	
ETH_00010865	-25.6	3.89	8.57	
ETH_00010870	-1.8	0.31	1.14	
ETH_00010875	8.2	6.36	3.32	
ETH_00010880	1.9	1.61	0.73	
ETH_00010885	-4.2	6	8.07	
ETH_00010890	3.5	2.65	0.85	
ETH_00010895	4.8	2.49	0.24	
ETH_00010900	3.4	1.93	0.19	
ETH_00010905	-4.3	3.46	5.54	
ETH_00010910	-67	2.8	8.87	
ETH_00010915	-23.8	3.52	8.1	
ETH_00010920	44.4	6.85	1.37	
ETH_00010925	37.3	7.45	2.23	
ETH_00010930	15	6.69	2.78	
ETH_00010935	8.4	7.59	4.52	
ETH_00010940	9.4	8.32	5.08	
ETH_00010945	-1.9	2.54	3.45	
ETH_00010950	-1.9	2.54	3.46	
ETH_00010955	4.2	7.63	5.56	
ETH_00010960	21.5	5.99	1.56	
ETH_00010965	-4	3.04	5.03	
ETH_00010970	1.5	0.63	0.07	
ETH_00010975	1.4	0.65	0.14	
ETH_00010980	-1.1	6.81	6.96	
ETH_00010985	-1.6	5.77	6.41	
ETH_00010990	-1.1	3.17	3.27	
ETH_00011015	-2.3	0.51	1.73	
ETH_00011020	-4.2	2.14	4.23	
ETH_00011025	28.1	8.64	3.83	
ETH_00011030	8.3	4.8	1.75	
ETH_00011035	-3.2	7.21	8.89	
ETH_00011040	2.6	1.37	0	
ETH_00011045	8.9	4.1	0.95	
ETH_00011050	168.5	8.61	1.21	
ETH_00011055	2	1.24	0.23	
ETH_00011060	12.5	4.56	0.91	
ETH_00011065	1.7	2.95	2.2	
ETH_00011070	1.1	2.51	2.34	
ETH_00011075	1.3	5.03	4.66	
ETH_00011080	35.1	6.37	1.24	
ETH_00011085	115.3	7.17	0.32	
ETH_00011090	4.2	5	2.93	
ETH_00011095	-3	4.89	6.47	
ETH_00011100	-3.1	2.03	3.67	
ETH_00011105	1.2	0.93	0.67	
ETH_00011110	-2	1	1.98	
ETH_00011115	-5.5	1.87	4.32	
ETH_00011120	-2.8	2.25	3.74	
ETH_00011125	-1.4	5.46	5.98	
ETH_00011130	115.4	7.47	0.61	
ETH_00011135	-1.6	2.03	2.7	
ETH_00011140	1.2	5.08	4.8	
ETH_00011145	-6.2	1.83	4.47	
ETH_00011150	-1.3	4.26	4.64	
ETH_00011155	7.8	4.94	1.98	
ETH_00011160	6.7	5.53	2.77	
ETH_00011165	1.5	0.74	0.11	
ETH_00011170	-2.9	5.38	6.91	
ETH_00011175	1	3.17	3.15	
ETH_00011180	-2.1	3.47	4.53	
ETH_00011185	-5.7	3.45	5.97	
ETH_00011190	25.9	8.94	4.24	
ETH_00011195	-1.8	4.49	5.3	
ETH_00011200	47.5	9.19	3.63	
ETH_00011205	-1	7.94	8	
ETH_00011210	-2.3	6.65	7.84	
ETH_00011215	-18.6	1.3	5.52	
ETH_00011220	-1.4	1.7	2.23	
ETH_00011225	-5.4	0.55	2.99	
ETH_00011230	-1.1	0.53	0.65	
ETH_00011235	-15.4	1.26	5.2	
ETH_00011240	1.7	7.09	6.33	
ETH_00011245	1.9	6.04	5.08	
ETH_00011250	145.2	7.43	0.25	
ETH_00011255	-1.3	0.58	0.93	
ETH_00011260	1.1	0.36	0.18	
ETH_00011265	1.1	0.25	0.12	
ETH_00011270	-1.6	0.34	0.99	
ETH_00011275	1.1	0.52	0.37	
ETH_00011280	3.8	3.67	1.76	
ETH_00011285	-10.6	3.59	7	
ETH_00011290	-11.6	4.57	8.1	
ETH_00011295	-1.7	0.79	1.53	
ETH_00011300	-5.7	3.27	5.78	
ETH_00011305	-5.2	3.16	5.52	
ETH_00011310	-10.4	5.7	9.07	
ETH_00011315	2.1	5.5	4.42	
ETH_00011320	-1.1	5.4	5.52	
ETH_00011325	-8.6	4.87	7.97	
ETH_00011330	24.9	12.22	7.59	
ETH_00011335	-1.6	2.82	3.51	
ETH_00011340	2.1	1.79	0.73	
ETH_00011345	-2.6	4.04	5.42	
ETH_00011350	3.7	2.49	0.59	
ETH_00011355	-2.5	3.78	5.09	
ETH_00011360	-1.1	0.07	0.23	
ETH_00011365	-4.7	1.28	3.51	
ETH_00011370	-6.8	0.92	3.67	
ETH_00011375	-13.1	0.56	4.27	
ETH_00011380	1	0.13	0.07	
ETH_00011385	1.1	0.46	0.32	
ETH_00011390	1.3	1.04	0.63	
ETH_00011395	1.2	0.25	0	
ETH_00011400	1.2	0.43	0.13	
ETH_00011405	1.6	4.47	3.82	
ETH_00011410	2	5.28	4.26	
ETH_00011415	25.4	8.45	3.79	
ETH_00011420	1.6	0.91	0.22	
ETH_00011425	-1.3	0	0.37	
ETH_00011430	-3.3	0.5	2.22	
ETH_00011435	1.9	2.36	1.45	
ETH_00011440	-1.1	3	3.18	
ETH_00011445	-5.6	0.48	2.97	
ETH_00011450	3.5	2.09	0.26	
ETH_00011455	-3.7	2.02	3.89	
ETH_00011460	-1.6	1.29	1.95	
ETH_00011465	-2.1	0.12	1.16	
ETH_00011470	-2.3	0.5	1.72	
ETH_00011475	1.4	3.75	3.26	
ETH_00011480	-18.4	2.33	6.54	
ETH_00011485	-16.1	1.8	5.81	
ETH_00011490	-69.9	0.16	6.29	
ETH_00011495	4.9	2.63	0.33	
ETH_00011500	-2.4	1.25	2.49	
ETH_00011505	-1.9	1.17	2.11	
ETH_00011510	-1.6	1.88	2.57	
ETH_00011515	-19.7	3.93	8.23	
ETH_00011520	2	3.72	2.73	
ETH_00011525	2.8	5.17	3.66	
ETH_00011530	14.7	4.66	0.79	
ETH_00011535	4.2	2.64	0.58	
ETH_00011540	3.5	2.16	0.37	
ETH_00011545	-7.5	0.77	3.67	
ETH_00011550	1.5	3.23	2.62	
ETH_00011555	-8.2	0.87	3.91	
ETH_00011560	-5.4	3.29	5.72	
ETH_00011565	3.9	8.06	6.09	
ETH_00011570	3.3	2.49	0.77	
ETH_00011575	-1	0.14	0.17	
ETH_00011580	-1	0.23	0.24	
ETH_00011600	1.8	1.76	0.88	
ETH_00011605	4.9	5.17	2.88	
ETH_00011610	1.3	6.56	6.22	
ETH_00011615	-10.5	0.88	4.28	
ETH_00011620	1.9	5.58	4.66	
ETH_00011625	-7.4	3.96	6.83	
ETH_00011630	-6.6	4.38	7.1	
ETH_00011635	-2.8	2.76	4.24	
ETH_00011640	354.3	9.13	0.66	
ETH_00011645	-7.3	3.97	6.85	
ETH_00011650	1	0	0	
ETH_00011680	-3.4	2.44	4.21	
ETH_00011710	1.2	4.92	4.67	
ETH_00011715	-28.6	0.44	5.28	
ETH_00011720	-8.4	2.7	5.77	
ETH_00011725	3.2	6.19	4.5	
ETH_00011730	-27.5	5.35	10.13	
ETH_00011735	-2.8	4.06	5.56	
ETH_00011740	-11.9	5.31	8.87	
ETH_00011745	-11.8	2.2	5.76	
ETH_00011750	-1.4	0.66	1.18	
ETH_00011755	-1.5	0.47	1.09	
ETH_00011760	1.7	0.79	0	
ETH_00011765	11.1	3.59	0.12	
ETH_00011770	9.9	3.77	0.46	
ETH_00011775	1.2	4.94	4.71	
ETH_00011780	-1.3	0	0.37	
ETH_00011785	1	0	0	
ETH_00011790	-44.1	0.99	6.45	
ETH_00011795	5	3.59	1.27	
ETH_00011800	21.9	5.15	0.7	
ETH_00011805	-25.6	1.43	6.11	
ETH_00011810	4	5.25	3.24	
ETH_00011815	3.1	1.63	0	
ETH_00011820	-1.8	2.2	3.04	
ETH_00011825	2.4	8.15	6.87	
ETH_00011830	30.9	10.66	5.71	
ETH_00011835	1.8	6.63	5.81	
ETH_00011840	1.3	3.28	2.87	
ETH_00011845	-12.5	2.14	5.78	
ETH_00011850	1.2	0.76	0.45	
ETH_00011855	-1.8	1.02	1.85	
ETH_00011860	-16.1	2.74	6.75	
ETH_00011865	-1.3	9.27	9.68	
ETH_00011870	19.5	8.16	3.87	
ETH_00011875	6.6	9.6	6.87	
ETH_00011880	2	4.49	3.51	
ETH_00011885	-13.3	2.15	5.89	
ETH_00011890	-8.5	2.83	5.92	
ETH_00011895	-18.9	1.69	5.93	
ETH_00011900	-11	2.78	6.23	
ETH_00011905	-8.2	1.26	4.29	
ETH_00011910	-1.7	0.6	1.38	
ETH_00011915	-48.8	3.84	9.45	
ETH_00011920	3.5	3.29	1.48	
ETH_00011925	-1.4	6.14	6.58	
ETH_00011930	-2	6.25	7.26	
ETH_00011935	-3.4	3.16	4.93	
ETH_00011940	-3.4	7.21	9	
ETH_00011945	156.3	8.47	1.18	
ETH_00011950	39.5	8.02	2.72	
ETH_00011955	1.4	6.28	5.78	
ETH_00011960	1.6	1.57	0.9	
ETH_00011965	9.9	5.11	1.79	
ETH_00011970	-5	0.49	2.82	
ETH_00011975	-1.1	6.77	6.95	
ETH_00011980	-1.8	3.08	3.93	
ETH_00011985	1.5	6.41	5.79	
ETH_00011990	-1.3	4.83	5.15	
ETH_00011995	-2.1	4.51	5.62	
ETH_00012000	-4.5	0.22	2.39	
ETH_00012005	1.2	0.41	0.12	
ETH_00012010	-1.5	0	0.58	
ETH_00012015	-19.7	3.7	8	
ETH_00012020	-17.1	1.81	5.9	
ETH_00012025	-2.6	0.53	1.9	
ETH_00012030	3.8	3.94	2.01	
ETH_00012035	1.7	10.1	9.37	
ETH_00012040	-13.3	0.52	4.25	
ETH_00012045	1.3	5.04	4.64	
ETH_00012050	22.4	4.75	0.26	
ETH_00012055	2.9	3.68	2.16	
ETH_00012060	1.1	6.52	6.38	
ETH_00012065	1	7.49	7.43	
ETH_00012070	-42.1	1.12	6.52	
ETH_00012075	-4.6	2.21	4.42	
ETH_00012080	-6	0.75	3.34	
ETH_00012085	-18.6	0.48	4.7	
ETH_00012090	4.3	3.86	1.77	
ETH_00012095	-34.9	2.26	7.39	
ETH_00012100	16	4.86	0.85	
ETH_00012105	-2.8	1.22	2.69	
ETH_00012110	-2.7	2.85	4.27	
ETH_00012115	-2.7	2.82	4.24	
ETH_00012120	7.3	3.41	0.54	
ETH_00012125	58.2	6.05	0.19	
ETH_00012130	-1.2	0.27	0.57	
ETH_00012135	4.6	3.06	0.87	
ETH_00012140	-2.2	4.23	5.37	
ETH_00012145	1	0	0	
ETH_00012150	-9	2.52	5.68	
ETH_00012200	18.9	4.72	0.47	
ETH_00012205	12.9	5.24	1.56	
ETH_00012210	9.6	4.63	1.37	
ETH_00012215	-3	0.35	1.95	
ETH_00012220	-1.9	2.46	3.41	
ETH_00012225	-4.6	2.06	4.28	
ETH_00012230	1	0.18	0.15	
ETH_00012235	-52.1	2.84	8.54	
ETH_00012240	2.7	5.18	3.77	
ETH_00012245	1	7	6.96	
ETH_00012250	3.5	5.41	3.6	
ETH_00012255	-1.2	1.84	2.13	
ETH_00012260	-48.5	1.39	6.99	
ETH_00012265	1.7	1.33	0.54	
ETH_00012270	1.2	0.24	0	
ETH_00012275	-2.2	2.44	3.6	
ETH_00012280	-4.8	1.74	3.99	
ETH_00012285	1.3	6.55	6.18	
ETH_00012290	2.3	2.02	0.79	
ETH_00012295	33.1	8.79	3.74	
ETH_00012300	-4.6	3.96	6.16	
ETH_00012305	-1.4	0.46	0.92	
ETH_00012310	-3.5	4.37	6.16	
ETH_00012315	-9.1	4.56	7.75	
ETH_00012320	-3.3	5.74	7.47	
ETH_00012325	3.3	4.88	3.16	
ETH_00012330	-1.3	2.17	2.54	
ETH_00012335	1.8	4.82	3.96	
ETH_00012340	1	0.52	0.51	
ETH_00012345	-1.3	1.09	1.47	
ETH_00012350	-35	0.8	5.93	
ETH_00012355	-23.1	1.46	6	
ETH_00012360	20.1	7.68	3.35	
ETH_00012365	5	7.21	4.88	
ETH_00012370	1051.6	12.46	2.42	
ETH_00012375	-1.2	4.47	4.74	
ETH_00012380	1.8	6.63	5.76	
ETH_00012385	-4.1	4.55	6.59	
ETH_00012390	-3.9	0.45	2.4	
ETH_00012395	47.9	5.65	0.07	
ETH_00012400	-6.5	5.76	8.47	
ETH_00012405	81.4	6.79	0.45	
ETH_00012410	-1.5	0.43	0.98	
ETH_00012415	-1.2	0.23	0.47	
ETH_00012420	8.7	6.2	3.07	
ETH_00012425	5.8	2.72	0.19	
ETH_00012430	2.4	1.59	0.35	
ETH_00012435	1.2	1.13	0.89	
ETH_00012440	-26.7	5.98	10.72	
ETH_00012445	9.3	3.76	0.53	
ETH_00012450	-3.3	0.55	2.27	
ETH_00012455	-2	1.29	2.29	
ETH_00012460	-2	1.12	2.1	
ETH_00012465	-19.3	0.61	4.88	
ETH_00012470	-31.8	6.54	11.53	
ETH_00012475	-1.7	3.72	4.47	
ETH_00012480	49.1	6.14	0.52	
ETH_00012485	2.3	1.39	0.19	
ETH_00012490	4.1	3.61	1.59	
ETH_00012495	8	3.88	0.88	
ETH_00012500	-24.2	1.79	6.38	
ETH_00012505	1.4	7.14	6.61	
ETH_00012510	1.4	1.62	1.17	
ETH_00012515	1.7	5.3	4.58	
ETH_00012520	2	6.21	5.18	
ETH_00012525	-3.1	2.26	3.89	
ETH_00012530	-1.6	7.19	7.85	
ETH_00012535	33.5	5.67	0.61	
ETH_00012540	2.5	8.71	7.4	
ETH_00012545	-86.4	1.63	8.06	
ETH_00012550	-39.8	2.78	8.09	
ETH_00012555	-33.5	3.34	8.41	
ETH_00012560	-9	4.13	7.29	
ETH_00012565	-7.2	0.94	3.78	
ETH_00012570	1.1	2.12	1.98	
ETH_00012575	3.5	2.9	1.07	
ETH_00012580	-1.1	0.47	0.66	
ETH_00012585	-2.4	2.75	4.01	
ETH_00012590	1.6	5.29	4.62	
ETH_00012595	5.8	6.66	4.12	
ETH_00012600	-1.6	5.31	5.98	
ETH_00012605	-2.6	4.01	5.37	
ETH_00012610	-1.6	0.58	1.22	
ETH_00012615	-26.1	3.14	7.85	
ETH_00012620	4.1	2.51	0.46	
ETH_00012625	2.2	6.78	5.67	
ETH_00012630	1.1	6.14	5.98	
ETH_00012635	-8.7	0.21	3.33	
ETH_00012640	2	1.4	0.42	
ETH_00012645	-4.3	4.02	6.12	
ETH_00012650	5.9	4.69	2.13	
ETH_00012655	-3.7	1.38	3.27	
ETH_00012660	3.6	2.19	0.36	
ETH_00012665	20.8	5.24	0.86	
ETH_00012670	18.3	5.11	0.91	
ETH_00012675	-1.3	1.02	1.44	
ETH_00012680	-2.6	3.97	5.34	
ETH_00012685	360.3	9.05	0.55	
ETH_00012690	6	3.64	1.05	
ETH_00012695	-3.2	2.96	4.65	
ETH_00012700	-2.1	3.17	4.25	
ETH_00012705	2.1	7.88	6.83	
ETH_00012710	5.4	7.65	5.22	
ETH_00012715	17.7	5.06	0.91	
ETH_00012720	20.7	5.39	1.03	
ETH_00012725	-2.5	6.86	8.21	
ETH_00012730	3.1	2.37	0.75	
ETH_00012735	-2.5	4.95	6.26	
ETH_00012740	-1	7.66	7.71	
ETH_00012745	-3.7	2.96	4.84	
ETH_00012750	1.1	2.47	2.33	
ETH_00012755	-9	1.94	5.12	
ETH_00012760	-25.6	4.45	9.13	
ETH_00012765	-7.8	0.65	3.61	
ETH_00012770	-6.7	1.6	4.34	
ETH_00012775	-1	0.28	0.29	
ETH_00012780	7.2	3.27	0.42	
ETH_00012785	1	0	0	
ETH_00012790	-39.3	1.94	7.24	
ETH_00012795	-1.1	0.49	0.61	
ETH_00012800	1.2	0.31	0.06	
ETH_00012805	-1.6	0.28	0.95	
ETH_00012810	1.5	5.14	4.53	
ETH_00012815	-1.7	0.55	1.3	
ETH_00012820	1.1	1.66	1.49	
ETH_00012825	-5.1	0.61	2.96	
ETH_00012830	-3.4	2.22	3.98	
ETH_00012835	221.4	8.49	0.7	
ETH_00012840	-26.9	2.73	7.48	
ETH_00012845	-22.8	2.75	7.26	
ETH_00012850	2.8	2.81	1.33	
ETH_00012855	-20.1	1.2	5.53	
ETH_00012860	2.4	4.68	3.41	
ETH_00012865	-1.1	4.86	4.97	
ETH_00012870	2.6	3.83	2.43	
ETH_00012875	5.3	4.21	1.81	
ETH_00012880	5.7	5.1	2.58	
ETH_00012885	-1.4	2.49	2.98	
ETH_00012890	-2.1	3.25	4.34	
ETH_00012895	-9.1	1.38	4.56	
ETH_00012900	23.8	7.06	2.49	
ETH_00012905	21.6	6.23	1.8	
ETH_00012910	7.6	3.87	0.95	
ETH_00012915	-1.8	5.8	6.69	
ETH_00012920	1.3	4.77	4.43	
ETH_00012925	-1.1	4.89	5.01	
ETH_00012930	-4.4	1.35	3.48	
ETH_00012935	1.9	4.46	3.53	
ETH_00012940	-9.5	2.74	5.99	
ETH_00012945	1	4.73	4.73	
ETH_00012950	1.2	5.82	5.54	
ETH_00012955	9.3	4.82	1.6	
ETH_00012960	3.5	4.88	3.09	
ETH_00012965	3.8	6.51	4.57	
ETH_00012970	5.3	4.73	2.33	
ETH_00012975	3.1	2.53	0.91	
ETH_00012980	5.7	4.14	1.63	
ETH_00012985	-11.9	1.11	4.69	
ETH_00012990	-6.8	0.98	3.74	
ETH_00012995	-3.6	1.14	3.01	
ETH_00013000	-4.2	2.99	5.06	
ETH_00013005	4.8	4.05	1.8	
ETH_00013010	1.7	3.1	2.33	
ETH_00013015	-1.1	1.03	1.21	
ETH_00013020	-1.4	1.95	2.47	
ETH_00013025	10.3	4.37	1.01	
ETH_00013030	-65.4	0.9	6.93	
ETH_00013035	3	5.91	4.3	
ETH_00013040	134.1	7.36	0.3	
ETH_00013045	15.1	5.34	1.42	
ETH_00013050	3.6	2.34	0.48	
ETH_00013055	17.1	4.56	0.47	
ETH_00013060	-2.2	3.47	4.58	
ETH_00013065	16.8	4.89	0.82	
ETH_00013070	-1.2	6.6	6.82	
ETH_00013075	4.2	5.55	3.47	
ETH_00013080	-1.1	4.11	4.27	
ETH_00013085	-2.1	5.87	6.93	
ETH_00013090	-1.3	3.55	3.92	
ETH_00013095	-1.7	3.51	4.28	
ETH_00013100	71.5	8.79	2.63	
ETH_00013105	-35.6	3.72	8.87	
ETH_00013110	99.6	8.06	1.42	
ETH_00013115	8.2	4.66	1.62	
ETH_00013120	1.3	2.58	2.26	
ETH_00013125	3.8	5.72	3.81	
ETH_00013130	1.8	1.58	0.75	
ETH_00013135	-1.1	1.16	1.29	
ETH_00013140	13	4.65	0.95	
ETH_00013150	-1.2	0.11	0.36	
ETH_00013155	-1	0.59	0.61	
ETH_00013160	-3.4	0.1	1.86	
ETH_00013165	4	2.27	0.26	
ETH_00013170	2.4	1.34	0.06	
ETH_00013174	8.7	3.83	0.7	
ETH_00013178	708.5	11.82	2.35	
