[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	
ETH_00035795	2.2	1.93	0.77	
ETH_00035800	11.9	3.58	0	
ETH_00035805	1.3	4.11	3.73	
ETH_00035810	3.2	4.52	2.82	
ETH_00035815	1.4	8.05	7.54	
ETH_00035820	19.5	4.49	0.21	
ETH_00035825	2.4	7.25	5.99	
ETH_00035830	-4.3	0.69	2.8	
ETH_00035835	-2.1	3.05	4.11	
ETH_00035840	25.5	6.06	1.39	
ETH_00035845	-1.3	0	0.33	
ETH_00035850	-6.2	3.64	6.28	
ETH_00035855	-1.8	5.11	5.97	
ETH_00035860	-9.9	0.87	4.18	
ETH_00035865	-1.5	0.11	0.68	
ETH_00035870	-4.3	2.74	4.86	
ETH_00035875	-1.6	0	0.68	
ETH_00035880	-4.4	4.08	6.23	
ETH_00035885	1.1	2.74	2.64	
ETH_00035890	4.6	2.59	0.38	
ETH_00035895	3.9	6.07	4.11	
ETH_00035900	-298.7	0.53	8.75	
ETH_00035905	-312.2	0.51	8.79	
ETH_00035910	-1.4	3.89	4.4	
ETH_00035915	2.9	4.29	2.75	
ETH_00035920	3.1	4.55	2.93	
ETH_00035925	1.8	6.11	5.29	
ETH_00035930	-2.3	6.28	7.46	
ETH_00035935	-1.1	0	0.18	
ETH_00035940	1	0.46	0.45	
ETH_00035945	-1.6	0	0.67	
ETH_00035950	10.9	5.02	1.57	
ETH_00035955	-1	5.17	5.2	
ETH_00035960	2	2.22	1.24	
ETH_00035965	1.4	6.94	6.43	
ETH_00035970	5.8	2.96	0.42	
ETH_00035975	12.5	6.92	3.28	
ETH_00035980	3	3.94	2.37	
ETH_00035985	-4.3	3.59	5.7	
ETH_00035990	-1.1	0.44	0.64	
ETH_00035995	8.9	3.23	0.09	
ETH_00036000	56.3	6.16	0.34	
ETH_00036005	3.8	7.26	5.35	
ETH_00036010	9	3.35	0.18	
ETH_00036015	1.1	3.22	3.13	
ETH_00036020	13.8	3.91	0.13	
ETH_00036025	4.2	2.4	0.35	
ETH_00036030	-1.5	3.27	3.88	
ETH_00036035	-1.6	0.33	0.99	
ETH_00036040	1.8	4.69	3.84	
ETH_00036045	-56.7	0.12	5.95	
ETH_00036050	2	1.47	0.49	
ETH_00036055	24.4	5.01	0.4	
ETH_00036060	79.1	6.92	0.62	
ETH_00036065	13.8	5.32	1.54	
ETH_00036070	3	1.85	0.28	
ETH_00036075	-1	0.09	0.1	
ETH_00036080	4.6	2.34	0.14	
ETH_00036085	1.1	3.8	3.65	
ETH_00036090	30.3	6.69	1.77	
ETH_00036095	3.3	5.43	3.72	
ETH_00036100	-1.8	2.38	3.25	
ETH_00036105	4.7	3.77	1.55	
ETH_00036110	17.6	7.13	2.99	
ETH_00036115	3.5	2.01	0.19	
ETH_00036120	-3.5	2.11	3.91	
ETH_00036125	3.9	5.77	3.8	
ETH_00036130	1.8	0.86	0	
ETH_00036135	-48.5	0	5.6	
ETH_00036140	-16	1.46	5.46	
ETH_00036145	3.8	2.88	0.94	
ETH_00036150	-2.6	5.6	6.97	
ETH_00036155	-3.8	6.42	8.34	
ETH_00036160	2	5.18	4.17	
ETH_00036165	1.4	3.01	2.48	
ETH_00036170	-1.6	3.84	4.52	
ETH_00036175	1.3	3.4	3.05	
ETH_00036180	17.5	5.99	1.86	
ETH_00036185	-32.9	1.03	6.07	
ETH_00036190	9.8	6.07	2.78	
ETH_00036195	-1.4	5.12	5.59	
ETH_00036200	96	10.16	3.57	
ETH_00036205	1.4	4.16	3.73	
ETH_00036210	5.3	2.52	0.1	
ETH_00036215	40.1	5.46	0.13	
ETH_00036220	1	0.22	0.19	
ETH_00036225	26.1	5.29	0.58	
ETH_00036230	-177.5	0.96	8.43	
ETH_00036235	1.1	0.42	0.25	
ETH_00036240	-4.2	3.41	5.47	
ETH_00036245	-1.8	1.62	2.51	
ETH_00036250	-17.4	2.35	6.47	
ETH_00036255	-12.4	0	3.63	
ETH_00036260	2.5	4.63	3.3	
ETH_00036265	52.7	5.86	0.14	
ETH_00036270	-2.2	1.78	2.93	
ETH_00036275	18.6	4.39	0.17	
ETH_00036280	3.5	3.33	1.51	
ETH_00036285	2.5	6.24	4.92	
ETH_00036290	-2.4	5.41	6.65	
ETH_00036295	22.4	4.91	0.43	
ETH_00036300	1.1	3.47	3.3	
ETH_00036305	-2	5.82	6.81	
ETH_00036310	-2.9	0	1.53	
ETH_00036315	-1.7	0	0.78	
ETH_00036320	35.6	5.67	0.51	
ETH_00036325	33.6	6.12	1.05	
ETH_00036330	1.5	3.16	2.6	
ETH_00036335	-2.5	3.87	5.21	
ETH_00036340	1.4	3.51	3.01	
ETH_00036345	-4.8	3.96	6.21	
ETH_00036350	-8.2	4.24	7.28	
ETH_00036355	5.4	6.13	3.7	
ETH_00036360	1.1	1.43	1.33	
ETH_00036365	-6.4	0.44	3.12	
ETH_00036370	-4.9	2.29	4.58	
ETH_00036375	20.4	4.46	0.11	
ETH_00036380	7.8	3.3	0.34	
ETH_00036385	13.1	3.71	0	
ETH_00036390	5.2	5.52	3.14	
ETH_00036395	-1.2	0.52	0.78	
ETH_00036400	1	1.29	1.28	
ETH_00036405	4	5.88	3.88	
ETH_00036410	-56.3	0.43	6.25	
ETH_00036415	-2.7	4.94	6.37	
ETH_00036420	-183	0.31	7.83	
ETH_00036425	-75.6	0.81	7.05	
ETH_00036430	1	0.5	0.45	
ETH_00036435	16.3	5.29	1.27	
ETH_00036440	3.6	2.42	0.57	
ETH_00036445	-81	0.93	7.26	
ETH_00036450	-2.8	1.96	3.45	
ETH_00036455	-1.2	6.87	7.18	
ETH_00036460	-6.1	2.53	5.13	
ETH_00036465	4.3	2.24	0.14	
ETH_00036470	-30.9	0.38	5.33	
ETH_00036475	-7.3	1.13	3.99	
ETH_00036480	5	3.69	1.36	
ETH_00036485	2.2	4.07	2.97	
ETH_00036490	-10.9	0.83	4.28	
ETH_00036495	1.2	0.35	0.11	
ETH_00036500	1.2	1.54	1.31	
ETH_00036505	-2.2	4.66	5.81	
ETH_00036510	-36.1	1.17	6.35	
ETH_00036515	1.2	2.53	2.31	
ETH_00036520	5.4	6.28	3.84	
ETH_00036525	3.2	1.98	0.32	
ETH_00036530	5	3.08	0.76	
ETH_00036535	2.5	1.7	0.39	
ETH_00036540	-9	3.62	6.78	
ETH_00036545	-10.3	3	6.36	
ETH_00036550	-2.9	3.69	5.23	
ETH_00036555	-13	2.97	6.68	
ETH_00036560	1.3	4.38	4.01	
ETH_00036565	3.7	2.86	0.99	
ETH_00036570	1	5.63	5.59	
ETH_00036575	4.2	4.15	2.08	
ETH_00036580	18.2	4.22	0.04	
ETH_00036585	-1.7	8.26	9	
ETH_00036590	-4.7	4.61	6.85	
ETH_00036595	-7.9	4.62	7.6	
ETH_00036600	-56.5	0.62	6.44	
ETH_00036605	5.9	4.25	1.68	
ETH_00036610	-2.5	3.51	4.83	
ETH_00036615	-1.7	0.17	0.97	
ETH_00036620	2.2	1.15	0	
ETH_00036625	1.1	6.01	5.87	
ETH_00036630	-2.4	4.82	6.1	
ETH_00036635	5.1	5.54	3.18	
ETH_00036640	-181	1.54	9.04	
ETH_00036645	-3.1	0.29	1.92	
ETH_00036650	4	2	0	
ETH_00036655	-33.4	1.05	6.11	
ETH_00036660	-23.1	1.36	5.9	
ETH_00036665	-2.7	1.97	3.4	
ETH_00036670	-14.7	0.21	4.09	
ETH_00036675	-1.9	3.11	4.05	
ETH_00036680	2.6	5.74	4.39	
ETH_00036685	-6.6	1.02	3.73	
ETH_00036690	3.6	3.88	2.05	
ETH_00036695	15.3	3.94	0	
ETH_00036700	-23.7	1.98	6.54	
ETH_00036705	1.8	5.47	4.65	
ETH_00036710	26.1	5.25	0.54	
ETH_00036715	1.2	4.98	4.71	
ETH_00036720	1.1	5.75	5.61	
ETH_00036725	-1.1	0.08	0.2	
ETH_00036730	27.8	6.11	1.31	
ETH_00036735	3.3	2.17	0.44	
ETH_00036740	141.7	7.15	0	
ETH_00036745	2.7	3.08	1.63	
ETH_00036750	-37	0.55	5.76	
ETH_00036755	-6.2	3.29	5.92	
ETH_00036760	7.1	2.83	0	
ETH_00036765	3.5	6.61	4.79	
ETH_00036770	10.2	3.77	0.42	
ETH_00036775	-8.2	0.16	3.2	
ETH_00036780	2.5	3.67	2.34	
ETH_00036785	1.2	0.42	0.17	
ETH_00036790	-7.3	1.71	4.57	
ETH_00036795	4.2	3.4	1.32	
ETH_00036800	1.6	3.35	2.62	
ETH_00036805	2.6	1.57	0.19	
ETH_00036810	2.8	1.5	0	
ETH_00036815	35.3	5.51	0.37	
ETH_00036820	2.4	1.45	0.16	
ETH_00036825	-6	5.43	8.01	
ETH_00036830	-54.5	0.18	5.95	
ETH_00036835	3.6	2.39	0.54	
ETH_00036840	14.5	6.2	2.34	
ETH_00036845	-27.6	0.17	4.96	
ETH_00036850	4.9	2.72	0.44	
ETH_00036855	-1.9	3.54	4.49	
ETH_00036860	6.8	6.07	3.3	
ETH_00036865	-14.9	1.11	5	
ETH_00036870	-9.5	0.76	4.01	
ETH_00036875	59.5	8.66	2.77	
ETH_00036880	6.6	2.99	0.26	
ETH_00036885	2.5	3.97	2.66	
ETH_00036890	-1	2.46	2.46	
ETH_00036895	1.2	5.81	5.51	
ETH_00036900	2.2	3.18	2.05	
ETH_00036905	-7.2	3.9	6.74	
ETH_00036910	25.1	4.72	0.07	
ETH_00036915	-3.9	2.44	4.39	
ETH_00036920	6.3	3.87	1.21	
ETH_00036925	1.5	5.47	4.92	
ETH_00036930	2.7	5.28	3.87	
ETH_00036935	-130.8	0	7.03	
ETH_00036940	9.2	4.76	1.56	
ETH_00036945	-2	4.27	5.25	
ETH_00036950	4.9	3.39	1.1	
ETH_00036955	2.6	1.35	0	
ETH_00036960	15.8	3.98	0	
ETH_00036965	15.3	5.25	1.31	
ETH_00036970	-1.8	3.67	4.49	
ETH_00036975	-2.8	3.14	4.64	
ETH_00036980	-39.7	0.63	5.94	
ETH_00036985	-1.1	1.21	1.3	
ETH_00036990	-30.3	1.14	6.06	
ETH_00036995	-1.1	2.48	2.66	
ETH_00037000	2.4	5.78	4.49	
ETH_00037005	3.8	6.68	4.74	
ETH_00037010	2.1	1.1	0	
ETH_00037015	-1.9	3.9	4.83	
ETH_00037020	-1.4	1.45	1.88	
ETH_00037025	-1.7	4.05	4.85	
ETH_00037030	3.1	5.94	4.29	
ETH_00037035	-5.6	0.29	2.78	
ETH_00037040	1	0	0	
ETH_00037045	55	6.2	0.42	
ETH_00037050	-2.9	5.22	6.76	
ETH_00037055	-1.5	1.31	1.92	
ETH_00037060	3.4	7.34	5.59	
ETH_00037065	-14.9	0	3.9	
ETH_00037070	-1.9	3.78	4.72	
ETH_00037075	-2.8	4.59	6.09	
ETH_00037080	-3.2	3.84	5.53	
ETH_00037085	-3.7	1.44	3.35	
ETH_00037090	5.7	2.5	0	
ETH_00037095	232.2	10.92	3.06	
ETH_00037100	-23	0.62	5.15	
ETH_00037105	-18.6	1.42	5.64	
ETH_00037110	-14.6	0.47	4.34	
ETH_00037115	-15.8	0.7	4.69	
ETH_00037120	3	4.87	3.28	
ETH_00037125	-2	0.27	1.25	
ETH_00037130	1.3	5.31	4.95	
ETH_00037135	5.2	2.69	0.31	
ETH_00037140	3.5	2.67	0.88	
ETH_00037145	37.5	7.15	1.92	
ETH_00037150	1.4	1.27	0.75	
ETH_00037155	7.1	3.19	0.35	
ETH_00037160	-8.5	0	3.09	
ETH_00037165	9.4	5.79	2.56	
ETH_00037170	27.2	5.38	0.61	
ETH_00037175	1.7	0.82	0.04	
ETH_00037180	1.8	4.91	4.03	
ETH_00037185	-2.5	4.34	5.65	
ETH_00037190	1.4	1.09	0.59	
ETH_00037195	8.2	6.67	3.64	
ETH_00037200	3.8	3.48	1.57	
ETH_00037205	27.6	4.79	0	
ETH_00037210	9.6	3.52	0.26	
ETH_00037215	-1.1	0.23	0.31	
ETH_00037220	-1.2	3.57	3.82	
ETH_00037225	-14.2	1.29	5.12	
ETH_00037230	-4.3	3.62	5.74	
ETH_00037235	-1.1	5.14	5.3	
ETH_00037240	-20.7	2.03	6.4	
ETH_00037245	-1.8	3.19	4.04	
ETH_00037250	-4	0.87	2.88	
ETH_00037255	5.6	5.39	2.89	
ETH_00037260	1.6	0.66	0	
ETH_00037265	-1.2	3.95	4.25	
ETH_00037270	-1.4	5.76	6.26	
ETH_00037275	1.7	6.25	5.5	
ETH_00037280	-176.4	0.85	8.31	
ETH_00037285	-4.3	3.64	5.73	
ETH_00037290	71.6	6.99	0.82	
ETH_00037295	8.3	3.1	0.05	
ETH_00037300	3.1	4.01	2.39	
ETH_00037305	1.2	6.65	6.42	
ETH_00037310	12.3	5.34	1.72	
ETH_00037315	-6.3	3.26	5.91	
ETH_00037320	3.6	4.45	2.58	
ETH_00037325	-1.8	0	0.81	
ETH_00037330	134.7	10.33	3.25	
ETH_00037335	4	2.33	0.32	
ETH_00037340	-30.1	1.66	6.57	
ETH_00037345	5.4	2.8	0.38	
ETH_00037350	8.7	6.25	3.13	
ETH_00037355	1.3	5.02	4.7	
ETH_00037360	-9.8	0.67	3.97	
ETH_00037365	-72.9	0.64	6.83	
ETH_00037370	2.6	3.56	2.19	
ETH_00037375	24.6	7.12	2.5	
ETH_00037380	53.9	5.75	0	
ETH_00037385	129.7	7.3	0.28	
ETH_00037390	-1.1	2.1	2.18	
ETH_00037395	-78.3	1.41	7.7	
ETH_00037400	1.6	2.86	2.2	
ETH_00037405	1.6	5.84	5.15	
ETH_00037410	1.3	4.08	3.71	
ETH_00037415	1.6	0.69	0	
ETH_00037420	1.5	0.59	0	
ETH_00037425	-1.7	0.4	1.18	
ETH_00037430	1	0	0	
ETH_00037435	1.2	0.21	0	
ETH_00037440	1.6	3.59	2.88	
ETH_00037445	5.1	5.84	3.5	
ETH_00037450	2.5	4.37	3.05	
ETH_00037455	2.4	1.38	0.1	
ETH_00037460	-1.1	1.59	1.71	
ETH_00037465	-5.7	4.67	7.18	
ETH_00037470	80.3	11.1	4.77	
ETH_00037475	-4.6	0.42	2.62	
ETH_00037480	4.1	4.65	2.6	
ETH_00037485	1.6	0.8	0.11	
ETH_00037490	1.3	0.96	0.61	
ETH_00037495	-17.5	0.67	4.79	
ETH_00037500	-1.8	5.69	6.51	
ETH_00037505	13.6	4.06	0.29	
ETH_00037510	-1.3	0.36	0.69	
ETH_00037515	-4.1	2.34	4.36	
ETH_00037520	4.4	3.67	1.55	
ETH_00037525	-4	0.13	2.12	
ETH_00037530	12.2	3.75	0.13	
ETH_00037535	-7.5	0.5	3.4	
ETH_00037540	2.3	3.02	1.83	
ETH_00037545	-16.4	3.1	7.13	
ETH_00037550	-23.7	0.55	5.12	
ETH_00037555	6.1	3.1	0.5	
ETH_00037560	63.8	5.99	0	
ETH_00037565	1.7	2.68	1.93	
ETH_00037570	-1.1	4.71	4.89	
ETH_00037575	6.4	2.68	0	
ETH_00037580	24	4.66	0.08	
ETH_00037585	7.7	6.66	3.71	
ETH_00037590	-1.9	2.11	3.04	
ETH_00037595	-2.2	5.1	6.22	
ETH_00037600	4.7	4.22	2	
ETH_00037605	7.3	4.79	1.93	
ETH_00037610	-15.3	2.9	6.84	
ETH_00037615	8.1	3.07	0.05	
ETH_00037620	19.3	4.59	0.32	
ETH_00037625	1.3	0.34	0	
ETH_00037630	11.7	5.48	1.94	
ETH_00037635	-4	2.28	4.27	
ETH_00037640	10.7	5.02	1.59	
ETH_00037645	7.2	5.27	2.42	
ETH_00037650	7.9	6.37	3.39	
ETH_00037655	2.7	5.63	4.22	
ETH_00037660	31.3	6.98	2.02	
ETH_00037665	-9.2	0	3.2	
ETH_00037670	-6.4	1.52	4.19	
ETH_00037675	10.7	4.29	0.87	
ETH_00037680	8.6	3.38	0.27	
ETH_00037685	-1.2	0.6	0.89	
ETH_00037690	-4.6	0.49	2.68	
ETH_00037695	1.7	5.51	4.78	
ETH_00037700	7.2	5.48	2.63	
ETH_00037705	3.9	4.5	2.53	
ETH_00037710	2.9	5.03	3.51	
ETH_00037715	14.5	5.86	2	
ETH_00037720	1.4	4.07	3.61	
ETH_00037725	-4.2	4.02	6.09	
ETH_00037730	-1.5	3.53	4.14	
ETH_00037735	-3.4	6.46	8.24	
ETH_00037740	-19.2	2.22	6.48	
ETH_00037745	-1.6	1.09	1.75	
ETH_00037750	8.8	5.63	2.5	
ETH_00037755	5	5.92	3.61	
ETH_00037760	21.3	4.57	0.15	
ETH_00037765	60.2	6.16	0.25	
ETH_00037770	184.6	7.53	0	
ETH_00037775	48.3	5.59	0	
ETH_00037780	-7.3	1.65	4.52	
ETH_00037785	3.5	3.81	1.98	
ETH_00037790	-1.3	0.59	1.02	
ETH_00037795	-3.7	3.22	5.1	
ETH_00037800	-1.7	3.44	4.24	
ETH_00037805	-3.2	4.27	5.93	
ETH_00037810	14.1	7.64	3.83	
ETH_00037815	-16.1	1.63	5.64	
ETH_00037820	-7	0.53	3.34	
ETH_00037825	-1.1	6.38	6.54	
ETH_00037830	-19	1.14	5.38	
ETH_00037835	-13.1	0.68	4.4	
ETH_00037840	-21.1	0.72	5.12	
ETH_00037845	7.1	4.85	2.03	
ETH_00037850	3.7	6.5	4.6	
ETH_00037855	23.8	5.51	0.94	
ETH_00037860	2.9	5.68	4.16	
ETH_00037865	1.4	4.46	3.95	
ETH_00037870	-1	0.56	0.61	
ETH_00037875	1.7	4.59	3.79	
ETH_00037880	-5.6	0.5	2.98	
ETH_00037885	-15	0.86	4.77	
ETH_00037890	4	4.51	2.51	
ETH_00037895	1.1	1.4	1.3	
ETH_00037900	-10.3	0.75	4.11	
ETH_00037905	1.8	6.27	5.4	
ETH_00037910	-3.1	0.65	2.26	
ETH_00037915	1	0	0	
ETH_00037920	-40	0.96	6.28	
ETH_00037925	-32	0.75	5.74	
ETH_00037930	3.8	1.94	0	
ETH_00037935	-1.1	0	0.08	
ETH_00037940	-4.6	4.22	6.41	
ETH_00037945	-2	4.39	5.39	
ETH_00037950	-4	3.76	5.75	
ETH_00037955	1.1	0.12	0.01	
ETH_00037960	11	4.11	0.65	
ETH_00037965	-9.8	0.44	3.73	
ETH_00037970	17.2	5.93	1.83	
ETH_00037975	12.2	4.18	0.57	
ETH_00037980	2	3.84	2.86	
ETH_00037985	-3.5	2.41	4.22	
ETH_00037990	3.2	2.97	1.31	
ETH_00037995	-2.5	4.56	5.87	
ETH_00038000	-1.5	0.11	0.67	
ETH_00038005	-1.1	0	0.13	
ETH_00038010	1.1	0.18	0	
ETH_00038015	2.2	5.68	4.55	
ETH_00038020	-492.6	0.56	9.5	
ETH_00038025	-1.7	5.51	6.27	
ETH_00038030	3.8	4.19	2.26	
ETH_00038035	-1	0.08	0.13	
ETH_00038040	304.3	9.26	1.01	
ETH_00038045	3.2	1.94	0.24	
ETH_00038050	18.2	5.71	1.52	
ETH_00038055	-107	0.52	7.26	
ETH_00038060	5.5	5.34	2.89	
ETH_00038065	71.5	11.33	5.17	
ETH_00038070	-1	3.81	3.82	
ETH_00038075	6.2	5.99	3.37	
ETH_00038080	26.4	11.15	6.42	
ETH_00038085	-1.2	1.38	1.66	
ETH_00038090	-2.8	1.4	2.89	
ETH_00038095	-4.1	4.61	6.63	
ETH_00038100	-2.2	2.14	3.29	
ETH_00038105	15.8	6.2	2.22	
ETH_00038110	11.3	6.61	3.11	
ETH_00038115	-1.7	3.22	3.97	
ETH_00038120	38.4	5.64	0.38	
ETH_00038125	14.7	4.76	0.88	
ETH_00038130	-2.5	5.48	6.81	
ETH_00038135	-3.4	2.52	4.3	
ETH_00038140	-921.6	0.97	10.82	
ETH_00038145	-1.5	0.88	1.43	
ETH_00038150	-1.6	2.94	3.58	
ETH_00038155	-1.7	3.16	3.94	
ETH_00038160	2	0.97	0	
ETH_00038165	-348.4	0.43	8.88	
ETH_00038170	17.3	5.57	1.46	
ETH_00038175	1.4	0.45	0	
ETH_00038180	2.6	3.78	2.39	
ETH_00038185	3.6	1.9	0.06	
ETH_00038190	1.9	5.08	4.14	
ETH_00038195	-1.4	3.75	4.21	
ETH_00038200	4.4	6.24	4.11	
ETH_00038205	1.2	0.51	0.2	
ETH_00038210	1.1	7.97	7.87	
ETH_00038215	-1.7	2.81	3.55	
ETH_00038220	-1.7	3.41	4.14	
ETH_00038225	-2.6	6.45	7.82	
ETH_00038230	-5.6	2.88	5.36	
ETH_00038235	-1.9	5.07	6.01	
ETH_00038240	16	4.13	0.13	
ETH_00038245	14.2	3.83	0	
ETH_00038250	-6.8	5.7	8.48	
ETH_00038255	28.1	8.11	3.3	
ETH_00038260	24	4.58	0	
ETH_00038265	-11.5	0.31	3.84	
ETH_00038270	-27.1	0.35	5.1	
ETH_00038275	2.2	4.38	3.23	
ETH_00038280	1.8	1.69	0.85	
ETH_00038285	3.8	1.92	0	
ETH_00038290	30.6	5.93	0.99	
ETH_00038295	-1.2	3.64	3.85	
ETH_00038300	1.2	3.86	3.55	
ETH_00038305	6.5	9	6.3	
ETH_00038310	-4.2	4.06	6.14	
ETH_00038315	3.7	2.19	0.29	
ETH_00038320	-36	2.84	8.01	
ETH_00038325	2.8	6.32	4.85	
ETH_00038330	-1.2	0.17	0.43	
ETH_00038335	-1.6	4.38	5.07	
ETH_00038340	-4.1	5.15	7.19	
ETH_00038345	-5.7	0.76	3.26	
ETH_00038350	73.1	7.84	1.65	
ETH_00038355	176.8	9.69	2.23	
ETH_00038360	-4	4.21	6.19	
ETH_00038365	-7.2	3.2	6.05	
ETH_00038370	4.1	2.25	0.22	
ETH_00038375	-1.4	2.32	2.84	
ETH_00038380	-5.5	0.81	3.27	
ETH_00038385	12.1	4.83	1.23	
ETH_00038390	-17	0.5	4.59	
ETH_00038395	2.8	1.57	0.09	
ETH_00038400	-1.2	3.93	4.22	
ETH_00038405	9.8	4.81	1.52	
ETH_00038410	1.6	4.58	3.91	
ETH_00038415	2.5	1.34	0	
ETH_00038420	4.2	2.79	0.73	
ETH_00038425	-1.7	2.8	3.6	
ETH_00038430	-2.7	3.64	5.1	
ETH_00038435	8.1	5.01	1.98	
ETH_00038440	1.9	4	3.06	
ETH_00038445	-1.4	5.21	5.67	
ETH_00038450	-14.8	2.22	6.11	
ETH_00038455	11.9	5.69	2.12	
ETH_00038460	7.4	5.63	2.74	
ETH_00038465	-38.1	1.65	6.9	
ETH_00038470	3.3	5.39	3.64	
ETH_00038475	1.9	1.71	0.78	
ETH_00038480	6.3	4.62	1.96	
ETH_00038485	-17.3	4.05	8.17	
ETH_00038490	1	3.08	3.08	
ETH_00038495	-9.1	0	3.19	
ETH_00038500	3.8	5.35	3.44	
ETH_00038505	1.1	0.59	0.39	
ETH_00038510	3.6	5.24	3.39	
ETH_00038515	27.2	5.2	0.43	
ETH_00038520	-30	2.48	7.39	
ETH_00038525	-5.6	4.89	7.37	
ETH_00038530	-2.7	3.27	4.72	
ETH_00038535	-160.1	0.51	7.83	
ETH_00038540	-1.3	3.76	4.17	
ETH_00038545	1.8	6.08	5.26	
ETH_00038550	-5.5	1.45	3.9	
ETH_00038555	1.3	4.37	3.98	
ETH_00038560	3.3	2.71	1.01	
ETH_00038565	-1.8	3.68	4.54	
ETH_00038570	-1.4	0.61	1.11	
ETH_00038575	9.7	5.23	1.96	
ETH_00038580	18.6	4.81	0.59	
ETH_00038585	1	0	0	
ETH_00038590	7.4	2.88	0	
ETH_00038595	5.9	4.34	1.77	
ETH_00038600	1.7	2.92	2.14	
ETH_00038605	-4.9	4.14	6.43	
ETH_00038610	-1.2	0	0.27	
ETH_00038615	-22.9	3.17	7.68	
ETH_00038620	-9.2	0.92	4.12	
ETH_00038625	2	1.42	0.43	
ETH_00038630	1.6	0.98	0.27	
ETH_00038635	10.3	5.58	2.22	
ETH_00038640	2.7	1.67	0.22	
ETH_00038645	-4.8	1.27	3.54	
ETH_00038650	-1.5	0.58	1.2	
ETH_00038655	1.5	7.4	6.85	
ETH_00038660	60	6.91	1	
ETH_00038665	-3.5	2.02	3.82	
ETH_00038670	-1.6	0	0.7	
ETH_00038675	2.9	5.12	3.59	
ETH_00038680	19.1	4.91	0.65	
ETH_00038685	2.4	3.11	1.87	
ETH_00038690	53	5.8	0.07	
ETH_00038695	-53.6	1.88	7.62	
ETH_00038700	-4.7	4.16	6.39	
ETH_00038705	2.1	1.13	0.09	
ETH_00038710	5.9	5.88	3.33	
ETH_00038715	-1.1	0	0.11	
ETH_00038720	5.8	7.17	4.62	
ETH_00038725	20.2	5.35	1.02	
ETH_00038730	-10.1	3.97	7.3	
ETH_00038735	204.7	7.78	0.11	
ETH_00038740	1.7	1.04	0.26	
ETH_00038745	27.7	7.43	2.64	
ETH_00038750	12.1	7	3.4	
ETH_00038755	-87.6	0.27	6.72	
ETH_00038760	-10.1	2.35	5.69	
ETH_00038765	-141.6	0	7.15	
ETH_00038770	1.8	2.31	1.44	
ETH_00038775	9.8	4.24	0.94	
ETH_00038780	54.7	5.94	0.16	
ETH_00038785	-8.2	4.05	7.09	
ETH_00038790	9.1	3.52	0.33	
ETH_00038795	-19.2	0.61	4.88	
ETH_00038800	2.5	5.54	4.24	
ETH_00038805	1.9	5.8	4.87	
ETH_00038810	13.3	5.34	1.61	
ETH_00038815	2.9	3.41	1.89	
ETH_00038820	2.8	6.78	5.28	
ETH_00038825	1	0	0	
ETH_00038830	-1.1	7.41	7.56	
ETH_00038835	1.1	5.51	5.41	
ETH_00038840	1.3	4.91	4.49	
ETH_00038845	-8.5	0.11	3.19	
ETH_00038850	7.9	3.73	0.76	
ETH_00038855	-8.1	1.24	4.26	
ETH_00038860	-1.1	4.53	4.68	
ETH_00038865	-11.4	1.05	4.55	
ETH_00038870	1.3	0.59	0.19	
ETH_00038875	-1.2	0.39	0.61	
ETH_00038880	1.4	0.7	0.23	
ETH_00038885	-2.2	0.65	1.77	
ETH_00038890	-5.3	2.76	5.16	
ETH_00038895	-1	0.62	0.67	
ETH_00038900	2.4	3.43	2.16	
ETH_00038905	23.7	5.03	0.46	
ETH_00038910	-4.1	2.15	4.18	
ETH_00038915	-1.5	4.31	4.88	
ETH_00038920	16.1	4.32	0.31	
ETH_00038925	4.2	5.73	3.65	
ETH_00038930	8.8	5.38	2.23	
ETH_00038935	-7.4	5.44	8.33	
ETH_00038940	3.1	2.27	0.65	
ETH_00038945	1.1	3.05	2.94	
ETH_00038950	1	0	0	
ETH_00038955	-24.4	0.46	5.07	
ETH_00038960	11.5	6.21	2.69	
ETH_00038965	-15.5	1.1	5.05	
ETH_00038970	-4	3.78	5.78	
ETH_00038975	10.9	3.86	0.42	
ETH_00038980	-11.6	3.06	6.6	
ETH_00038985	-4.5	1.05	3.22	
ETH_00038990	1.4	0.44	0	
ETH_00038995	11.9	6.98	3.4	
ETH_00039000	2.9	6.04	4.49	
ETH_00039005	-5.4	1.81	4.24	
ETH_00039010	2.1	1.82	0.75	
ETH_00039015	-1.7	0.66	1.43	
ETH_00039020	-4.2	1.02	3.09	
ETH_00039025	47.6	6.5	0.93	
ETH_00039030	3.8	2.09	0.18	
ETH_00039035	-1.1	1.9	1.97	
ETH_00039040	18.6	4.75	0.54	
ETH_00039045	-39.5	1.16	6.47	
ETH_00039050	-29.7	1.31	6.2	
ETH_00039055	-2.7	1.42	2.86	
ETH_00039060	8.8	3.98	0.85	
ETH_00039065	-8.8	4.54	7.67	
ETH_00039070	-2.4	4.85	6.11	
ETH_00039075	1.1	6.76	6.57	
ETH_00039080	2.2	1.25	0.1	
ETH_00039085	1.5	1.14	0.56	
ETH_00039090	1.5	4.05	3.48	
ETH_00039095	8.2	3.58	0.55	
ETH_00039100	-22.7	1.84	6.35	
ETH_00039105	1.6	0.63	0	
ETH_00039110	-6.9	3.66	6.45	
