[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	
ETH_00020710	-1.7	0.72	1.49	
ETH_00020715	-3.5	0.55	2.35	
ETH_00020720	-5.8	0.09	2.64	
ETH_00020725	69	7.32	1.21	
ETH_00020730	10.4	8.5	5.12	
ETH_00020735	1.2	0.39	0.09	
ETH_00020740	-1.3	0.6	0.94	
ETH_00020745	1	2.5	2.46	
ETH_00020750	3920.9	13.65	1.71	
ETH_00020755	9.4	4.18	0.94	
ETH_00020760	1.4	5.04	4.54	
ETH_00020765	-6.5	0.26	2.96	
ETH_00020770	-2.4	0.68	1.96	
ETH_00020775	95.3	7.29	0.72	
ETH_00020780	6.1	3.32	0.71	
ETH_00020785	2.2	1.59	0.47	
ETH_00020790	-4	1.46	3.45	
ETH_00020795	-19.8	0.62	4.93	
ETH_00020800	15.6	6.48	2.51	
ETH_00020805	-106.4	0.23	6.96	
ETH_00020810	-69.3	0.47	6.58	
ETH_00020815	-1.2	0.26	0.56	
ETH_00020820	-2.4	1.72	2.99	
ETH_00020825	1	0	0	
ETH_00020830	2.3	6.05	4.83	
ETH_00020835	-8.4	0.28	3.35	
ETH_00020840	-1.5	0.55	1.17	
ETH_00020845	8.4	6.47	3.41	
ETH_00020850	12.1	5.79	2.19	
ETH_00020855	-25.7	1.35	6.04	
ETH_00020860	-25.3	1.45	6.11	
ETH_00020865	-1.7	1.78	2.55	
ETH_00020870	-4.3	0.25	2.36	
ETH_00020875	-5	0.71	3.03	
ETH_00020880	-3	0.87	2.44	
ETH_00020885	1.9	5.13	4.22	
ETH_00020890	1.6	0.81	0.13	
ETH_00020895	1.2	0.28	0	
ETH_00020900	-1.1	0.34	0.42	
ETH_00020905	19.4	4.48	0.2	
ETH_00020910	-7	2.42	5.22	
ETH_00020915	5.9	3.06	0.5	
ETH_00020920	-2.5	6.19	7.53	
ETH_00020925	-4.4	3.96	6.11	
ETH_00020930	-115.1	0.49	7.34	
ETH_00020935	-2.1	4.52	5.6	
ETH_00020940	-13.9	1.51	5.31	
ETH_00020945	1	0.48	0.48	
ETH_00020950	2.4	1.36	0.09	
ETH_00020955	-7	2.82	5.63	
ETH_00020960	-16.5	3.42	7.46	
ETH_00020965	3.7	6.51	4.63	
ETH_00020970	3.3	5.98	4.26	
ETH_00020975	13.4	7.14	3.39	
ETH_00020980	1.1	4.82	4.72	
ETH_00020985	2.3	7.37	6.2	
ETH_00020990	98	8.35	1.74	
ETH_00020995	109.8	11.6	4.82	
ETH_00021000	-9.2	0.85	4.05	
ETH_00021005	1.7	5.33	4.54	
ETH_00021010	569.3	9.78	0.63	
ETH_00021015	-10.1	1.4	4.73	
ETH_00021020	6.1	5.43	2.82	
ETH_00021025	18.8	7.9	3.67	
ETH_00021030	-30.7	1.7	6.64	
ETH_00021035	-22	2.08	6.53	
ETH_00021040	20.8	4.43	0.05	
ETH_00021060	1.2	0.28	0	
ETH_00021065	3.4	5.47	3.73	
ETH_00021070	4.4	3.12	0.99	
ETH_00021075	913.2	11.05	1.21	
ETH_00021080	5.5	6.97	4.5	
ETH_00021085	-6.1	1.82	4.42	
ETH_00021090	-11.4	1.81	5.32	
ETH_00021095	-55.7	0.42	6.22	
ETH_00021100	33.5	6.78	1.72	
ETH_00021105	58.6	6.9	1.03	
ETH_00021110	1.8	2.33	1.49	
ETH_00021115	1.3	6.34	5.93	
ETH_00021120	-8.9	3.61	6.76	
ETH_00021125	-5.7	1.3	3.81	
ETH_00021130	-1.3	1.12	1.46	
ETH_00021135	-1.3	3.52	3.89	
ETH_00021140	1.2	5.4	5.15	
ETH_00021145	-1.3	6.61	6.94	
ETH_00021150	-32	2.93	7.93	
ETH_00021155	3.1	7.15	5.53	
ETH_00021160	-3.2	1.61	3.29	
ETH_00021165	4.2	4.55	2.47	
ETH_00021170	-33.4	0.11	5.17	
ETH_00021175	-1.5	0	0.63	
ETH_00021180	-3.7	0	1.88	
ETH_00021185	-1.4	0	0.48	
ETH_00021190	1.6	4.72	4.06	
ETH_00021195	1.1	0.27	0.14	
ETH_00021200	-1	0.07	0.11	
ETH_00021205	-4.4	0.34	2.46	
ETH_00021210	-10.8	0.78	4.21	
ETH_00021215	43.6	6.1	0.65	
ETH_00021220	1.7	0.95	0.21	
ETH_00021225	1.6	1.52	0.85	
ETH_00021230	-1.3	1.42	1.77	
ETH_00021235	-4.8	0.21	2.46	
ETH_00021240	-2.3	0.43	1.62	
ETH_00021245	-3.2	0.03	1.73	
ETH_00021250	1.3	0.53	0.18	
ETH_00021255	1.2	0.31	0	
ETH_00021260	8.9	6.77	3.61	
ETH_00021265	-7.1	4.57	7.39	
ETH_00021270	-3.4	3.46	5.23	
ETH_00021275	1.5	1.16	0.56	
ETH_00021280	-3	4.68	6.28	
ETH_00021285	2.1	7.63	6.54	
ETH_00021290	1.8	4.25	3.4	
ETH_00021295	1.4	0.63	0.12	
ETH_00021300	1.7	1.13	0.36	
ETH_00021305	-1.7	2.97	3.7	
ETH_00021310	-1.3	0	0.36	
ETH_00021315	1.2	0.46	0.25	
ETH_00021320	-1.1	2.11	2.21	
ETH_00021325	6.4	7.26	4.59	
ETH_00021330	-2.1	4.08	5.14	
ETH_00021335	1	0.65	0.61	
ETH_00021340	3.3	5.69	3.98	
ETH_00021345	-336	0.26	8.65	
ETH_00021350	-59.5	0.27	6.16	
ETH_00021355	-11.1	0.22	3.69	
ETH_00021360	-6.6	0.23	2.96	
ETH_00021365	-1.6	0	0.67	
ETH_00021370	-1.3	1.58	1.98	
ETH_00021375	-14.7	0.98	4.86	
ETH_00021380	-9.7	1.23	4.5	
ETH_00021385	1.5	0.96	0.4	
ETH_00021390	3.2	4.01	2.32	
ETH_00021395	1.8	7.8	6.92	
ETH_00021400	2.5	10.3	8.96	
ETH_00021405	1.9	4.36	3.44	
ETH_00021410	29.1	6.13	1.26	
ETH_00021415	3.2	3.54	1.88	
ETH_00021420	-5.6	0.92	3.41	
ETH_00021425	-4	3.46	5.45	
ETH_00021430	-1.2	0.26	0.54	
ETH_00021435	1.9	1.05	0.14	
ETH_00021440	4.1	6.34	4.29	
ETH_00021445	1.2	3.08	2.81	
ETH_00021450	2.1	5.62	4.56	
ETH_00021455	-2	8.59	9.56	
ETH_00021460	84.9	7.42	1.01	
ETH_00021465	3.6	5.25	3.38	
ETH_00021470	8.5	4.02	0.94	
ETH_00021475	-2.2	2.6	3.71	
ETH_00021480	-2.2	6.45	7.6	
ETH_00021485	-22.2	1.42	5.89	
ETH_00021490	-70.1	1.17	7.3	
ETH_00021495	160.6	9.24	1.92	
ETH_00021500	7.3	6.11	3.25	
ETH_00021505	4.8	6.8	4.54	
ETH_00021510	-1.7	5.91	6.67	
ETH_00021515	148.7	7.31	0.1	
ETH_00021520	-36	0	5.17	
ETH_00021525	14.3	5.91	2.07	
ETH_00021530	-1.6	7.53	8.22	
ETH_00021535	3.2	6.63	4.94	
ETH_00021540	18.1	5.55	1.37	
ETH_00021545	1.2	1.04	0.81	
ETH_00021550	-16.5	1.75	5.79	
ETH_00021555	2	7.72	6.72	
ETH_00021560	10.6	4.8	1.39	
ETH_00021565	5.4	4.04	1.61	
ETH_00021570	6	2.77	0.18	
ETH_00021575	99.3	6.89	0.26	
ETH_00021580	7.1	4.87	2.05	
ETH_00021585	81	6.78	0.44	
ETH_00021590	-1.1	0.21	0.35	
ETH_00021595	6.1	5.48	2.88	
ETH_00021600	-2.4	3.88	5.16	
ETH_00021605	1	0	0	
ETH_00021610	-4.2	3.03	5.12	
ETH_00021615	-10.1	0.87	4.21	
ETH_00021620	-11.9	0.15	3.72	
ETH_00021625	140.4	7.44	0.31	
ETH_00021630	1.6	4.95	4.31	
ETH_00021635	4	3.93	1.92	
ETH_00021640	2.8	5.38	3.91	
ETH_00021645	3.8	8.48	6.55	
ETH_00021650	1.4	5.73	5.25	
ETH_00021655	37	10.31	5.1	
ETH_00021660	-11.2	2.32	5.81	
ETH_00021665	-9.7	1.39	4.66	
ETH_00021670	-8.2	5.1	8.15	
ETH_00021675	-84.1	0.09	6.48	
ETH_00021680	-4.4	0.31	2.46	
ETH_00021685	-1.5	4.62	5.22	
ETH_00021690	-1.1	2.89	2.97	
ETH_00021695	-6.1	0	2.6	
ETH_00021700	-5.6	6.93	9.42	
ETH_00021705	1.9	2.17	1.24	
ETH_00021710	1.7	2.36	1.59	
ETH_00021715	-2.1	0.32	1.39	
ETH_00021720	-2.3	1.17	2.39	
ETH_00021725	-21.5	3.51	7.94	
ETH_00021730	-9.1	4.85	8.03	
ETH_00021735	-3.9	2.81	4.78	
ETH_00021740	-8.7	2.09	5.21	
ETH_00021745	3.8	5.45	3.53	
ETH_00021750	1252.4	10.45	0.16	
ETH_00021755	1.1	4.85	4.77	
ETH_00021760	1.6	0.88	0.24	
ETH_00021765	-5.9	4.77	7.33	
ETH_00021770	1.8	4.09	3.28	
ETH_00021775	-4.3	0.32	2.43	
ETH_00021780	-1.1	0.52	0.63	
ETH_00021785	6.3	3.03	0.38	
ETH_00021790	-7.7	2.31	5.25	
ETH_00021795	-1.1	0.14	0.33	
ETH_00021800	-1.1	0.34	0.42	
ETH_00021805	-3.5	1.16	2.99	
ETH_00021810	-4.9	0.24	2.53	
ETH_00021815	-81	0.45	6.78	
ETH_00021820	-1.7	0.86	1.64	
ETH_00021825	-1.3	8.07	8.45	
ETH_00021830	-23.2	1.62	6.16	
ETH_00021835	-9.3	3.16	6.37	
ETH_00021840	-1.8	0.3	1.14	
ETH_00021845	-1.5	0	0.54	
ETH_00021850	6.1	3.33	0.73	
ETH_00021855	17.7	5.2	1.05	
ETH_00021860	1.1	5.44	5.3	
ETH_00021865	-1.1	6.03	6.1	
ETH_00021870	1.3	6.07	5.7	
ETH_00021875	-1.4	5.75	6.28	
ETH_00021880	-4.2	0.42	2.5	
ETH_00021885	-2.8	1.42	2.88	
ETH_00021890	14.1	5.05	1.23	
ETH_00021895	-1.5	5.19	5.74	
ETH_00021900	-1.9	5.3	6.24	
ETH_00021905	-1.3	1.11	1.5	
ETH_00021910	-10	2.78	6.1	
ETH_00021915	8.6	6.75	3.65	
ETH_00021920	4.8	6.51	4.26	
ETH_00021925	8	9.42	6.42	
ETH_00021930	1	0	0	
ETH_00021940	-1.1	0	0.12	
ETH_00021955	-1	0.39	0.44	
ETH_00021960	8	3.38	0.39	
ETH_00021965	-2.3	2.91	4.1	
ETH_00021970	1.7	1.04	0.31	
ETH_00021975	10.1	4.54	1.2	
ETH_00021980	1.9	4.97	4.07	
ETH_00021985	-3.1	1.06	2.71	
ETH_00021990	-83.4	0.19	6.57	
ETH_00021995	3.7	3.37	1.49	
ETH_00022000	-20.6	2.15	6.51	
ETH_00022005	-47.3	0.34	5.91	
ETH_00022010	-1.5	0	0.54	
ETH_00022015	-26	1.11	5.81	
ETH_00022020	-2.8	5.17	6.63	
ETH_00022025	2.5	4.08	2.77	
ETH_00022030	19.4	6.33	2.05	
ETH_00022035	-1.3	3.11	3.44	
ETH_00022040	25.7	6.21	1.53	
ETH_00022045	-3.8	4.71	6.62	
ETH_00022050	18.9	7.46	3.22	
ETH_00022055	1.3	1.05	0.71	
ETH_00022060	1.5	6.33	5.75	
ETH_00022065	4.8	6.58	4.32	
ETH_00022070	5.5	2.81	0.37	
ETH_00022075	48.2	9.64	4.05	
ETH_00022080	1.1	2.47	2.36	
ETH_00022085	1.3	0.94	0.56	
ETH_00022090	1	0	0	
ETH_00022095	1.3	8.93	8.55	
ETH_00022100	-1.1	1.09	1.23	
ETH_00022105	1.5	1.9	1.35	
ETH_00022110	2.8	6.2	4.74	
ETH_00022115	-18.2	0.34	4.53	
ETH_00022120	20.8	4.54	0.16	
ETH_00022125	6.9	5.92	3.13	
ETH_00022130	22.6	5.07	0.57	
ETH_00022135	-16.5	2.38	6.43	
ETH_00022140	-9.7	2.12	5.39	
ETH_00022145	-15.6	1.52	5.49	
ETH_00022150	-7.7	0.3	3.25	
ETH_00022155	-11.9	0.65	4.22	
ETH_00022160	-5.6	4.21	6.68	
ETH_00022165	2.2	1.12	0	
ETH_00022170	1.5	1.16	0.62	
ETH_00022175	-2.1	0.24	1.3	
ETH_00022180	-1.3	2.94	3.35	
ETH_00022185	2.1	1.98	0.93	
ETH_00022190	-1.2	0	0.27	
ETH_00022195	1.2	2.92	2.63	
ETH_00022200	-4	4.15	6.16	
ETH_00022205	1.1	0.12	0.03	
ETH_00022210	-11.6	1.55	5.09	
ETH_00022215	3.9	6.65	4.7	
ETH_00022220	-9.1	4.68	7.86	
ETH_00022225	-1.1	0	0.14	
ETH_00022230	-8.9	0.72	3.86	
ETH_00022235	-12.2	0.98	4.59	
ETH_00022240	-37.2	0.31	5.53	
ETH_00022245	3.8	3.33	1.39	
ETH_00022250	2.6	6.55	5.15	
ETH_00022255	10.8	6.9	3.47	
ETH_00022260	10.1	7.45	4.12	
ETH_00022265	6.3	6.97	4.32	
ETH_00022270	3.4	3.02	1.25	
ETH_00022275	-5.4	0.33	2.75	
ETH_00022280	-1	0.18	0.18	
ETH_00022285	1.2	0.21	0	
ETH_00022290	1	0	0	
ETH_00022295	1	4.78	4.76	
ETH_00022300	1	0	0	
ETH_00022305	-1.5	0.14	0.74	
ETH_00022310	12.7	6.12	2.45	
ETH_00022315	-20.6	0.81	5.17	
ETH_00022320	-4.2	2.85	4.94	
ETH_00022325	2.1	1.35	0.31	
ETH_00022330	-1.7	0.13	0.91	
ETH_00022335	2.4	7.72	6.47	
ETH_00022340	-1	6.64	6.65	
ETH_00022345	1.2	7.48	7.18	
ETH_00022350	-1.5	1.66	2.23	
ETH_00022355	-1.6	5.22	5.94	
ETH_00022360	50.9	7.11	1.45	
ETH_00022365	5	2.75	0.41	
ETH_00022370	6.2	8.77	6.15	
ETH_00022375	92.3	7.04	0.51	
ETH_00022380	-2.4	1.83	3.1	
ETH_00022385	2.5	1.92	0.6	
ETH_00022390	1.3	0.94	0.54	
ETH_00022395	-1.3	5.09	5.46	
ETH_00022400	-1.1	1.25	1.43	
ETH_00022405	-2.1	5.75	6.79	
ETH_00022410	8.3	7.63	4.58	
ETH_00022415	-3.8	0.91	2.85	
ETH_00022420	3.5	3.81	2	
ETH_00022425	20.2	4.88	0.54	
ETH_00022430	31.1	5.82	0.85	
ETH_00022435	7.6	3.01	0.09	
ETH_00022440	-4.1	0.65	2.69	
ETH_00022445	-3.4	0.78	2.55	
ETH_00022450	-3.5	4.04	5.84	
ETH_00022455	-5.4	4.3	6.73	
ETH_00022460	-7.1	3.5	6.31	
ETH_00022465	1.5	7.01	6.4	
ETH_00022470	1.9	1.27	0.32	
ETH_00022475	1.1	0.76	0.62	
ETH_00022480	51.8	8.07	2.37	
ETH_00022485	1.1	4.86	4.68	
ETH_00022490	-3.5	2.96	4.76	
ETH_00022495	-2.2	1.74	2.87	
ETH_00022500	7.5	3.93	1.03	
ETH_00022505	-2.5	2.87	4.2	
ETH_00022510	4.1	4.62	2.59	
ETH_00022515	1.1	0.33	0.17	
ETH_00022520	-5.8	1.25	3.79	
ETH_00022525	-1.5	0	0.57	
ETH_00022530	-4.5	2.85	5.01	
ETH_00022535	-14.7	3.76	7.64	
ETH_00022540	2.9	4.75	3.2	
ETH_00022545	-2.4	3.72	4.99	
ETH_00022550	10.4	4.12	0.74	
ETH_00022555	7.4	3.38	0.49	
ETH_00022560	-3.9	0.76	2.73	
ETH_00022565	-3.9	0.38	2.34	
ETH_00022570	1.6	3.45	2.77	
ETH_00022575	1.1	6.92	6.82	
ETH_00022580	1.5	1.1	0.56	
ETH_00022585	3.9	8.11	6.15	
ETH_00022590	-218.1	2.24	10.01	
ETH_00022595	1.1	7.77	7.67	
ETH_00022600	-1	6.98	6.99	
ETH_00022605	-1.7	0.16	0.9	
ETH_00022610	1.3	5.06	4.67	
ETH_00022615	1.8	1.09	0.23	
ETH_00022620	-1.1	0.06	0.22	
ETH_00022625	-1.5	0.23	0.78	
ETH_00022630	-9.6	0.68	3.94	
ETH_00022635	-1	0.08	0.12	
ETH_00022640	1	0	0	
ETH_00022645	-1.1	0	0.19	
ETH_00022650	1.1	0.14	0	
ETH_00022655	-18.1	1.36	5.54	
ETH_00022660	-1	0	0.05	
ETH_00022665	1.5	0.58	0	
ETH_00022670	1	0	0	
ETH_00022675	1.1	0.09	0	
ETH_00022680	1.2	0.3	0	
ETH_00022685	1.6	1.13	0.41	
ETH_00022690	1	0.33	0.28	
ETH_00022695	-1	0.06	0.06	
ETH_00022700	-1	0	0.03	
ETH_00022705	1	0	0	
ETH_00022710	1	0	0	
ETH_00022715	-1	0.24	0.24	
ETH_00022720	-1.3	0.16	0.51	
ETH_00022725	5.7	4.7	2.2	
ETH_00022730	-34.5	0.4	5.51	
ETH_00022735	-4.5	3.95	6.14	
ETH_00022740	-1.4	4.87	5.36	
ETH_00022745	-32.3	2.66	7.67	
ETH_00022750	8.3	6.26	3.21	
ETH_00022755	2.6	2.36	0.99	
ETH_00022760	-1.8	3.69	4.54	
ETH_00022765	2.5	2.96	1.64	
ETH_00022770	-1.4	0.81	1.27	
ETH_00022775	-1.6	2.93	3.62	
ETH_00022780	3.6	3.48	1.65	
ETH_00022785	4.3	5.92	3.79	
ETH_00022790	9.9	3.44	0.14	
ETH_00022795	-8.1	4.2	7.22	
ETH_00022800	-73.3	0.25	6.45	
ETH_00022805	1.1	0.47	0.29	
ETH_00022810	-1.7	1.59	2.38	
ETH_00022815	-8.2	6.59	9.62	
ETH_00022820	5.5	3.75	1.3	
ETH_00022825	1	0	0	
ETH_00022830	4.1	6.73	4.69	
ETH_00022835	1.7	3.74	3.02	
ETH_00022840	-7.5	0	2.91	
ETH_00022845	2.3	6.19	4.98	
ETH_00022850	-1.1	3.3	3.49	
ETH_00022855	1	0.79	0.73	
ETH_00022860	-4.4	0.43	2.56	
ETH_00022865	-1	0.19	0.22	
ETH_00022875	1.2	3.17	2.94	
ETH_00022880	-1.1	3.57	3.73	
ETH_00022885	1.7	0.87	0.14	
ETH_00022890	1.8	1.03	0.15	
ETH_00022895	-208.9	1.15	8.86	
ETH_00022900	-7.6	3.54	6.46	
ETH_00022905	-10.6	3.68	7.09	
ETH_00022910	1.9	4.41	3.46	
ETH_00022915	3.2	2.86	1.2	
ETH_00022920	1.7	8.77	8.04	
ETH_00022925	2	8.46	7.44	
ETH_00022930	2.5	5.78	4.46	
ETH_00022935	1.1	5.79	5.68	
ETH_00022940	1.4	2.58	2.14	
ETH_00022945	-2.5	6.98	8.3	
ETH_00022950	2.8	4.1	2.6	
ETH_00022955	1.2	1.87	1.56	
ETH_00022960	-5.8	0.08	2.62	
ETH_00022965	3.7	2.66	0.79	
ETH_00022970	4.6	2.19	0	
ETH_00022975	7.3	6.21	3.35	
ETH_00022980	-7.2	5.22	8.07	
ETH_00022985	4.8	8.13	5.87	
ETH_00022990	1.7	3.15	2.39	
ETH_00022995	-168.7	0.59	7.99	
ETH_00023000	-10.4	3.43	6.8	
ETH_00023005	5.2	2.39	0	
ETH_00023010	-1.1	0.65	0.84	
ETH_00023015	4.7	8.03	5.8	
ETH_00023020	1138.6	11.43	1.27	
ETH_00023025	4.2	7.07	5	
ETH_00023030	1.2	6.27	5.97	
ETH_00023035	-6.5	1.06	3.77	
ETH_00023040	-5.6	1.53	4.01	
ETH_00023045	1.3	0.57	0.24	
ETH_00023050	1.4	4.57	4.12	
ETH_00023055	1.4	5.21	4.77	
ETH_00023060	-2.1	0.62	1.72	
ETH_00023065	-1.3	0.3	0.71	
ETH_00023070	13.3	5.48	1.75	
ETH_00023075	-2	2.34	3.34	
ETH_00023080	-3.6	0.83	2.67	
ETH_00023085	2.9	6.67	5.15	
ETH_00023090	2.5	2.97	1.64	
ETH_00023095	-1.7	1.06	1.81	
ETH_00023100	-119.8	5.5	12.4	
ETH_00023105	1.4	4.51	4.02	
ETH_00023110	6.7	4.6	1.86	
ETH_00023115	4.3	3.34	1.25	
ETH_00023120	213.5	8.09	0.35	
ETH_00023125	3.7	6.56	4.67	
ETH_00023130	1.9	4.92	3.97	
ETH_00023135	-3.6	3.91	5.78	
ETH_00023140	-2.5	2.28	3.62	
ETH_00023145	-74.5	3.93	10.15	
ETH_00023150	1.2	0.32	0	
ETH_00023155	-1.7	3.55	4.3	
ETH_00023160	-1.2	2.06	2.32	
ETH_00023165	2.4	3.57	2.3	
ETH_00023170	20.2	4.44	0.1	
ETH_00023175	8.3	3.19	0.14	
ETH_00023180	1.5	3.02	2.41	
ETH_00023185	-1.6	0	0.68	
ETH_00023190	-2.4	0.33	1.62	
ETH_00023195	1.6	1.08	0.45	
ETH_00023200	-4.3	0.77	2.87	
ETH_00023205	1.8	1.27	0.41	
ETH_00023210	1.2	0.32	0	
ETH_00023215	1.3	0.42	0.03	
ETH_00023220	1.9	1.32	0.41	
ETH_00023225	-63.5	0	5.99	
ETH_00023230	-68.2	0.88	6.97	
ETH_00023235	1.3	5.35	4.95	
ETH_00023240	1.2	0.22	0	
ETH_00023245	1.3	0.47	0.06	
ETH_00023250	-1.5	0.11	0.69	
ETH_00023255	-5.4	2.62	5.05	
ETH_00023260	2.6	3.34	1.96	
ETH_00023265	3	6.34	4.77	
ETH_00023270	-8.2	5.34	8.38	
ETH_00023275	-3.1	1.69	3.31	
ETH_00023280	-47.9	0.31	5.89	
ETH_00023285	-1.3	0.26	0.58	
ETH_00023290	36.9	6.26	1.05	
ETH_00023295	-1.4	1.81	2.31	
ETH_00023300	-3	2.81	4.38	
ETH_00023305	15.7	5.68	1.7	
ETH_00023310	6.4	3.19	0.52	
ETH_00023315	1.3	1.29	0.87	
ETH_00023320	-2.3	2.9	4.1	
ETH_00023325	1.1	5.8	5.66	
ETH_00023330	3.8	2.11	0.17	
ETH_00023335	49	6.21	0.6	
ETH_00023340	57.9	6.31	0.45	
ETH_00023345	-1.4	7.31	7.8	
ETH_00023350	-5	2.53	4.84	
ETH_00023355	-1787	2.59	13.39	
ETH_00023360	-1188.4	3.57	13.78	
ETH_00023365	-65.5	0.7	6.73	
ETH_00023370	-82.4	0.36	6.72	
ETH_00023375	6.2	2.76	0.13	
ETH_00023380	-13.3	3.47	7.21	
ETH_00023385	2.2	1.8	0.65	
ETH_00023390	1.9	4.69	3.75	
ETH_00023395	-2.4	1.22	2.47	
ETH_00023400	2.5	1.68	0.38	
ETH_00023405	3.4	8.18	6.42	
ETH_00023410	3.1	7.45	5.83	
ETH_00023415	-1.7	0	0.77	
ETH_00023420	-218.8	0.75	8.53	
ETH_00023425	-314.8	0	8.3	
ETH_00023430	-1	0.03	0.08	
ETH_00023435	-3.4	3.7	5.48	
ETH_00023440	-1.1	7.11	7.21	
ETH_00023445	-1.8	7.45	8.29	
ETH_00023450	1	0	0	
ETH_00023455	1	0	0	
ETH_00023460	-1.3	0	0.38	
ETH_00023465	-1.2	0	0.32	
ETH_00023470	1.1	0.51	0.4	
ETH_00023475	1	0	0	
ETH_00023480	-1	0	0.05	
ETH_00023485	-1.5	0	0.63	
ETH_00023490	1	0.05	0	
ETH_00023495	1	0	0	
ETH_00023500	-1	0	0.02	
ETH_00023505	-1.1	0	0.15	
ETH_00023510	3.6	1.95	0.12	
ETH_00023515	1.2	0.32	0	
ETH_00023520	1.1	0.19	0	
ETH_00023525	-1	0	0.07	
ETH_00023530	1	0	0	
ETH_00023535	1	0	0	
ETH_00023540	1.3	0.43	0.04	
ETH_00023545	1.1	0.15	0	
ETH_00023550	1.2	0.23	0	
ETH_00023555	1.1	0.13	0	
ETH_00023560	1	0.13	0.09	
ETH_00023565	-1.1	0	0.14	
ETH_00023570	-1.1	0.1	0.2	
ETH_00023575	1	0	0	
ETH_00023580	1	0	0	
ETH_00023585	2.1	1.21	0.12	
ETH_00023590	1	0	0	
ETH_00023595	-1.1	0	0.18	
ETH_00023600	1	0	0	
ETH_00023605	1	0	0	
ETH_00023610	1	0	0	
ETH_00023615	-1	0	0.06	
ETH_00023620	1	0	0	
ETH_00023625	1.1	0.1	0	
ETH_00023630	-1.1	0	0.09	
ETH_00023635	1	0.11	0.1	
ETH_00023640	-1.3	0.11	0.51	
ETH_00023645	-1.4	0.14	0.6	
ETH_00023650	-122.4	0.23	7.16	
ETH_00023655	-11.5	0.95	4.47	
ETH_00023660	-19.6	0	4.29	
ETH_00023665	-1.8	3.33	4.21	
ETH_00023670	-6.1	5.72	8.32	
ETH_00023675	-76.6	0.14	6.4	
ETH_00023680	1.2	0.3	0	
ETH_00023685	1.5	6.69	6.07	
ETH_00023690	1.9	3.35	2.39	
ETH_00023695	-66.7	0.2	6.26	
ETH_00023700	-116.9	0.69	7.56	
ETH_00023705	-385.7	3.74	12.33	
ETH_00023710	-1.7	6.14	6.88	
ETH_00023715	-6.5	2.73	5.44	
ETH_00023720	13.8	6.08	2.29	
ETH_00023725	-25.9	0.85	5.55	
ETH_00023730	-54	0.16	5.92	
ETH_00023735	-1.4	0.89	1.36	
ETH_00023740	-4.7	0.4	2.62	
ETH_00023745	-3.7	0.3	2.2	
ETH_00023750	1.1	4.22	4.1	
ETH_00023755	-1.5	5.92	6.52	
ETH_00023760	-1.1	8.07	8.25	
ETH_00023765	-3	2.42	4.02	
ETH_00023770	1.7	2.28	1.5	
ETH_00023775	5.3	2.79	0.38	
ETH_00023780	71.1	6.4	0.24	
ETH_00023785	16.9	4.97	0.88	
ETH_00023790	1.5	6.04	5.45	
ETH_00023795	2.1	4.65	3.59	
ETH_00023800	-3.4	3.85	5.63	
ETH_00023805	3	6.88	5.29	
ETH_00023810	-18.1	0.46	4.64	
ETH_00023815	-21.1	1.87	6.26	
ETH_00023820	4	2.23	0.22	
ETH_00023825	1.9	2.05	1.1	
ETH_00023830	-1.1	4.45	4.6	
ETH_00023835	-27	0.72	5.48	
ETH_00023840	-29.9	0.84	5.74	
ETH_00023845	-9.2	0.83	4.03	
ETH_00023850	-68.5	0.86	6.96	
ETH_00023855	1.1	0.6	0.53	
ETH_00023860	-1.4	0.2	0.67	
ETH_00023865	2.8	4.58	3.1	
ETH_00023870	71.8	6.86	0.69	
ETH_00023875	17.9	6.22	2.07	
ETH_00023880	1.9	0.93	0	
ETH_00023885	-6.2	0	2.64	
ETH_00023890	-1	0.04	0.11	
ETH_00023895	-11.8	2.69	6.25	
ETH_00023900	-1.4	3.64	4.09	
ETH_00023905	9.2	4.64	1.44	
ETH_00023910	1.7	2.09	1.35	
ETH_00023915	2.5	4.98	3.64	
ETH_00023920	-3.9	3.82	5.79	
ETH_00023925	15	7.82	3.91	
ETH_00023930	15.1	5.86	1.94	
ETH_00023935	-1.4	6.01	6.49	
ETH_00023940	2.3	1.19	0	
ETH_00023945	-1.1	0.12	0.31	
ETH_00023950	80.9	6.52	0.18	
ETH_00023955	3.7	4.39	2.5	
ETH_00023960	1.2	0.5	0.28	
ETH_00023965	1	0	0	
ETH_00023970	1.1	0.19	0.1	
ETH_00023975	-1.1	0	0.14	
ETH_00023980	-1.1	0	0.13	
ETH_00023985	1.4	7.77	7.33	
ETH_00023990	-1.7	0	0.78	
ETH_00023995	-1.5	0.12	0.66	
ETH_00024000	1	0.08	0.06	
ETH_00024005	-1	0	0.04	
ETH_00024010	1.1	0.1	0	
ETH_00024015	3.4	2.2	0.44	
ETH_00024020	3.2	2.84	1.15	
ETH_00024025	3.9	2.13	0.18	
ETH_00024030	1.5	5.13	4.54	
ETH_00024035	804.4	12.49	2.84	
ETH_00024040	1.5	4.95	4.4	
ETH_00024045	-1.1	4.65	4.74	
ETH_00024050	-8.5	2.92	6.02	
ETH_00024055	20	6.23	1.9	
ETH_00024060	-1.1	1.76	1.84	
ETH_00024065	-2.5	3.14	4.45	
ETH_00024070	3.1	3.32	1.7	
ETH_00024075	6.6	4.18	1.46	
ETH_00024080	6.5	6.79	4.08	
