,DESeq normalised counts,,,DE of gametocytes over merozoites,,,,DE of gametocytes over sporozoites,,,
gene ID,gametocyte,merozoite,sporozoite,fold change,log2 fold change,p-value,adjusted p-value,fold change,log2 fold change,p-value,adjusted p-value
ETH_00023475,1955.3087161026,1.0278933774,2.5989299242,1902.2485785689,10.893490069,8.68511609815614E-024,1.21912306583964E-021,752.3514573834,9.5552629572,5.67E-32,9.27E-30
ETH_00019835,135093.435435524,71.4019050592,195.1587083212,1892.0144402814,10.8857073844,2.90116327374871E-031,2.5166547869403E-027,692.2234554515,9.4350940167,6.02E-38,3.24E-35
ETH_00022305,141706.313299786,75.5743235034,104.1706255333,1875.058971495,10.8727202544,5.51656025195155E-031,2.5166547869403E-027,1360.3289082151,10.4097398015,5.32E-42,1.22E-38
ETH_00040275,635.079441704,0.3426311258,208.8485618953,1853.5369202482,10.8560651369,1.82484243206113E-018,8.90366970594961E-017,3.0408609757,1.6044798597,0.0036569888,0.0081842212
ETH_00001670,617.0377836381,0.3426311258,2.9232381958,1800.8807057156,10.8144869018,1.33600939245707E-017,5.91735422173704E-016,211.0802275815,7.7216476339,3.88E-20,1.13E-18
ETH_00023360,24898.6987856639,13.8685766097,215.3003265512,1795.3319570077,10.8100349078,5.08248741545008E-007,0.000004174,115.646358668,6.8535760306,4.68E-06,1.98E-05
ETH_00022300,37251.9427517698,21.2880067638,17.0790020585,1749.9028051361,10.7730590773,2.56170244041414E-030,7.79099102211288E-027,2181.1545325782,11.0908762717,4.04E-44,2.13E-40
ETH_00000905,595.6599411626,0.3426311258,83.4650510375,1738.4875345602,10.7636170072,4.66670746400641E-011,7.18027637463651E-010,7.1366390334,2.8352448038,0.0004272119,0.0012014926
ETH_00004840,2731.7447191741,1.5722625334,9.7291992129,1737.4609272204,10.7627648189,8.48648606714805E-025,1.51824899758155E-022,280.7779612072,8.13328589,1.58E-26,1.04E-24
ETH_00022660,1493.5739181792,0.8870002818,0.8934670763,1683.8483017216,10.7175464562,1.58170655342941E-022,1.55177318209569E-020,1671.660834362,10.7070664513,1.52E-31,2.24E-29
ETH_00009505,574.94091492,0.3426311258,0.2335506821,1678.0171783015,10.7125417698,3.68018010843468E-017,1.5125208697909E-015,2461.739394859,11.2654623277,2.58E-24,1.26E-22
ETH_00030800,2389.8644536376,1.4313694378,1.7539429175,1669.6349596725,10.7053169985,7.39970946385543E-025,1.35029898296434E-022,1362.566837178,10.4121112839,4.92E-34,1.22E-31
ETH_00007315,23029.53781312,13.9294215444,39.5331200023,1653.3018072409,10.6911343947,2.38358446664495E-028,1.55341604811918E-025,582.5378268085,9.1862079233,7.40E-35,2.05E-32
ETH_00005660,1464.5546940548,0.8870002818,0.2335506821,1651.13216316,10.6892398886,1.30358479271893E-022,1.35158041463267E-020,6270.821736147,12.6144387926,2.53E-33,5.04E-31
ETH_00026000,2001.8066469428,1.2296314076,2652.5860262982,1627.9729311739,10.6688609963,3.75456187664056E-016,1.29270273820636E-014,0.7546622907,-0.4060969081,0.4582968785,0.540074541
ETH_00031960,14135.8141671542,8.9500509792,312.2149127259,1579.4115810049,10.6251714587,3.62643383491413E-015,1.06390939902754E-013,45.275909609,5.5006717206,8.38E-10,6.43E-09
ETH_00004695,4161.4372563272,2.6610008455,24.899060162,1563.8616813668,10.6108972011,1.23080882001098E-026,4.31919218222314E-024,167.1323025552,7.3848467875,1.13E-25,6.42E-24
ETH_00030440,13476.9269133821,8.668264788,2313.3552086377,1554.7433359413,10.6024607181,4.18194442607114E-029,4.28623454990535E-026,5.8257058246,2.5424328529,2.01E-05,7.54E-05
ETH_00023520,833.0819487397,0.544369156,27.3075550834,1530.3621440047,10.5796573765,1.28041960882725E-019,7.16720767542318E-018,30.507379595,4.9310863611,3.06E-14,4.16E-13
ETH_00025145,1322.5285931477,0.8870002818,64.1004647227,1491.0125963266,10.5420767305,5.13712517091995E-010,6.85250439465989E-009,20.6321217618,4.3668202873,6.03E-05,0.000203943
ETH_00031815,1505.7370569521,1.0278933774,11.2340675345,1464.876698343,10.5165635198,6.32188185947462E-022,5.49341429389014E-020,134.0331142145,7.0664456667,2.88E-22,1.03E-20
ETH_00013995,3684.8696092839,2.5201077499,46.3120252452,1462.187324904,10.5139124355,3.26314692137897E-026,9.30404765958178E-024,79.5661513349,6.3140829115,6.76E-23,2.70E-21
ETH_00031640,2749.2172936381,1.9148936592,8.49080265,1435.7023328032,10.4875409478,3.11326898690764E-014,7.8468138774987E-013,323.7876802639,8.3389042836,5.61E-16,9.89E-15
ETH_00037215,490.1143159296,0.3426311258,40.3369698166,1430.4430596593,10.4822463554,1.74867823773941E-008,1.84877638947096E-007,12.1504991118,3.6029436722,0.0005847179,0.0015973804
ETH_00023565,486.9674750311,0.3426311258,3.3418594905,1421.2587192375,10.4729534846,3.92370494970912E-016,1.3458602992912E-014,145.717519367,7.1870305304,3.68E-18,8.44E-17
ETH_00037125,3198.3544165927,2.257524785,1111.7595934989,1416.7527363529,10.4683722736,4.3186729196687E-025,8.3837386636292E-023,2.8768399529,1.5244849619,0.0027253282,0.0063168032
ETH_00007320,108574.971090653,77.5917038056,65.6111983468,1399.3115986041,10.4505015422,6.58771388080792E-030,1.20212602896983E-026,1654.8237774416,10.692461877,4.66E-44,2.13E-40
ETH_00031825,3699.069680672,2.6610008455,19.3077907575,1390.1046619201,10.4409777932,6.41936981751339E-026,1.61630344414133E-023,191.5843053791,7.5818355699,2.40E-26,1.56E-24
ETH_00028250,4650.4156216643,3.3462630971,133.1199475149,1389.7340067833,10.4405930641,1.41575067442917E-026,4.78418857536733E-024,34.9340253544,5.1265609851,1.71E-15,2.81E-14
ETH_00009535,2582.902461779,1.9148936592,45.7595306816,1348.8490336361,10.3975131722,4.41234889558731E-024,6.7097118872231E-022,56.4451257105,5.8187770981,5.60E-19,1.45E-17
ETH_00023355,164719.41502021,122.1210174451,1284.0020722545,1348.8211813679,10.3974833818,7.32496820154327E-009,8.25098887294824E-008,128.2859417283,7.0032192705,5.86E-08,3.42E-07
ETH_00022855,1186.1697012379,0.8870002818,45.3477454863,1337.2822146077,10.3850882427,3.68075241576458E-021,2.73034024727122E-019,26.1571923481,4.7091357885,7.49E-13,8.55E-12
ETH_00014050,2752.2194988286,2.1166316895,25.1985231558,1300.2826672864,10.3446095682,1.71872357265723E-024,2.75116383805694E-022,109.2214603931,6.771112542,5.85E-23,2.35E-21
ETH_00022675,1142.9040163544,0.8870002818,10.0961865445,1288.5046823229,10.3314820645,8.39189918297212E-021,5.80058243526043E-019,113.2015549947,6.8227499657,2.34E-21,7.57E-20
ETH_00027810,1574.2004098793,1.2296314076,11.2480145014,1280.2213737477,10.3221775849,9.4946779347741E-016,3.0719660098184E-014,139.9536255649,7.1288050509,1.46E-15,2.42E-14
ETH_00017685,1124.7781126585,0.8870002818,38.2660965839,1268.0696226421,10.3084182427,3.54117100596909E-007,2.99718406850296E-006,29.3935941491,4.8774298725,0.0001569833,0.0004874465
ETH_00031830,5372.8405565084,4.2941083135,24.0291927983,1251.212164249,10.2891107283,1.0457678358024E-026,3.97566072244211E-024,223.5963813516,7.8047530298,5.13E-29,4.89E-27
ETH_00022705,672.7300304127,0.544369156,0.852731424,1235.7974785509,10.2712266196,3.84781457445085E-018,1.80966289573658E-016,788.9119733445,9.6237205233,7.20E-25,3.66E-23
ETH_00016110,18815.9374007037,15.2615395949,19.9553371315,1232.8990324769,10.2678389406,3.88000715741951E-029,4.28623454990535E-026,942.9025065672,9.8809647978,2.06E-38,1.26E-35
ETH_00019840,577760.695608012,478.7367724475,1350.7249690556,1206.8441967687,10.2370237213,4.12587579302404E-026,1.1071909039868E-023,427.7411825828,8.7405943052,1.36E-30,1.64E-28
ETH_00028445,19111.0242178294,15.9051601382,1291.2907243455,1201.5612575876,10.230694486,6.23790672375572E-020,3.71991248023184E-018,14.7999392062,3.8875193446,1.41E-08,9.15E-08
ETH_00034380,1646.3676412105,1.3705245032,4.2807229011,1201.2683008199,10.2303426947,2.33552701984073E-022,2.19783197612577E-020,384.6003769105,8.5872163663,3.22E-27,2.30E-25
ETH_00029340,410.7367733818,0.3426311258,3.5063439673,1198.7725061987,10.2273421859,4.6845607977947E-015,1.33987249903068E-013,117.1410384179,6.8721027784,7.20E-16,1.25E-14
ETH_00019845,655089.021758457,546.6931630223,1590.3822312038,1198.2754972404,10.226743923,9.62220915289017E-025,1.68832762136481E-022,411.9066529451,8.686173618,9.95E-29,8.94E-27
ETH_00004225,7273.4084603378,6.1481570381,17.5554247868,1183.0225570371,10.2082618669,1.69584409967664E-014,4.51104418817774E-013,414.3111629978,8.6945708819,7.01E-17,1.36E-15
ETH_00013555,25045.8168509256,21.4288998594,119.2703208942,1168.7868726462,10.1907961642,1.1678464069998E-023,1.54426530687915E-021,209.9920303991,7.7141907657,2.82E-23,1.16E-21
ETH_00023245,5815.7536360549,4.9793705652,28.0980914806,1167.9696379211,10.1897870556,2.23551878445566E-026,6.57963657721725E-024,206.9803794352,7.6933502047,2.17E-27,1.61E-25
ETH_00031820,1421.6786183211,1.2296314076,16.5448129758,1156.1827467154,10.1751537335,1.48081237612805E-021,1.19565770971613E-019,85.9289627753,6.4250725756,2.24E-20,6.68E-19
ETH_00011730,2039.1964647557,1.7740005637,196.9466834291,1149.4903138914,10.166778594,0.000000005,5.81112964754221E-008,10.3540533369,3.37212375,0.0011515559,0.0029341453
ETH_00032045,13167.4083441346,11.5118004374,76.203189135,1143.8183293501,10.1596422143,2.62808015293348E-018,1.25542425734896E-016,172.7934026594,7.4329043255,2.88E-17,5.83E-16
ETH_00007785,18072.8750430596,15.9051601382,147.2727134698,1136.2900395837,10.1501154164,2.13902702736368E-011,3.47268373623954E-010,122.717064263,6.9391920648,2.66E-10,2.18E-09
ETH_00022940,40306.254530069,35.6209043686,1135.2394299583,1131.5337228095,10.1440638662,1.23604578759381E-028,8.94983284762649E-026,35.5046287738,5.1499352174,9.20E-18,1.98E-16
ETH_00001835,1770.4436831026,1.5722625334,3.6176876926,1126.048382795,10.1370531015,1.55086895032655E-022,1.53805742421515E-020,489.3854399709,8.9348273693,2.50E-29,2.58E-27
ETH_00013990,1224.2045271586,1.088738312,0,1124.4249546619,10.134971662,1.86031458721205E-021,1.4754229430786E-019,Max,Max,8.13E-33,1.49E-30
ETH_00004830,2334.5786220665,2.1166316895,3.7728858845,1102.968756301,10.1071762091,7.8905806776826E-024,1.12490090786213E-021,618.7779576495,9.2732779952,7.26E-31,9.37E-29
ETH_00012235,6757.7965590442,6.2090019728,95.9198432039,1088.3869241254,10.0879758139,1.97937334586859E-012,3.74684697255291E-011,70.4525396761,6.1385798087,1.24E-09,9.33E-09
ETH_00009525,591.2433663234,0.544369156,27.118929037,1086.1073956579,10.0849510503,2.86919292114612E-017,1.20084936754758E-015,21.8018700339,4.4463799809,3.59E-11,3.35E-10
ETH_00021490,1911.329106329,1.7740005637,38.8989221245,1077.4117807463,10.0733540299,2.04692822847554E-007,1.80620630141304E-006,49.1357858248,5.6187022238,6.93E-06,2.83E-05
ETH_00035860,40286.1131908281,37.4557498669,38.9810971373,1075.5655228898,10.0708797003,1.27518442590031E-028,8.94983284762649E-026,1033.4781765871,10.0132922091,9.51E-40,7.26E-37
ETH_00023965,365.4050816032,0.3426311258,9.0347146369,1066.4678544478,10.0586247652,3.26421720526384E-014,8.2046054492637E-013,40.4445625887,5.3378738531,1.67E-11,1.62E-10
ETH_00004750,5077.6757051611,4.7776325349,13.8970014419,1062.8016424523,10.0536566471,1.28826396031436E-025,2.8668586277825E-023,365.379231367,8.5132508214,1.20E-29,1.31E-27
ETH_00031400,3770.5174715164,3.5480011273,56.8087596132,1062.7159733689,10.0535403514,1.04559716591628E-011,1.78652219884272E-010,66.3721140399,6.0525053216,3.68E-09,2.59E-08
ETH_00016295,45073.9098188378,42.4543236584,40.653533671,1061.7036366316,10.0521653939,5.90639481691512E-028,3.36812164434585E-025,1108.7328886003,10.1146961238,5.96E-40,4.96E-37
ETH_00018895,66114.6984788211,62.4742925619,514.4440870671,1058.2704624192,10.0474926691,1.06739233622826E-028,8.85353425067874E-026,128.5167817862,7.0058129493,3.10E-25,1.66E-23
ETH_00005310,6112.5973439004,5.8055259123,56.0235174478,1052.8929568468,10.0401430558,2.23952712241594E-008,2.31934681781193E-007,109.1077037352,6.769609159,1.37E-07,7.58E-07
ETH_00023635,5803.5455029327,5.5237397212,12.799821025,1050.6551350866,10.0370734844,2.16916992847222E-026,6.57963657721725E-024,453.4083321634,8.8246670931,6.85E-33,1.28E-30
ETH_00022280,4573.1806541397,4.3741564745,12.2244947499,1045.5000137289,10.0299773655,2.54202148502641E-025,5.15408978430689E-023,374.0997683512,8.5472792623,2.09E-30,2.36E-28
ETH_00017875,3161.2001034186,3.0644769059,2.407656762,1031.5627105293,10.0106158125,6.63618823173064E-025,1.23568533523082E-022,1312.9778934304,10.3586269105,2.87E-36,1.05E-33
ETH_00017040,5390.3602022721,5.322001691,21.7417294272,1012.8445113861,9.9841969979,6.88482295362086E-026,1.61630344414133E-023,247.9269287355,7.9537711689,5.19E-29,4.90E-27
ETH_00025240,5927.7446728153,5.866370847,13.4566536839,1010.4619751186,9.9807993171,6.86060309058985E-026,1.61630344414133E-023,440.5065933968,8.783019803,5.01E-32,8.34E-30
ETH_00016615,73023.608020018,73.8419646481,297.4782514639,988.9174586297,9.9497062992,5.1080349994012E-021,3.64107119801067E-019,245.4754512663,7.939434945,7.56E-22,2.61E-20
ETH_00035480,131107.106002994,132.7233791187,187.0143478116,987.8222425734,9.9481076437,4.20818547049888E-028,2.55969894885545E-025,701.0537294982,9.4533812079,3.52E-37,1.61E-34
ETH_00006020,20349.2640413755,20.7244343815,529.9125942714,981.8971976172,9.9394281754,1.15693861659422E-014,3.16994232366535E-013,38.4011707994,5.2630783923,4.96E-10,3.92E-09
ETH_00015990,336.2837999566,0.3426311258,12.4786315678,981.4747541323,9.9388073484,5.62495368536328E-014,1.36858873134012E-012,26.9487722375,4.7521476414,2.07E-10,1.72E-09
ETH_00015095,69288.4508990055,72.0647288288,567.7188872885,961.4752185307,9.9091058632,4.87617463477832E-017,1.94280425186539E-015,122.047112489,6.9312943526,4.00E-15,6.22E-14
ETH_00019945,1179.8494072107,1.2296314076,139.5134429767,959.5146967536,9.9061610939,6.7967804849497E-021,4.80023437721833E-019,8.4568868923,3.0801266833,4.85E-08,2.88E-07
ETH_00016160,10533.6959596728,11.0474794423,7326.5388560605,953.4931487897,9.897078762,1.10413529770708E-021,9.07579320385534E-020,1.4377451845,0.5238080057,0.2326198608,0.3040522153
ETH_00007455,1305.693436519,1.3705245032,102.5919660314,952.6961637352,9.8958723693,6.83943959928082E-021,4.80023437721833E-019,12.7270534626,3.6698265434,1.66E-08,1.06E-07
ETH_00031810,1547.0778035703,1.6331074681,1.0862821061,947.3214921996,9.8877103055,3.81399190980329E-022,3.41165315539659E-020,1424.1952388577,10.4759312195,6.63E-32,1.03E-29
ETH_00035130,47881.9812335611,50.661502707,3108.3665146544,945.1354317393,9.8843772627,4.75526602261639E-006,3.24449348473982E-005,15.4042263059,3.9452543182,0.0036813892,0.0082348047
ETH_00017035,3437.1690374142,3.7497391575,20.5543332777,916.6421697679,9.8402148476,1.47729045507364E-024,2.45069056583489E-022,167.2235723233,7.385634418,4.43E-26,2.70E-24
ETH_00022665,3510.1406506344,3.8297873185,21.9319674995,916.536705237,9.8400488484,5.28162776967676E-024,7.89992979844766E-022,160.0467742221,7.3223497891,3.93E-25,2.08E-23
ETH_00030795,2738.8324016871,3.0036319713,3.644476378,911.8402080792,9.8326372168,1.10952852407702E-023,1.53383912934527E-021,751.5023058515,9.5536337206,1.17E-33,2.65E-31
ETH_00027240,2055.6384742176,2.257524785,48.0229792554,910.5718297482,9.8306290173,1.3193921175986E-022,1.35259928999659E-020,42.8053091685,5.419717841,5.72E-17,1.11E-15
ETH_00019370,2458.0830479883,2.7410490064,98.0769536608,896.7672749448,9.8085898217,1.08079490123142E-022,1.16013796221594E-020,25.0627997326,4.6474756801,5.70E-13,6.63E-12
ETH_00034070,2686.4780077875,3.0036319713,18.2622793828,894.409845638,9.8047922592,7.15956450231488E-024,1.0536107503084E-021,147.1052956462,7.2007053729,1.04E-23,4.60E-22
ETH_00005655,610.9931980467,0.6852622516,4.9735954511,891.6195173643,9.800284387,7.12560826510303E-017,2.77837819704274E-015,122.8473855696,6.9407233445,3.37E-19,8.88E-18
ETH_00027245,1221.3796305719,1.3705245032,39.6301502998,891.1767923199,9.7995678528,1.96571494947595E-020,1.29965095645062E-018,30.8194549184,4.9457694411,4.41E-14,5.85E-13
ETH_00035100,914.7744454732,1.0278933774,445.4986038059,889.9507143205,9.7975816313,1.07563086217516E-015,3.41953170260843E-014,2.0533721939,1.0379951538,0.2529984502,0.326771828
ETH_00024010,1265.2357823318,1.4313694378,29.9479594472,883.933769212,9.7877944662,4.38563331331226E-021,3.20116146805288E-019,42.2478127287,5.4008047464,2.39E-15,3.83E-14
ETH_00004815,955.1484105733,1.088738312,1.3198327882,877.2984288394,9.7769238746,1.0973981608044E-019,6.2190439870679E-018,723.6889544499,9.4992259419,8.76E-27,6.03E-25
ETH_00027835,5860.8995730808,6.6925261942,166.9880028807,875.7380102875,9.774355521,0.00000011,1.01370088892727E-006,35.0977284115,5.1333057546,1.52E-05,5.81E-05
ETH_00009295,897.8122381385,1.0278933774,70.3296569692,873.4488010798,9.770579329,4.35290410065886E-019,2.25658505763701E-017,12.7657701861,3.6742086761,3.58E-09,2.52E-08
ETH_00023480,11382.3127384427,13.2249560664,6.4924458188,860.6692287872,9.7493150793,9.02648636426257E-027,3.64602496011082E-024,1753.1625301333,10.7757440346,9.90E-42,1.81E-38
ETH_00018070,6374.3545245624,7.4386333804,54.2572395895,856.9254859835,9.7430259499,8.00333928791384E-016,2.60794527367592E-014,117.4839444983,6.8763197995,1.21E-14,1.74E-13
ETH_00030810,5544.6407284813,6.4715849376,3.6553396096,856.7670488631,9.7427591851,1.36228740865118E-025,2.95940721822223E-023,1516.8606259878,10.5668728169,2.31E-37,1.11E-34
ETH_00031660,42153.0807768649,49.3293846564,53.3673630261,854.5227367103,9.7389750687,8.52513787605709E-021,5.84837278053721E-019,789.8662850594,9.6254646327,2.38E-28,1.97E-26
ETH_00035990,1039.5782330819,1.2296314076,67.9877079093,845.4389068392,9.7235566961,2.87498856559392E-020,1.80906177051579E-018,15.2906792279,3.934580589,4.85E-10,3.84E-09
ETH_00005685,289.2393689543,0.3426311258,0,844.1713176978,9.7213920016,1.022012238284E-012,2.04492097853142E-011,Max,Max,5.94E-19,1.51E-17
ETH_00001920,206833.827590173,248.1743088517,31186.2262710571,833.4215920543,9.7029026672,3.97393415971861E-012,7.20838474617745E-011,6.6322172421,2.7294912639,0.0006225071,0.0016925394
ETH_00022650,5811.3187116905,7.0159540937,44.523549225,828.3005609954,9.6940105555,8.08720581644243E-026,1.84469164673052E-023,130.5223598038,7.028153166,1.11E-26,7.48E-25
ETH_00022680,733.7200607564,0.8870002818,20.5542981985,827.1925903405,9.6920794524,5.43774986982226E-018,2.53132805164583E-016,35.6966729621,5.1577177119,2.08E-14,2.89E-13
ETH_00012230,3135.4803939258,3.8105840922,23.0430247249,822.8345886349,9.68445863,2.35255039047716E-024,3.70080513150235E-022,136.0706952043,7.0882125848,7.90E-24,3.57E-22
ETH_00006230,88709.0629897216,107.8522000306,844.3405043,822.5058270904,9.6838820895,2.17488832345088E-012,4.09993410395988E-011,105.0631380799,6.7151127712,1.08E-10,9.50E-10
ETH_00034105,720.2615651964,0.8870002818,62.5004393529,812.0195449247,9.6653706426,1.66538310626258E-018,8.16933089330095E-017,11.5241040328,3.5265826843,1.47E-08,9.55E-08
ETH_00027425,3528.3577059593,4.3549532482,7.9061550109,810.1941639529,9.6621238827,5.72679707207881E-025,1.08856867678431E-022,446.2798542525,8.8018048724,1.05E-30,1.30E-28
ETH_00041795,276.5231511476,0.3426311258,67.4739138974,807.0578833103,9.6565283391,7.69659023191378E-010,9.94669819773106E-009,4.0982230787,2.0349985168,0.0277024128,0.0482330547
ETH_00005540,1704.4631911591,2.1166316895,39.4055545207,805.2715073907,9.6533314778,7.77637503171267E-022,6.56959683234689E-020,43.2543891817,5.4347746306,2.72E-15,4.33E-14
ETH_00027475,12220.388395854,15.2423363686,23.8375531752,801.7398448848,9.6469903649,3.44526301756655E-027,1.57172898861386E-024,512.6528006484,9.0018382664,1.04E-33,2.44E-31
ETH_00001830,1534.5525870377,1.9148936592,1.3198327882,801.3774444521,9.6463380941,3.26851549540626E-021,2.46462275868485E-019,1162.6871227218,10.1832472067,2.45E-31,3.45E-29
ETH_00017570,13396.5272597567,16.974695224,7.5849304745,789.2057608699,9.6242576769,1.75918997954778E-022,1.70753716738233E-020,1766.2030396637,10.7864354869,3.06E-35,9.66E-33
ETH_00025125,800.9064489466,1.0278933774,567.7284366104,779.1726910071,9.6057993035,8.64137685003703E-017,3.2989088861815E-015,1.4107210372,0.4964327307,0.4596770972,0.5414920537
ETH_00004745,5258.6815241462,6.7533711288,4256.3648667778,778.6750385623,9.6048775693,2.43391417602556E-025,5.11867533626937E-023,1.2354865451,0.3050792993,0.4714345882,0.5532078949
ETH_00025255,5621.8688600502,7.2368953502,29.3106993687,776.8343451173,9.6014631758,1.15923174890108E-024,1.95867231055064E-022,191.8026175129,7.5834785986,5.17E-27,3.65E-25
ETH_00037035,1035.6548530734,1.3705245032,25.124901506,755.6631425729,9.5615994469,1.42265759528519E-019,7.86686539356488E-018,41.2202552445,5.3652815333,6.70E-15,1.01E-13
ETH_00017060,2771.1808281208,3.6888942229,65.6121632783,751.2226322255,9.5530967178,5.15699120624919E-023,6.11069970984644E-021,42.2357790029,5.4003937554,8.21E-18,1.77E-16
ETH_00005670,1832.4394893417,2.4592628153,1.4373790631,745.1173896386,9.5413239229,1.58208116705993E-021,1.26622004984691E-019,1274.8477672729,10.3161092662,1.80E-32,3.18E-30
ETH_00019415,10438.2734383174,14.1119563483,666.9809289301,739.675859301,9.5307493813,3.60401519198656E-012,6.57660692233708E-011,15.6500328354,3.968093779,4.61E-06,1.95E-05
ETH_00023425,248.8378389181,0.3426311258,8.4109082923,726.2557899086,9.5043339499,5.47206359003369E-012,9.65708088887184E-011,29.5851328146,4.8868004666,6.94E-09,4.70E-08
ETH_00031870,489.9766748428,0.6852622516,15.4456891511,715.0206708351,9.4818411397,1.04554496645863E-015,3.34721132419948E-014,31.7225518427,4.9874369247,3.05E-12,3.28E-11
ETH_00009530,487.3345083975,0.6852622516,10.8576886805,711.1649696943,9.4740404519,2.67412067886252E-015,7.99956625375136E-014,44.8838166885,5.4881234554,7.66E-14,9.92E-13
ETH_00023625,630.1252714013,0.8870002818,2.1034980069,710.4003057408,9.4724883924,3.89506733497852E-017,1.58654439126536E-015,299.5606695818,8.2267044093,3.22E-21,1.04E-19
ETH_00038765,868.8728935447,1.2296314076,15.7091473331,706.612476026,9.4647754116,2.28526174800399E-007,1.99576840502321E-006,55.3099971069,5.7894683615,2.86E-06,1.26E-05
ETH_00002885,88346.1521507068,126.1749812758,414.8442128373,700.1875590342,9.4515976179,9.1909879529317E-027,3.64602496011082E-024,212.9622383942,7.73445383,1.02E-28,9.00E-27
